Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365),,,
09-Nov-15,CNOVAPETRO,29.05,29.05,0,0.0522,0.0506,0.9667,,,#N/A
09-Nov-15,COALINDIA,339.6,342.2,-0.0076,0.0177,0.0173,0.3305,,,#N/A
09-Nov-15,COFFEEDAY,273.9,271.05,0.0105,0.0356,0.0346,0.661,,,#N/A
09-Nov-15,COLPAL,959.75,938.9,0.022,0.0146,0.0151,0.2885,,,#N/A
09-Nov-15,COMPUSOFT,9.25,9,0.0274,0.0367,0.0362,0.6916,,,#N/A
09-Nov-15,CONCOR,1405.7,1404.1,0.0011,0.0256,0.0248,0.4738,,,#N/A
09-Nov-15,CONSOFINVT,79.65,80.05,-0.005,0.0294,0.0285,0.5445,,,#N/A
09-Nov-15,CORDSCABLE,34.75,35.2,-0.0129,0.0414,0.0403,0.7699,,,#N/A
09-Nov-15,COREEDUTEC,3.3,3.45,-0.0445,0.0295,0.0306,0.5846,,,#N/A
09-Nov-15,COROMANDEL,183.95,180.6,0.0184,0.0226,0.0224,0.428,,,#N/A
09-Nov-15,CORPBANK,42.2,42.05,0.0036,0.0111,0.0108,0.2063,,,#N/A
09-Nov-15,COSMOFILMS,267.35,250.95,0.0633,0.0423,0.0438,0.8368,,,#N/A
09-Nov-15,COUNCODOS,3.55,3.4,0.0432,0.0565,0.0558,1.0661,,,#N/A
09-Nov-15,COX&KINGS,249.1,249.1,0,0.0268,0.026,0.4967,,,#N/A
09-Nov-15,CPSEETF,21.16,21.45,-0.0136,0.0103,0.0105,0.2006,,,#N/A
09-Nov-15,CREATIVEYE,4.05,3.55,0.1318,0.0617,0.068,1.2991,,,#N/A
09-Nov-15,CREST,45,46.2,-0.0263,0.0589,0.0575,1.0985,,,#N/A
09-Nov-15,CRISIL,1915.45,1915.75,-0.0002,0.0157,0.0152,0.2904,,,#N/A
09-Nov-15,CRMFGETF,2490,2485,0.002,0.0071,0.0069,0.1318,,,CRMFGETF
09-Nov-15,CROMPGREAV,168.95,168.9,0.0003,0.0207,0.0201,0.384,,,#N/A
09-Nov-15,CTE,107.7,109.85,-0.0198,0.0311,0.0305,0.5827,,,#N/A
09-Nov-15,CUB,86.1,85.25,0.0099,0.0165,0.0162,0.3095,,,#N/A
09-Nov-15,CUBEXTUB,9,9,0,0.0251,0.0243,0.4643,,,#N/A
09-Nov-15,CUMMINSIND,1048.6,1045.45,0.003,0.0149,0.0145,0.277,,,#N/A
09-Nov-15,CURATECH,9.15,9.15,0,0.0287,0.0278,0.5311,,,#N/A
09-Nov-15,CYBERMEDIA,9.6,10.1,-0.0508,0.031,0.0325,0.6209,,,#N/A
09-Nov-15,CYBERTECH,50.9,51,-0.002,0.0535,0.0519,0.9915,,,#N/A
09-Nov-15,CYIENT,516.85,524.9,-0.0155,0.0263,0.0258,0.4929,,,#N/A
09-Nov-15,DAAWAT,236.6,240,-0.0143,0.0431,0.0419,0.8005,,,#N/A
09-Nov-15,DABUR,266.65,267.65,-0.0037,0.0122,0.0119,0.2273,,,#N/A
09-Nov-15,DALMIABHA,710.35,718.15,-0.0109,0.0146,0.0144,0.2751,,,#N/A
09-Nov-15,DALMIASUG,67.15,67.7,-0.0082,0.0556,0.0539,1.0298,,,#N/A
09-Nov-15,DATAMATICS,52,51.55,0.0087,0.0296,0.0288,0.5502,,,#N/A
09-Nov-15,DBCORP,324.95,319.35,0.0174,0.0118,0.0122,0.2331,,,#N/A
09-Nov-15,DBREALTY,60,59.6,0.0067,0.0292,0.0284,0.5426,,,#N/A
09-Nov-15,DBSTOCKBRO,24.2,24.2,0,0.0071,0.0069,0.1318,,,#N/A
09-Nov-15,DCBBANK,84.25,83.15,0.0131,0.0448,0.0436,0.833,,,#N/A
09-Nov-15,DCM,86.2,88.3,-0.0241,0.0174,0.0179,0.342,,,#N/A
09-Nov-15,DCMSHRIRAM,135.25,131.55,0.0277,0.029,0.0289,0.5521,,,#N/A
09-Nov-15,DCW,20.8,20.6,0.0097,0.0258,0.0251,0.4795,,,#N/A
09-Nov-15,DECCANCE,585.4,500,0.1577,0.0224,0.0443,0.8464,,,#N/A
09-Nov-15,DECOLIGHT,1.3,1.3,0,0.0016,0.0016,0.0306,,,#N/A
09-Nov-15,DEEPAKFERT,142.8,146.05,-0.0225,0.0154,0.0159,0.3038,,,#N/A
09-Nov-15,DEEPAKNTR,64.1,65.1,-0.0155,0.0254,0.0249,0.4757,,,#N/A
09-Nov-15,DEEPIND,195.75,191.25,0.0233,0.0384,0.0377,0.7203,,,#N/A
09-Nov-15,DELTACORP,82.35,81.45,0.011,0.0239,0.0233,0.4451,,,#N/A
09-Nov-15,DELTAMAGNT,31.1,31.1,0,0.0368,0.0357,0.682,,,#N/A
09-Nov-15,DEN,101.7,99,0.0269,0.0348,0.0344,0.6572,,,#N/A
09-Nov-15,DENABANK,41.55,43.25,-0.0401,0.0188,0.0207,0.3955,,,#N/A
09-Nov-15,DENORA,252,255.6,-0.0142,0.0603,0.0586,1.1196,,,#N/A
09-Nov-15,DHAMPURSUG,60.95,55.45,0.0946,0.0465,0.0507,0.9686,,,#N/A
09-Nov-15,DHANBANK,25.15,25.5,-0.0138,0.0189,0.0186,0.3554,,,#N/A
09-Nov-15,DHANUKA,431.8,431.1,0.0016,0.0232,0.0225,0.4299,,,#N/A
09-Nov-15,DHARSUGAR,17.15,16.55,0.0356,0.0464,0.0458,0.875,,,#N/A
09-Nov-15,DHFL,213.3,212.85,0.0021,0.0177,0.0172,0.3286,,,#N/A
09-Nov-15,DHUNINV,146.25,145.7,0.0038,0.0256,0.0248,0.4738,,,#N/A
09-Nov-15,DIAPOWER,35.75,36.6,-0.0235,0.0179,0.0183,0.3496,,,#N/A
09-Nov-15,DICIND,634.5,611.2,0.0374,0.0263,0.0271,0.5177,,,#N/A
09-Nov-15,DIGJAM,8.1,8.1,0,0.0355,0.0344,0.6572,,,#N/A
09-Nov-15,DISHMAN,396.75,387.3,0.0241,0.042,0.0411,0.7852,,,#N/A
09-Nov-15,DISHTV,97.25,98.4,-0.0118,0.0222,0.0217,0.4146,,,#N/A
09-Nov-15,DIVISLAB,1139.15,1121.35,0.0157,0.0188,0.0186,0.3554,,,#N/A
09-Nov-15,DLF,113.9,118.5,-0.0396,0.0296,0.0303,0.5789,,,#N/A
09-Nov-15,DLINKINDIA,150.9,161.6,-0.0685,0.0262,0.0304,0.5808,,,#N/A
09-Nov-15,DOLPHINOFF,111.35,111.35,0,0.0317,0.0307,0.5865,,,#N/A
09-Nov-15,DONEAR,12.35,12.3,0.0041,0.023,0.0223,0.426,,,#N/A
09-Nov-15,DPL,77.95,75.5,0.0319,0.0526,0.0516,0.9858,,,#N/A
09-Nov-15,DPSCLTD,11.55,11.6,-0.0043,0.0359,0.0348,0.6649,,,#N/A
09-Nov-15,DQE,22.95,21.05,0.0864,0.029,0.0352,0.6725,,,#N/A
09-Nov-15,DREDGECORP,336.95,338.9,-0.0058,0.0159,0.0155,0.2961,,,#N/A
09-Nov-15,DRREDDY,3501.15,3630.65,-0.0363,0.0414,0.0411,0.7852,,,#N/A
09-Nov-15,DSKULKARNI,91.7,91.35,0.0038,0.0365,0.0354,0.6763,,,#N/A
09-Nov-15,DSSL,10,10,0,0.0317,0.0307,0.5865,,,#N/A
09-Nov-15,DTIL,257.4,247,0.0412,0.0195,0.0214,0.4088,,,#N/A
09-Nov-15,DUNCANSLTD,15.25,15.45,-0.013,0.0228,0.0223,0.426,,,#N/A
09-Nov-15,DWARKESH,67.4,64.2,0.0486,0.0508,0.0507,0.9686,,,#N/A
09-Nov-15,DYNAMATECH,2248.55,2234.1,0.0064,0.0206,0.02,0.3821,,,#N/A
09-Nov-15,DYNATECH,17.6,18.5,-0.0499,0.0462,0.0464,0.8865,,,#N/A
09-Nov-15,EASTSILK,1.95,1.95,0,0.0338,0.0328,0.6266,,,#N/A
09-Nov-15,EASUNREYRL,38.6,37.6,0.0262,0.0286,0.0285,0.5445,,,#N/A
09-Nov-15,ECEIND,135,136,-0.0074,0.0238,0.0231,0.4413,,,#N/A
09-Nov-15,ECLERX,1730.75,1780.45,-0.0283,0.0231,0.0234,0.4471,,,#N/A
09-Nov-15,EDELWEISS,56.6,56.65,-0.0009,0.0183,0.0177,0.3382,,,#N/A
09-Nov-15,EDL,52.95,48.05,0.0971,0.0468,0.0512,0.9782,,,#N/A
09-Nov-15,EDUCOMP,12.5,12.7,-0.0159,0.0339,0.0331,0.6324,,,#N/A
09-Nov-15,EICHERMOT,15952.5,16693.35,-0.0454,0.0206,0.0229,0.4375,,,#N/A
09-Nov-15,EIDPARRY,174.75,169.55,0.0302,0.0298,0.0298,0.5693,,,#N/A
09-Nov-15,EIHAHOTELS,213.35,209.85,0.0165,0.0172,0.0172,0.3286,,,#N/A
09-Nov-15,EIHOTEL,114.15,114.95,-0.007,0.0172,0.0168,0.321,,,#N/A
09-Nov-15,EIMCOELECO,443.25,451.5,-0.0184,0.0258,0.0254,0.4853,,,#N/A
09-Nov-15,EKC,8.6,8.45,0.0176,0.0293,0.0287,0.5483,,,#N/A
09-Nov-15,ELAND,27.05,22.55,0.182,0.03,0.0532,1.0164,,,#N/A
09-Nov-15,ELDERPHARM,90.95,88.5,0.0273,0.0372,0.0367,0.7012,,,#N/A
09-Nov-15,ELECON,76.15,76.9,-0.0098,0.0312,0.0303,0.5789,,,#N/A
09-Nov-15,ELECTCAST,18.05,17.35,0.0396,0.0262,0.0272,0.5197,,,#N/A
09-Nov-15,ELECTHERM,48.9,46.6,0.0482,0.0464,0.0465,0.8884,,,#N/A
09-Nov-15,ELGIEQUIP,132.6,130.55,0.0156,0.034,0.0332,0.6343,,,#N/A
09-Nov-15,ELGIRUBCO,27.9,28,-0.0036,0.0342,0.0332,0.6343,,,#N/A
09-Nov-15,EMAMIINFRA,38.55,38.65,-0.0026,0.0241,0.0234,0.4471,,,#N/A
09-Nov-15,EMAMILTD,1060.15,1055.3,0.0046,0.0229,0.0222,0.4241,,,#N/A
09-Nov-15,EMCO,22.9,23.2,-0.013,0.0307,0.0299,0.5712,,,#N/A
09-Nov-15,EMKAY,70.6,66.3,0.0628,0.0497,0.0506,0.9667,,,#N/A
09-Nov-15,EMMBI,59.4,59.45,-0.0008,0.0489,0.0474,0.9056,,,#N/A
09-Nov-15,ENERGYDEV,38.65,39.25,-0.0154,0.0475,0.0462,0.8826,,,#N/A
09-Nov-15,ENGINERSIN,189.85,184.9,0.0264,0.0202,0.0206,0.3936,,,#N/A
09-Nov-15,ENIL,615,622.45,-0.012,0.0215,0.0211,0.4031,,,#N/A
09-Nov-15,ENTEGRA,2.9,2.9,0,0.029,0.0281,0.5368,,,#N/A
09-Nov-15,EON,36,35.8,0.0056,0.0221,0.0215,0.4108,,,#N/A
09-Nov-15,ERAINFRA,3.15,3.35,-0.0616,0.0477,0.0486,0.9285,,,#N/A
09-Nov-15,EROSMEDIA,277.6,275,0.0094,0.0727,0.0705,1.3469,,,#N/A
09-Nov-15,ESABINDIA,564.8,566.3,-0.0027,0.0146,0.0142,0.2713,,,#N/A
09-Nov-15,ESCORTS,158.4,154.25,0.0265,0.0272,0.0272,0.5197,,,#N/A
09-Nov-15,ESL,2.95,2.9,0.0171,0.0533,0.0518,0.9896,,,#N/A
09-Nov-15,ESSAROIL,203.8,185.3,0.0952,0.0209,0.0309,0.5903,,,#N/A
09-Nov-15,ESSARPORTS,124.3,122.55,0.0142,0.0345,0.0336,0.6419,,,#N/A
09-Nov-15,ESSARSHPNG,20.15,20.25,-0.005,0.0309,0.03,0.5731,,,#N/A
09-Nov-15,ESSDEE,321.7,319.2,0.0078,0.0328,0.0319,0.6094,,,#N/A
09-Nov-15,ESSELPACK,159.65,158.25,0.0088,0.0168,0.0164,0.3133,,,#N/A
09-Nov-15,ESTER,57.5,54.55,0.0527,0.0475,0.0478,0.9132,,,#N/A
09-Nov-15,EUROCERA,3.45,3.65,-0.0564,0.0397,0.0409,0.7814,,,#N/A
09-Nov-15,EUROMULTI,1.95,2,-0.0253,0.0269,0.0268,0.512,,,#N/A
09-Nov-15,EUROTEXIND,31.45,30.8,0.0209,0.0341,0.0335,0.64,,,#N/A
09-Nov-15,EVEREADY,274.25,264.85,0.0349,0.0264,0.027,0.5158,,,#N/A
09-Nov-15,EVERESTIND,276.4,272.45,0.0144,0.0332,0.0324,0.619,,,#N/A
09-Nov-15,EVERONN,25.55,26,-0.0175,0.043,0.0419,0.8005,,,#N/A
09-Nov-15,EXCEL,28.3,28.5,-0.007,0.037,0.0359,0.6859,,,#N/A
09-Nov-15,EXCELCROP,840.7,838.5,0.0026,0.017,0.0165,0.3152,,,#N/A
09-Nov-15,EXCELINDUS,213.5,263.1,-0.2089,0.0219,0.0554,1.0584,,,#N/A
09-Nov-15,EXIDEIND,144.7,142.95,0.0122,0.0197,0.0193,0.3687,,,#N/A
09-Nov-15,FACT,19.25,19.15,0.0052,0.0197,0.0191,0.3649,,,#N/A
09-Nov-15,FAGBEARING,3901.85,3948.4,-0.0119,0.0168,0.0165,0.3152,,,#N/A
09-Nov-15,FARMAXIND,0.15,0.15,0,0.1436,0.1392,2.6594,,,#N/A
09-Nov-15,FCEL,18.8,17.65,0.0631,0.0309,0.0337,0.6438,,,#N/A
09-Nov-15,FCL,23,22.5,0.022,0.032,0.0315,0.6018,,,#N/A
09-Nov-15,FCSSOFT,0.35,0.4,-0.1335,0.0903,0.0935,1.7863,,,#N/A
09-Nov-15,FDC,228.35,230.7,-0.0102,0.0279,0.0272,0.5197,,,#N/A
09-Nov-15,FEDDERLOYD,79.5,80.85,-0.0168,0.0317,0.031,0.5923,,,#N/A
09-Nov-15,FEDERALBNK,54.15,54.6,-0.0083,0.0265,0.0258,0.4929,,,#N/A
09-Nov-15,FIEMIND,630.75,600.1,0.0498,0.0207,0.0235,0.449,,,#N/A
09-Nov-15,FILATEX,36.6,37.9,-0.0349,0.0394,0.0391,0.747,,,#N/A
09-Nov-15,FINANTECH,98.2,100.5,-0.0232,0.0232,0.0232,0.4432,,,#N/A
09-Nov-15,FINCABLES,240.35,238.9,0.0061,0.0164,0.016,0.3057,,,#N/A
09-Nov-15,FINPIPE,309.55,292.45,0.0568,0.0309,0.033,0.6305,,,#N/A
09-Nov-15,FIRSTWIN,2.3,2.3,0,0.0204,0.0198,0.3783,,,#N/A
09-Nov-15,FLEXITUFF,227.45,229.95,-0.0109,0.0114,0.0114,0.2178,,,#N/A
09-Nov-15,FLFL,72.15,68.3,0.0548,0.0226,0.0257,0.491,,,#N/A
09-Nov-15,FMGOETZE,349.8,349.1,0.002,0.0218,0.0211,0.4031,,,#N/A
09-Nov-15,FMNL,19.1,18.8,0.0158,0.0572,0.0556,1.0622,,,#N/A
09-Nov-15,FORTIS,166.55,161.1,0.0333,0.0215,0.0224,0.428,,,#N/A
09-Nov-15,FOSECOIND,1344.75,1334.25,0.0078,0.0167,0.0163,0.3114,,,#N/A
09-Nov-15,FRL,123.8,118.65,0.0425,0.0219,0.0236,0.4509,,,#N/A
09-Nov-15,FRLDVR,90.4,85.65,0.054,0.0301,0.032,0.6114,,,#N/A
09-Nov-15,FSL,32.9,31.25,0.0515,0.0294,0.0312,0.5961,,,#N/A
09-Nov-15,GABRIEL,87.6,87.6,0,0.0181,0.0175,0.3343,,,#N/A
09-Nov-15,GAEL,45.1,43.35,0.0396,0.0439,0.0437,0.8349,,,#N/A
09-Nov-15,GAIL,283.55,288.15,-0.0161,0.0203,0.0201,0.384,,,#N/A
09-Nov-15,GAL,34,34.55,-0.016,0.0322,0.0315,0.6018,,,#N/A
09-Nov-15,GALLANTT,24.5,24.1,0.0165,0.0147,0.0148,0.2828,,,#N/A
09-Nov-15,GALLISPAT,424.6,422.3,0.0054,0.0039,0.004,0.0764,,,#N/A
09-Nov-15,GAMMNINFRA,7,6.85,0.0217,0.0193,0.0194,0.3706,,,#N/A
09-Nov-15,GAMMONIND,11.6,11.7,-0.0086,0.0276,0.0268,0.512,,,#N/A
09-Nov-15,GANDHITUBE,243,241.05,0.0081,0.0196,0.0191,0.3649,,,#N/A
09-Nov-15,GANECOS,113.65,117.65,-0.0346,0.0209,0.022,0.4203,,,#N/A
09-Nov-15,GANESHHOUC,106.7,106.05,0.0061,0.0333,0.0323,0.6171,,,#N/A
09-Nov-15,GANGOTRI,0.85,0.85,0,0.0329,0.0319,0.6094,,,#N/A
09-Nov-15,GARDENSILK,23.5,23.6,-0.0042,0.0274,0.0266,0.5082,,,#N/A
09-Nov-15,GARWALLROP,353.5,347.5,0.0171,0.0313,0.0306,0.5846,,,#N/A
09-Nov-15,GATI,133.35,133.5,-0.0011,0.0314,0.0304,0.5808,,,#N/A
09-Nov-15,GAYAPROJ,666.05,669.6,-0.0053,0.0286,0.0278,0.5311,,,#N/A
09-Nov-15,GDL,328.15,334.6,-0.0195,0.0198,0.0198,0.3783,,,#N/A
09-Nov-15,GEECEE,105.1,105.6,-0.0047,0.0499,0.0484,0.9247,,,#N/A
09-Nov-15,GEINDSYS,9.9,9.5,0.0412,0.0532,0.0526,1.0049,,,#N/A
09-Nov-15,GEMINI,1.3,1.2,0.08,0.0733,0.0737,1.408,,,#N/A
09-Nov-15,GENESYS,72.25,69.5,0.0388,0.0521,0.0514,0.982,,,#N/A
09-Nov-15,GENUSPAPER,4.2,4.2,0,0.0314,0.0304,0.5808,,,#N/A
09-Nov-15,GENUSPOWER,34.5,34.15,0.0102,0.0274,0.0267,0.5101,,,#N/A
09-Nov-15,GEOJITBNPP,40.15,38.85,0.0329,0.018,0.0192,0.3668,,,#N/A
09-Nov-15,GEOMETRIC,170.3,150.35,0.1246,0.0307,0.0426,0.8139,,,#N/A
09-Nov-15,GESHIP,404.45,373.1,0.0807,0.0162,0.0252,0.4814,,,#N/A
09-Nov-15,GHCL,140.85,139.8,0.0075,0.0247,0.024,0.4585,,,#N/A
09-Nov-15,GICHSGFIN,210.15,211.95,-0.0085,0.0268,0.0261,0.4986,,,#N/A
09-Nov-15,GILLANDERS,54.4,54.95,-0.0101,0.0241,0.0235,0.449,,,#N/A
09-Nov-15,GILLETTE,4693.4,4756.4,-0.0133,0.0132,0.0132,0.2522,,,#N/A
09-Nov-15,GINNIFILA,20.2,19.35,0.043,0.0316,0.0324,0.619,,,#N/A
09-Nov-15,GIPCL,74.2,75.25,-0.0141,0.0201,0.0198,0.3783,,,#N/A
09-Nov-15,GISOLUTION,3.25,3.1,0.0473,0.0267,0.0284,0.5426,,,#N/A
09-Nov-15,GITANJALI,40.7,37.05,0.094,0.0234,0.0323,0.6171,,,#N/A
09-Nov-15,GKWLIMITED,555.1,564.85,-0.0174,0.0517,0.0503,0.961,,,#N/A
09-Nov-15,GLAXO,3231.35,3212.45,0.0059,0.0079,0.0078,0.149,,,#N/A
09-Nov-15,GLENMARK,962.95,962.05,0.0009,0.0216,0.0209,0.3993,,,#N/A
09-Nov-15,GLFL,1.25,1.25,0,0.0176,0.0171,0.3267,,,#N/A
09-Nov-15,GLOBALVECT,110.8,113.65,-0.0254,0.0424,0.0416,0.7948,,,#N/A
09-Nov-15,GLOBOFFS,379.8,387.5,-0.0201,0.0506,0.0493,0.9419,,,#N/A
09-Nov-15,GLOBUSSPR,61.3,61,0.0049,0.0263,0.0255,0.4872,,,#N/A
09-Nov-15,GLODYNE,0.75,0.8,-0.0645,0.013,0.0202,0.3859,,,#N/A
09-Nov-15,GLORY,0.5,0.5,0,0.0016,0.0016,0.0306,,,#N/A
09-Nov-15,GMBREW,717.25,755,-0.0513,0.0447,0.0451,0.8616,,,#N/A
09-Nov-15,GMDCLTD,73.7,71.45,0.031,0.0154,0.0168,0.321,,,#N/A
09-Nov-15,GMRINFRA,11.95,11.8,0.0126,0.0235,0.023,0.4394,,,#N/A
09-Nov-15,GNFC,74.3,76.2,-0.0253,0.0452,0.0443,0.8464,,,#N/A
09-Nov-15,GOACARBON,65,65.95,-0.0145,0.0196,0.0193,0.3687,,,#N/A
09-Nov-15,GODFRYPHLP,956.85,935.1,0.023,0.0502,0.049,0.9361,,,#N/A
09-Nov-15,GODREJCP,1351.65,1302.9,0.0367,0.0214,0.0226,0.4318,,,#N/A
09-Nov-15,GODREJIND,390.8,392.15,-0.0034,0.0194,0.0188,0.3592,,,#N/A
09-Nov-15,GODREJPROP,321.9,319.95,0.0061,0.0247,0.024,0.4585,,,#N/A
09-Nov-15,GOENKA,1.55,1.55,0,0.0237,0.023,0.4394,,,#N/A
09-Nov-15,GOKEX,59.25,58.25,0.017,0.032,0.0313,0.598,,,#N/A
09-Nov-15,GOKUL,17.9,18.75,-0.0464,0.0702,0.069,1.3182,,,#N/A
09-Nov-15,GOLDBEES,2400,2363.5,0.0153,0.0063,0.0072,0.1376,,,GOLDBEES
09-Nov-15,GOLDENTOBC,40.95,40.3,0.016,0.046,0.0448,0.8559,,,#N/A
09-Nov-15,GOLDIAM,42,44.5,-0.0578,0.0564,0.0565,1.0794,,,#N/A
09-Nov-15,GOLDINFRA,16,16.5,-0.0308,0.0347,0.0345,0.6591,,,#N/A
09-Nov-15,GOLDSHARE,2376,2355.7,0.0086,0.0085,0.0085,0.1624,,,GOLDSHARE
09-Nov-15,GOLDTECH,4.35,4.35,0,0.0414,0.0401,0.7661,,,#N/A
09-Nov-15,GOODLUCK,93.85,90.55,0.0358,0.0235,0.0244,0.4662,,,#N/A
09-Nov-15,GPIL,68.75,70.7,-0.028,0.0208,0.0213,0.4069,,,#N/A
09-Nov-15,GPPL,164.4,165.6,-0.0073,0.0321,0.0312,0.5961,,,#N/A
09-Nov-15,GRANULES,148.3,141.45,0.0473,0.0258,0.0276,0.5273,,,#N/A
09-Nov-15,GRAPHITE,74.55,70.5,0.0559,0.0254,0.0282,0.5388,,,#N/A
09-Nov-15,GRASIM,3648.95,3689.05,-0.0109,0.008,0.0082,0.1567,,,#N/A
09-Nov-15,GRAVITA,27.85,27.9,-0.0018,0.0223,0.0216,0.4127,,,#N/A
09-Nov-15,GREAVESCOT,135.3,136.45,-0.0085,0.0326,0.0317,0.6056,,,#N/A
09-Nov-15,GREENFIRE,2.4,2.6,-0.08,0.0301,0.0352,0.6725,,,#N/A
09-Nov-15,GREENLAM,413.3,413.65,-0.0008,0.0203,0.0197,0.3764,,,#N/A
09-Nov-15,GREENPLY,887.3,883.5,0.0043,0.0172,0.0167,0.3191,,,#N/A
09-Nov-15,GREENPOWER,12.15,12.25,-0.0082,0.03,0.0292,0.5579,,,#N/A
09-Nov-15,GRINDWELL,727.25,709.65,0.0245,0.0245,0.0245,0.4681,,,#N/A
09-Nov-15,GRPLTD,927,936,-0.0097,0.026,0.0253,0.4834,,,#N/A
09-Nov-15,GRUH,249.7,251.45,-0.007,0.0185,0.018,0.3439,,,#N/A
09-Nov-15,GSCLCEMENT,24.35,24.65,-0.0122,0.0369,0.0359,0.6859,,,#N/A
09-Nov-15,GSFC,69.15,69.25,-0.0014,0.0224,0.0217,0.4146,,,#N/A
09-Nov-15,GSKCONS,5853.85,5881.3,-0.0047,0.0109,0.0106,0.2025,,,#N/A
09-Nov-15,GSPL,128.2,127.75,0.0035,0.0169,0.0164,0.3133,,,#N/A
09-Nov-15,GSS,28.25,28.15,0.0035,0.0286,0.0277,0.5292,,,#N/A
09-Nov-15,GTL,11.8,11.8,0,0.023,0.0223,0.426,,,#N/A
09-Nov-15,GTLINFRA,2.25,2.25,0,0.0276,0.0268,0.512,,,#N/A
09-Nov-15,GTNIND,9.9,10.65,-0.073,0.0388,0.0417,0.7967,,,#N/A
09-Nov-15,GTNTEX,8.65,9.05,-0.0452,0.0422,0.0424,0.8101,,,#N/A
09-Nov-15,GTOFFSHORE,46.1,46.7,-0.0129,0.0198,0.0195,0.3725,,,#N/A
09-Nov-15,GUFICBIO,42.7,38.85,0.0945,0.0385,0.0439,0.8387,,,#N/A
09-Nov-15,GUJALKALI,163.6,163.35,0.0015,0.0113,0.011,0.2102,,,#N/A
09-Nov-15,GUJAPOLLO,135,135.45,-0.0033,0.0202,0.0196,0.3745,,,#N/A
09-Nov-15,GUJFLUORO,648.4,647.1,0.002,0.0151,0.0146,0.2789,,,#N/A
09-Nov-15,GUJGASLTD,519.7,532.7,-0.0247,0.0262,0.0261,0.4986,,,#N/A
09-Nov-15,GUJNRECOKE,3.25,3.3,-0.0153,0.0361,0.0352,0.6725,,,#N/A
09-Nov-15,GUJNREDVR,2.3,2.45,-0.0632,0.0501,0.051,0.9744,,,#N/A
09-Nov-15,GULFCORP,144.15,143.05,0.0077,0.0148,0.0145,0.277,,,#N/A
09-Nov-15,GULFOILLUB,479.95,485.25,-0.011,0.0136,0.0135,0.2579,,,#N/A
09-Nov-15,GULFPETRO,64.85,61.95,0.0457,0.046,0.046,0.8788,,,#N/A
09-Nov-15,GULPOLY,377.25,378.1,-0.0023,0.0197,0.0191,0.3649,,,#N/A
09-Nov-15,GVKPIL,7.55,7.65,-0.0132,0.0222,0.0218,0.4165,,,#N/A
09-Nov-15,HANUNG,7.05,7.25,-0.028,0.0254,0.0256,0.4891,,,#N/A
09-Nov-15,HARITASEAT,410.75,390.55,0.0504,0.0629,0.0622,1.1883,,,#N/A
09-Nov-15,HARRMALAYA,44.65,44.9,-0.0056,0.0236,0.0229,0.4375,,,#N/A
09-Nov-15,HATHWAY,40.35,40.55,-0.0049,0.0289,0.028,0.5349,,,#N/A
09-Nov-15,HATSUN,411.9,422.15,-0.0246,0.0261,0.026,0.4967,,,#N/A
09-Nov-15,HAVELLS,258.2,241.8,0.0656,0.0138,0.0209,0.3993,,,#N/A
09-Nov-15,HBLPOWER,36.25,35.85,0.0111,0.0263,0.0256,0.4891,,,#N/A
09-Nov-15,HBSTOCK,7.85,7.7,0.0193,0.0656,0.0638,1.2189,,,#N/A
09-Nov-15,HCC,23.85,23.35,0.0212,0.0377,0.0369,0.705,,,#N/A
09-Nov-15,HCIL,15.75,15.2,0.0355,0.0322,0.0324,0.619,,,#N/A
09-Nov-15,HCL-INSYS,55.2,52.1,0.0578,0.0476,0.0483,0.9228,,,#N/A
09-Nov-15,HCLTECH,882.5,885.45,-0.0033,0.0208,0.0202,0.3859,,,#N/A
09-Nov-15,HDFC,1190.75,1205.4,-0.0122,0.0161,0.0159,0.3038,,,#N/A
09-Nov-15,HDFCBANK,1064.8,1080.9,-0.015,0.0091,0.0096,0.1834,,,#N/A
09-Nov-15,HDFCMFGETF,2455.75,2437.7,0.0074,0.0072,0.0072,0.1376,,,HDFCMFGETF
09-Nov-15,HDIL,64.6,67.65,-0.0461,0.0286,0.0299,0.5712,,,#N/A
09-Nov-15,HEG,161.95,162.9,-0.0058,0.0358,0.0347,0.6629,,,#N/A
09-Nov-15,HEIDELBERG,73.85,71.2,0.0365,0.0238,0.0248,0.4738,,,#N/A
09-Nov-15,HELIOSMATH,13.3,14,-0.0513,0.0385,0.0394,0.7527,,,#N/A
09-Nov-15,HERCULES,168,164.1,0.0235,0.0218,0.0219,0.4184,,,#N/A
09-Nov-15,HERITGFOOD,484.6,476.95,0.0159,0.031,0.0303,0.5789,,,#N/A
09-Nov-15,HEROMOTOCO,2614.1,2639.85,-0.0098,0.0126,0.0124,0.2369,,,#N/A
09-Nov-15,HESTERBIO,563.1,561.95,0.002,0.0243,0.0236,0.4509,,,#N/A
09-Nov-15,HEXATRADEX,16.95,17.2,-0.0146,0.0275,0.0269,0.5139,,,#N/A
09-Nov-15,HEXAWARE,263.05,258.4,0.0178,0.026,0.0256,0.4891,,,#N/A
09-Nov-15,HFCL,15.65,15.05,0.0391,0.0308,0.0314,0.5999,,,#N/A
