Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365),,,
09-Nov-15,HGS,466.5,470.15,-0.0078,0.0123,0.0121,0.2312,,,#N/A
09-Nov-15,HIKAL,117.8,119.85,-0.0173,0.0279,0.0274,0.5235,,,#N/A
09-Nov-15,HIL,598.8,581.75,0.0289,0.0359,0.0355,0.6782,,,#N/A
09-Nov-15,HILTON,15.6,16.1,-0.0315,0.0363,0.036,0.6878,,,#N/A
09-Nov-15,HIMATSEIDE,202.05,196.5,0.0279,0.0292,0.0291,0.556,,,#N/A
09-Nov-15,HINDALCO,79.95,80.9,-0.0118,0.0251,0.0245,0.4681,,,#N/A
09-Nov-15,HINDCOMPOS,1186.5,1154.3,0.0275,0.0522,0.0511,0.9763,,,#N/A
09-Nov-15,HINDCOPPER,54.35,53.5,0.0158,0.0184,0.0183,0.3496,,,#N/A
09-Nov-15,HINDDORROL,12.95,12.95,0,0.0268,0.026,0.4967,,,#N/A
09-Nov-15,HINDMOTORS,6.95,6.85,0.0145,0.0219,0.0215,0.4108,,,#N/A
09-Nov-15,HINDNATGLS,94.65,94.65,0,0.0264,0.0256,0.4891,,,#N/A
09-Nov-15,HINDOILEXP,31.9,31.85,0.0016,0.0231,0.0224,0.428,,,#N/A
09-Nov-15,HINDPETRO,795.2,788.75,0.0081,0.0175,0.0171,0.3267,,,#N/A
09-Nov-15,HINDSYNTEX,12.2,12.2,0,0.0397,0.0385,0.7355,,,#N/A
09-Nov-15,HINDUJAFO,33,33,0,0.0329,0.0319,0.6094,,,#N/A
09-Nov-15,HINDUJAVEN,407.7,409.2,-0.0037,0.0263,0.0255,0.4872,,,#N/A
09-Nov-15,HINDUNILVR,802.6,799.05,0.0044,0.0107,0.0104,0.1987,,,#N/A
09-Nov-15,HINDZINC,155.5,153,0.0162,0.0207,0.0205,0.3917,,,#N/A
09-Nov-15,HIRECT,77.2,78.3,-0.0141,0.028,0.0274,0.5235,,,#N/A
09-Nov-15,HITACHIHOM,1370.15,1352.7,0.0128,0.0238,0.0233,0.4451,,,#N/A
09-Nov-15,HITECHGEAR,284.3,270.65,0.0492,0.0186,0.0217,0.4146,,,#N/A
09-Nov-15,HITECHPLAS,99.25,97.5,0.0178,0.0284,0.0279,0.533,,,#N/A
09-Nov-15,HMT,47.85,46.05,0.0383,0.0472,0.0467,0.8922,,,#N/A
09-Nov-15,HMVL,279.35,278.35,0.0036,0.0259,0.0251,0.4795,,,#N/A
09-Nov-15,HNGSNGBEES,2320,2275,0.0196,0.0172,0.0174,0.3324,,,#N/A
09-Nov-15,HOCL,13.15,13.1,0.0038,0.0261,0.0253,0.4834,,,#N/A
09-Nov-15,HONAUT,9296.05,9207.3,0.0096,0.0097,0.0097,0.1853,,,#N/A
09-Nov-15,HONDAPOWER,1204.15,1210.2,-0.005,0.0242,0.0235,0.449,,,#N/A
09-Nov-15,HOTELEELA,19.35,19.65,-0.0154,0.0192,0.019,0.363,,,#N/A
09-Nov-15,HOTELRUGBY,3.65,3.65,0,0.0147,0.0143,0.2732,,,#N/A
09-Nov-15,HOVS,73.1,70.6,0.0348,0.0375,0.0373,0.7126,,,#N/A
09-Nov-15,HSIL,288.65,278.4,0.0362,0.0225,0.0235,0.449,,,#N/A
09-Nov-15,HTMEDIA,75,78,-0.0392,0.0261,0.0271,0.5177,,,#N/A
09-Nov-15,HUBTOWN,117.6,119.15,-0.0131,0.0174,0.0172,0.3286,,,#N/A
09-Nov-15,IBREALEST,60.35,59.3,0.0176,0.0322,0.0315,0.6018,,,#N/A
09-Nov-15,IBULHSGFIN,699.85,704.85,-0.0071,0.0168,0.0164,0.3133,,,#N/A
09-Nov-15,IBVENTURES,26.8,26.65,0.0056,0.0361,0.035,0.6687,,,#N/A
09-Nov-15,IBWSL,9.9,9.75,0.0153,0.0339,0.0331,0.6324,,,#N/A
09-Nov-15,ICICIBANK,263.15,267.1,-0.0149,0.018,0.0178,0.3401,,,#N/A
09-Nov-15,ICIL,920.85,910.5,0.0113,0.0232,0.0227,0.4337,,,#N/A
09-Nov-15,ICNX100,84.85,83.99,0.0102,0.0233,0.0227,0.4337,,,#N/A
09-Nov-15,ICRA,3897.35,3853,0.0114,0.0098,0.0099,0.1891,,,#N/A
09-Nov-15,ICSA,2.55,2.45,0.04,0.0377,0.0378,0.7222,,,#N/A
09-Nov-15,IDBI,84.8,84.6,0.0024,0.0292,0.0283,0.5407,,,#N/A
09-Nov-15,IDBIGOLD,2458,2414.85,0.0177,0.0144,0.0146,0.2789,,,IDBIGOLD
09-Nov-15,IDEA,134.75,139.3,-0.0332,0.0206,0.0216,0.4127,,,#N/A
09-Nov-15,IDFC,53.85,55.45,-0.0293,0.0272,0.0273,0.5216,,,#N/A
09-Nov-15,IDFCBANK,66.95,70.4,-0.0502,0.0003,0.0123,0.235,,,#N/A
09-Nov-15,IFBAGRO,370.75,364.85,0.016,0.0403,0.0393,0.7508,,,#N/A
09-Nov-15,IFBIND,469.35,475,-0.012,0.0283,0.0276,0.5273,,,#N/A
09-Nov-15,IFCI,25.15,25.45,-0.0119,0.0368,0.0358,0.684,,,#N/A
09-Nov-15,IFGLREFRAC,97.35,96.8,0.0057,0.0291,0.0282,0.5388,,,#N/A
09-Nov-15,IGARASHI,596.95,612.9,-0.0264,0.0269,0.0269,0.5139,,,#N/A
09-Nov-15,IGL,472.35,476.65,-0.0091,0.0109,0.0108,0.2063,,,#N/A
09-Nov-15,IGOLD,2467.95,2433.7,0.014,0.0098,0.0101,0.193,,,IGOLD
09-Nov-15,IGPL,112.5,105.8,0.0614,0.0395,0.0411,0.7852,,,#N/A
09-Nov-15,IIFL,191.85,192.45,-0.0031,0.0129,0.0125,0.2388,,,#N/A
09-Nov-15,IITL,68.95,68,0.0139,0.0309,0.0302,0.577,,,#N/A
09-Nov-15,IL&FSENGG,59.1,63.95,-0.0789,0.0252,0.0311,0.5942,,,#N/A
09-Nov-15,IL&FSTRANS,89.25,89.9,-0.0073,0.0204,0.0199,0.3802,,,#N/A
09-Nov-15,IMFA,125.6,124.85,0.006,0.0408,0.0396,0.7566,,,#N/A
09-Nov-15,IMPAL,702,708.15,-0.0087,0.0115,0.0114,0.2178,,,#N/A
09-Nov-15,IMPEXFERRO,1.9,1.95,-0.026,0.0382,0.0376,0.7183,,,#N/A
09-Nov-15,INDBANK,8.85,8.55,0.0345,0.0668,0.0653,1.2476,,,#N/A
09-Nov-15,INDHOTEL,99.45,94.9,0.0468,0.0193,0.0219,0.4184,,,#N/A
09-Nov-15,INDIACEM,79.65,78.65,0.0126,0.0299,0.0292,0.5579,,,#N/A
09-Nov-15,INDIAGLYCO,88.6,89.9,-0.0146,0.0258,0.0253,0.4834,,,#N/A
09-Nov-15,INDIANB,127.15,127.5,-0.0027,0.0235,0.0228,0.4356,,,#N/A
09-Nov-15,INDIANCARD,210.3,194,0.0807,0.0351,0.0394,0.7527,,,#N/A
09-Nov-15,INDIANHUME,383.05,368.95,0.0375,0.0249,0.0258,0.4929,,,#N/A
09-Nov-15,INDLMETER,64.15,66,-0.0284,0.0319,0.0317,0.6056,,,#N/A
09-Nov-15,INDNIPPON,367.2,374.5,-0.0197,0.0203,0.0203,0.3878,,,#N/A
09-Nov-15,INDOCO,307.45,305.6,0.006,0.0165,0.0161,0.3076,,,#N/A
09-Nov-15,INDORAMA,30.7,30.2,0.0164,0.0337,0.0329,0.6286,,,#N/A
09-Nov-15,INDOSOLAR,7.65,7.8,-0.0194,0.0407,0.0397,0.7585,,,#N/A
09-Nov-15,INDOTECH,155.9,154.1,0.0116,0.0225,0.022,0.4203,,,#N/A
09-Nov-15,INDOTHAI,19.15,18.6,0.0291,0.0373,0.0369,0.705,,,#N/A
09-Nov-15,INDOWIND,3.8,3.85,-0.0131,0.0251,0.0245,0.4681,,,#N/A
09-Nov-15,INDRAMEDCO,64.45,63.95,0.0078,0.0194,0.0189,0.3611,,,#N/A
09-Nov-15,INDSWFTLAB,27.65,27,0.0238,0.0444,0.0434,0.8292,,,#N/A
09-Nov-15,INDSWFTLTD,5.1,5.1,0,0.0353,0.0342,0.6534,,,#N/A
09-Nov-15,INDTERRAIN,639.65,600,0.064,0.0224,0.0268,0.512,,,#N/A
09-Nov-15,INDUSFILA,2.45,2.45,0,0.0062,0.006,0.1146,,,#N/A
09-Nov-15,INDUSINDBK,923.4,920.95,0.0027,0.012,0.0117,0.2235,,,#N/A
09-Nov-15,INFINITE,192.3,186.8,0.029,0.0266,0.0268,0.512,,,#N/A
09-Nov-15,INFOMEDIA,3.75,3.95,-0.052,0.0437,0.0442,0.8444,,,#N/A
09-Nov-15,INFRABEES,278.05,281.15,-0.0111,0.0139,0.0137,0.2617,,,#N/A
09-Nov-15,INFRATEL,380.7,379.05,0.0043,0.0279,0.0271,0.5177,,,#N/A
09-Nov-15,INFY,1134.6,1138.3,-0.0033,0.0144,0.014,0.2675,,,#N/A
09-Nov-15,INGERRAND,739.95,728.7,0.0153,0.0173,0.0172,0.3286,,,#N/A
09-Nov-15,INIFTY,81.7,82,-0.0037,0.0121,0.0118,0.2254,,,#N/A
09-Nov-15,INNOIND,5.6,5.7,-0.0177,0.0359,0.0351,0.6706,,,#N/A
09-Nov-15,INOXLEISUR,229.15,231,-0.008,0.026,0.0253,0.4834,,,#N/A
09-Nov-15,INOXWIND,368.95,377.65,-0.0233,0.0171,0.0175,0.3343,,,#N/A
09-Nov-15,INSECTICID,363,368.95,-0.0163,0.0227,0.0224,0.428,,,#N/A
09-Nov-15,INTEGRA,1.85,1.85,0,0.0158,0.0153,0.2923,,,#N/A
09-Nov-15,INTELLECT,260.3,251.65,0.0338,0.0449,0.0443,0.8464,,,#N/A
09-Nov-15,INVENTURE,11.05,11.15,-0.009,0.0121,0.0119,0.2273,,,#N/A
09-Nov-15,IOB,30.65,30.6,0.0016,0.0302,0.0293,0.5598,,,#N/A
09-Nov-15,IOC,413.2,411.75,0.0035,0.0132,0.0128,0.2445,,,#N/A
09-Nov-15,IOLCP,80.2,81.65,-0.0179,0.0261,0.0257,0.491,,,#N/A
09-Nov-15,IPAPPM,258.85,256.35,0.0097,0.0241,0.0235,0.449,,,#N/A
09-Nov-15,IPCALAB,722.2,703.75,0.0259,0.0193,0.0198,0.3783,,,#N/A
09-Nov-15,IRB,241,238.45,0.0106,0.0248,0.0242,0.4623,,,#N/A
09-Nov-15,ISENSEX,258.05,258.05,0,0.0471,0.0457,0.8731,,,#N/A
09-Nov-15,ISFT,512,525.8,-0.0266,0.0345,0.0341,0.6515,,,#N/A
09-Nov-15,ISMTLTD,7.15,6.85,0.0429,0.0221,0.0239,0.4566,,,#N/A
09-Nov-15,ITC,343.05,337.7,0.0157,0.015,0.015,0.2866,,,#N/A
09-Nov-15,ITDCEM,102.45,103.05,-0.0058,0.0366,0.0355,0.6782,,,#N/A
09-Nov-15,ITI,26.5,26.05,0.0171,0.0311,0.0304,0.5808,,,#N/A
09-Nov-15,IVC,17.8,17.65,0.0085,0.0149,0.0146,0.2789,,,#N/A
09-Nov-15,IVP,95.35,92.7,0.0282,0.0353,0.0349,0.6668,,,#N/A
09-Nov-15,IVRCLINFRA,8.05,7.9,0.0188,0.0396,0.0387,0.7394,,,#N/A
09-Nov-15,IZMO,61.65,54.6,0.1214,0.0432,0.0514,0.982,,,#N/A
09-Nov-15,J&KBANK,82.7,83.45,-0.009,0.0189,0.0185,0.3534,,,#N/A
09-Nov-15,JAGRAN,143.9,143.05,0.0059,0.0149,0.0145,0.277,,,#N/A
09-Nov-15,JAGSNPHARM,34.1,32.45,0.0496,0.0313,0.0327,0.6247,,,#N/A
09-Nov-15,JAIBALAJI,6,6.55,-0.0877,0.0398,0.0442,0.8444,,,#N/A
09-Nov-15,JAICORPLTD,52.2,50.45,0.0341,0.0237,0.0244,0.4662,,,#N/A
09-Nov-15,JAIHINDPRO,13.3,14,-0.0513,0.034,0.0353,0.6744,,,#N/A
09-Nov-15,JAINSTUDIO,4.2,4.2,0,0.0227,0.022,0.4203,,,#N/A
09-Nov-15,JAMNAAUTO,228.6,223.2,0.0239,0.0231,0.0231,0.4413,,,#N/A
09-Nov-15,JAYAGROGN,110.65,113.4,-0.0245,0.0201,0.0204,0.3897,,,#N/A
09-Nov-15,JAYBARMARU,133.65,132.45,0.009,0.018,0.0176,0.3362,,,#N/A
09-Nov-15,JAYNECOIND,7.2,7.15,0.007,0.0295,0.0287,0.5483,,,#N/A
09-Nov-15,JAYSREETEA,68.95,69.5,-0.0079,0.0215,0.0209,0.3993,,,#N/A
09-Nov-15,JBCHEPHARM,271.85,272.4,-0.002,0.0239,0.0232,0.4432,,,#N/A
09-Nov-15,JBFIND,217.15,212.35,0.0224,0.0257,0.0255,0.4872,,,#N/A
09-Nov-15,JBMA,173.4,174.25,-0.0049,0.0294,0.0285,0.5445,,,#N/A
09-Nov-15,JCTEL,0.35,0.3,0.1542,0.0761,0.0829,1.5838,,,#N/A
09-Nov-15,JENSONICOL,6.45,6.45,0,0.0371,0.036,0.6878,,,#N/A
09-Nov-15,JETAIRWAYS,440.65,416.65,0.056,0.042,0.043,0.8215,,,#N/A
09-Nov-15,JIKIND,0.85,0.85,0,0.0249,0.0241,0.4604,,,#N/A
09-Nov-15,JINDALPHOT,191.25,201.45,-0.052,0.0375,0.0385,0.7355,,,#N/A
09-Nov-15,JINDALPOLY,527.35,573.5,-0.0839,0.0363,0.0408,0.7795,,,#N/A
09-Nov-15,JINDALSAW,63.35,62.3,0.0167,0.0235,0.0231,0.4413,,,#N/A
09-Nov-15,JINDALSTEL,72.25,72,0.0035,0.0308,0.0299,0.5712,,,#N/A
09-Nov-15,JINDCOT,6.15,5.9,0.0415,0.0266,0.0277,0.5292,,,#N/A
09-Nov-15,JINDRILL,122.6,122.6,0,0.0277,0.0269,0.5139,,,#N/A
09-Nov-15,JINDWORLD,140.05,139.95,0.0007,0.0467,0.0453,0.8655,,,#N/A
09-Nov-15,JISLDVREQS,47,41.65,0.1208,0.0201,0.0354,0.6763,,,#N/A
09-Nov-15,JISLJALEQS,66.6,65.55,0.0159,0.0286,0.028,0.5349,,,#N/A
09-Nov-15,JKCEMENT,644.1,649.6,-0.0085,0.0201,0.0196,0.3745,,,#N/A
09-Nov-15,JKIL,723.25,736.65,-0.0184,0.0199,0.0198,0.3783,,,#N/A
09-Nov-15,JKLAKSHMI,351.3,353.1,-0.0051,0.014,0.0136,0.2598,,,#N/A
09-Nov-15,JKPAPER,42.2,42.55,-0.0083,0.0192,0.0187,0.3573,,,#N/A
09-Nov-15,JKTYRE,93.35,93.05,0.0032,0.0209,0.0203,0.3878,,,#N/A
09-Nov-15,JMA,177.9,173.3,0.0262,0.0226,0.0228,0.4356,,,#N/A
09-Nov-15,JMCPROJECT,228.05,229.45,-0.0061,0.0274,0.0266,0.5082,,,#N/A
09-Nov-15,JMFINANCIL,42.05,42.3,-0.0059,0.0204,0.0198,0.3783,,,#N/A
09-Nov-15,JMTAUTOLTD,58.8,57.35,0.025,0.0347,0.0342,0.6534,,,#N/A
09-Nov-15,JOCIL,142.1,142.2,-0.0007,0.0201,0.0195,0.3725,,,#N/A
09-Nov-15,JPASSOCIAT,12.05,12,0.0042,0.036,0.0349,0.6668,,,#N/A
09-Nov-15,JPINFRATEC,11.95,11.9,0.0042,0.0274,0.0266,0.5082,,,#N/A
09-Nov-15,JPOLYINVST,86.3,89.4,-0.0353,0.0328,0.033,0.6305,,,#N/A
09-Nov-15,JPPOWER,7,7.15,-0.0212,0.0312,0.0307,0.5865,,,#N/A
09-Nov-15,JSL,53.5,52.7,0.0151,0.0482,0.0469,0.896,,,#N/A
09-Nov-15,JSWENERGY,87,85.8,0.0139,0.034,0.0331,0.6324,,,#N/A
09-Nov-15,JSWHL,965.45,956.1,0.0097,0.0137,0.0135,0.2579,,,#N/A
09-Nov-15,JSWSTEEL,886.15,873.5,0.0144,0.0178,0.0176,0.3362,,,#N/A
09-Nov-15,JUBILANT,405.1,400.05,0.0125,0.0327,0.0319,0.6094,,,#N/A
09-Nov-15,JUBLFOOD,1427.9,1425.6,0.0016,0.0216,0.0209,0.3993,,,#N/A
09-Nov-15,JUBLINDS,207.45,211.35,-0.0186,0.0303,0.0297,0.5674,,,#N/A
09-Nov-15,JUNIORBEES,198.75,197.38,0.0069,0.0081,0.008,0.1528,,,#N/A
09-Nov-15,JUSTDIAL,769.15,766,0.0041,0.036,0.0349,0.6668,,,#N/A
09-Nov-15,JVLAGRO,16.5,16.85,-0.021,0.0233,0.0232,0.4432,,,#N/A
09-Nov-15,JYOTHYLAB,304.35,303.25,0.0036,0.0144,0.014,0.2675,,,#N/A
09-Nov-15,JYOTISTRUC,13.1,13.5,-0.0301,0.0395,0.039,0.7451,,,#N/A
09-Nov-15,KABRAEXTRU,88.35,91.7,-0.0372,0.0232,0.0243,0.4643,,,#N/A
09-Nov-15,KAJARIACER,885.85,880.55,0.006,0.0198,0.0193,0.3687,,,#N/A
09-Nov-15,KAKATCEM,123.1,121.8,0.0106,0.0202,0.0198,0.3783,,,#N/A
09-Nov-15,KALINDEE,128.25,126.5,0.0137,0.0148,0.0147,0.2808,,,#N/A
09-Nov-15,KALPATPOWR,252.3,259.85,-0.0295,0.0179,0.0188,0.3592,,,#N/A
09-Nov-15,KALYANIFRG,262.9,262.9,0,0.021,0.0204,0.3897,,,#N/A
09-Nov-15,KAMATHOTEL,50.85,53.4,-0.0489,0.0276,0.0293,0.5598,,,#N/A
09-Nov-15,KANANIIND,7.35,7.45,-0.0135,0.0361,0.0352,0.6725,,,#N/A
09-Nov-15,KANORICHEM,61.05,59.25,0.0299,0.0382,0.0378,0.7222,,,#N/A
09-Nov-15,KANSAINER,243.8,244.65,-0.0035,0.0146,0.0142,0.2713,,,#N/A
09-Nov-15,KARMAENG,18.2,17,0.0682,0.052,0.0531,1.0145,,,#N/A
09-Nov-15,KARURVYSYA,418.2,423.35,-0.0122,0.0105,0.0106,0.2025,,,#N/A
09-Nov-15,KAUSHALYA,4.4,4.45,-0.0113,0.0369,0.0359,0.6859,,,#N/A
09-Nov-15,KAVVERITEL,15.45,14.5,0.0635,0.0435,0.0449,0.8578,,,#N/A
09-Nov-15,KAYA,923.95,933.15,-0.0099,0.0434,0.0421,0.8043,,,#N/A
09-Nov-15,KCP,90.3,89.35,0.0106,0.0301,0.0293,0.5598,,,#N/A
09-Nov-15,KCPSUGIND,20.75,19.85,0.0443,0.0332,0.034,0.6496,,,#N/A
09-Nov-15,KEC,138.85,137.15,0.0123,0.022,0.0215,0.4108,,,#N/A
09-Nov-15,KECL,28.45,29.1,-0.0226,0.0246,0.0245,0.4681,,,#N/A
09-Nov-15,KEI,104.5,103.3,0.0115,0.0241,0.0235,0.449,,,#N/A
09-Nov-15,KEMROCK,16.5,16.7,-0.012,0.0542,0.0526,1.0049,,,#N/A
09-Nov-15,KERNEX,41.05,40.25,0.0197,0.016,0.0162,0.3095,,,#N/A
09-Nov-15,KESARENT,20.9,20.8,0.0048,0.0448,0.0435,0.8311,,,#N/A
09-Nov-15,KESORAMIND,80.85,80.85,0,0.0301,0.0292,0.5579,,,#N/A
09-Nov-15,KEYCORPSER,36,36,0,0.0016,0.0016,0.0306,,,#N/A
09-Nov-15,KGL,2.4,2.4,0,0.0405,0.0393,0.7508,,,#N/A
09-Nov-15,KHAITANELE,38.8,40,-0.0305,0.0395,0.039,0.7451,,,#N/A
09-Nov-15,KHAITANLTD,10.4,10.4,0,0.0115,0.0111,0.2121,,,#N/A
09-Nov-15,KHANDSE,18.8,18.8,0,0.016,0.0155,0.2961,,,#N/A
09-Nov-15,KICL,1645,1643.9,0.0007,0.0214,0.0207,0.3955,,,#N/A
09-Nov-15,KIL,38.1,38.1,0,0.0207,0.0201,0.384,,,#N/A
09-Nov-15,KILITCH,38.3,36.9,0.0372,0.0587,0.0576,1.1004,,,#N/A
09-Nov-15,KIRIINDUS,120.7,120.05,0.0054,0.0335,0.0325,0.6209,,,#N/A
09-Nov-15,KIRLOSBROS,168.05,169.55,-0.0089,0.0216,0.0211,0.4031,,,#N/A
09-Nov-15,KIRLOSENG,262.9,263.45,-0.0021,0.0206,0.02,0.3821,,,#N/A
09-Nov-15,KIRLOSIND,603.25,606.3,-0.005,0.0238,0.0231,0.4413,,,#N/A
09-Nov-15,KITEX,694,681.15,0.0187,0.0231,0.0229,0.4375,,,#N/A
09-Nov-15,KKCL,2118.55,2145,-0.0124,0.017,0.0168,0.321,,,#N/A
09-Nov-15,KLGSYSTEL,4.1,4.1,0,0.0016,0.0016,0.0306,,,#N/A
09-Nov-15,KMSUGAR,5.4,5.2,0.0377,0.0604,0.0593,1.1329,,,#N/A
09-Nov-15,KNRCON,551.9,563.6,-0.021,0.0206,0.0206,0.3936,,,#N/A
09-Nov-15,KOHINOOR,44.6,46.05,-0.032,0.0478,0.047,0.8979,,,#N/A
09-Nov-15,KOKUYOCMLN,109.55,109.95,-0.0036,0.0234,0.0227,0.4337,,,#N/A
09-Nov-15,KOLTEPATIL,167.3,165.4,0.0114,0.0216,0.0211,0.4031,,,#N/A
09-Nov-15,KOPRAN,60.55,52.45,0.1436,0.0269,0.0438,0.8368,,,#N/A
09-Nov-15,KOTAKBANK,660.1,656.5,0.0055,0.0166,0.0161,0.3076,,,#N/A
09-Nov-15,KOTAKBKETF,171.45,172.48,-0.006,0.0109,0.0107,0.2044,,,#N/A
09-Nov-15,KOTAKGOLD,235.25,235,0.0011,0.0068,0.0066,0.1261,,,KOTAKGOLD
09-Nov-15,KOTAKNIFTY,803.13,807.87,-0.0059,0.007,0.0069,0.1318,,,#N/A
09-Nov-15,KOTAKPSUBK,327.05,315.45,0.0361,0.0165,0.0183,0.3496,,,#N/A
09-Nov-15,KOTARISUG,7.8,7.35,0.0594,0.0322,0.0344,0.6572,,,#N/A
09-Nov-15,KOTHARIPET,23.7,23.75,-0.0021,0.0391,0.0379,0.7241,,,#N/A
09-Nov-15,KOTHARIPRO,295.75,284,0.0405,0.0626,0.0615,1.175,,,#N/A
09-Nov-15,KPIT,152.35,144.35,0.0539,0.0265,0.0289,0.5521,,,#N/A
09-Nov-15,KPRMILL,789.55,790.45,-0.0011,0.0236,0.0229,0.4375,,,#N/A
09-Nov-15,KRBL,221.55,223.65,-0.0094,0.0385,0.0374,0.7145,,,#N/A
09-Nov-15,KRISHNAENG,1.7,1.7,0,0.0016,0.0016,0.0306,,,#N/A
09-Nov-15,KSBPUMPS,600.2,587.75,0.021,0.0127,0.0133,0.2541,,,#N/A
09-Nov-15,KSCL,452.95,439.5,0.0301,0.0308,0.0308,0.5884,,,#N/A
09-Nov-15,KSERASERA,0.2,0.15,0.2877,0.1562,0.167,3.1905,,,#N/A
09-Nov-15,KSK,33.75,34.4,-0.0191,0.0238,0.0235,0.449,,,#N/A
09-Nov-15,KSL,139.9,140.4,-0.0036,0.0276,0.0268,0.512,,,#N/A
09-Nov-15,KTIL,404.35,399.8,0.0113,0.0221,0.0216,0.4127,,,#N/A
09-Nov-15,KTKBANK,123.25,123.4,-0.0012,0.0177,0.0172,0.3286,,,#N/A
09-Nov-15,KWALITY,96.2,94.45,0.0184,0.0417,0.0407,0.7776,,,#N/A
09-Nov-15,L&TFH,65.4,65.1,0.0046,0.0118,0.0115,0.2197,,,#N/A
09-Nov-15,LAKPRE,38.9,36.9,0.0528,0.029,0.0309,0.5903,,,#N/A
09-Nov-15,LAKSHMIEFL,12.75,11.85,0.0732,0.0431,0.0455,0.8693,,,#N/A
09-Nov-15,LAKSHVILAS,85.25,85.2,0.0006,0.0158,0.0153,0.2923,,,#N/A
09-Nov-15,LAMBODHARA,298.75,297.9,0.0028,0.0378,0.0367,0.7012,,,#N/A
09-Nov-15,LAOPALA,575.75,578.45,-0.0047,0.0232,0.0225,0.4299,,,#N/A
09-Nov-15,LAXMIMACH,3595.3,3549.35,0.0129,0.0163,0.0161,0.3076,,,#N/A
09-Nov-15,LCCINFOTEC,0.3,0.25,0.1823,0.1173,0.1222,2.3346,,,#N/A
09-Nov-15,LFIC,34.3,34.3,0,0.0314,0.0304,0.5808,,,#N/A
09-Nov-15,LGBBROSLTD,459.1,469.75,-0.0229,0.0248,0.0247,0.4719,,,#N/A
09-Nov-15,LGBFORGE,5.35,5.25,0.0189,0.0285,0.028,0.5349,,,#N/A
09-Nov-15,LIBERTSHOE,193.95,194.7,-0.0039,0.0235,0.0228,0.4356,,,#N/A
09-Nov-15,LICHSGFIN,476.2,468.45,0.0164,0.0218,0.0215,0.4108,,,#N/A
09-Nov-15,LICNMFET,14.41,14.47,-0.0042,0.0023,0.0025,0.0478,,,#N/A
09-Nov-15,LINCPEN,163.7,163.35,0.0021,0.0198,0.0192,0.3668,,,#N/A
09-Nov-15,LINDEINDIA,312.15,313.35,-0.0038,0.0146,0.0142,0.2713,,,#N/A
09-Nov-15,LIQUIDBEES,999.99,1000,0,0.0016,0.0016,0.0306,,,#N/A
09-Nov-15,LITL,4.2,4.15,0.012,0.0478,0.0464,0.8865,,,#N/A
09-Nov-15,LLOYDELENG,271.85,260.4,0.043,0.0401,0.0403,0.7699,,,#N/A
09-Nov-15,LML,7.15,7.15,0,0.0256,0.0248,0.4738,,,#N/A
09-Nov-15,LOKESHMACH,73.9,72.9,0.0136,0.0279,0.0273,0.5216,,,#N/A
09-Nov-15,LOTUSEYE,14.8,15,-0.0134,0.0405,0.0394,0.7527,,,#N/A
09-Nov-15,LOVABLE,251.5,255.35,-0.0152,0.0191,0.0189,0.3611,,,#N/A
09-Nov-15,LPDC,2.9,3,-0.0339,0.0618,0.0605,1.1559,,,#N/A
09-Nov-15,LT,1359.05,1377.25,-0.0133,0.0169,0.0167,0.3191,,,#N/A
09-Nov-15,LUMAXAUTO,36.7,35.7,0.0276,0.0264,0.0265,0.5063,,,#N/A
09-Nov-15,LUMAXIND,448.75,485.85,-0.0794,0.03,0.035,0.6687,,,#N/A
09-Nov-15,LUMAXTECH,300.45,299.9,0.0018,0.0303,0.0294,0.5617,,,#N/A
09-Nov-15,LUPIN,1868.7,1857.85,0.0058,0.0178,0.0173,0.3305,,,#N/A
09-Nov-15,LYCOS,28.1,28.8,-0.0246,0.0277,0.0275,0.5254,,,#N/A
09-Nov-15,LYKALABS,117.05,113.2,0.0334,0.0466,0.0459,0.8769,,,#N/A
09-Nov-15,LYPSAGEMS,131.85,130.05,0.0137,0.0608,0.059,1.1272,,,#N/A
09-Nov-15,M&M,1249.1,1249.55,-0.0004,0.0157,0.0152,0.2904,,,#N/A
09-Nov-15,M&MFIN,225.25,226.85,-0.0071,0.0168,0.0164,0.3133,,,#N/A
09-Nov-15,M100,13.63,13.54,0.0066,0.0095,0.0094,0.1796,,,#N/A
09-Nov-15,M50,75.79,76.1,-0.0041,0.0089,0.0087,0.1662,,,#N/A
09-Nov-15,MAANALU,30,29.15,0.0287,0.0366,0.0362,0.6916,,,#N/A
09-Nov-15,MADHAV,48.6,48.25,0.0072,0.0283,0.0275,0.5254,,,#N/A
09-Nov-15,MADHUCON,75.85,73.25,0.0349,0.0317,0.0319,0.6094,,,#N/A
09-Nov-15,MADRASFERT,12.5,12.25,0.0202,0.0257,0.0254,0.4853,,,#N/A
09-Nov-15,MAGMA,90.2,90.05,0.0017,0.0156,0.0151,0.2885,,,#N/A
09-Nov-15,MAGNUM,2.4,2.5,-0.0408,0.0491,0.0486,0.9285,,,#N/A
09-Nov-15,MAHABANK,32.4,32.1,0.0093,0.0107,0.0106,0.2025,,,#N/A
09-Nov-15,MAHINDCIE,249.5,249.35,0.0006,0.0254,0.0246,0.47,,,#N/A
