Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
23-JAN-2017,20MICRONS,41.55,40.30,0.0305,0.0363,0.0360,0.6878
23-JAN-2017,3IINFOTECH,6.55,5.95,0.0961,0.0197,0.0303,0.5789
23-JAN-2017,3MINDIA,12299.45,12293.40,0.0005,0.0195,0.0189,0.3611
23-JAN-2017,63MOONS,81.50,80.55,0.0117,0.0205,0.0201,0.3840
23-JAN-2017,8KMILES,618.15,636.50,-0.0293,0.0215,0.0220,0.4203
23-JAN-2017,A2ZINFRA,43.20,42.80,0.0093,0.0286,0.0278,0.5311
23-JAN-2017,AARTIDRUGS,617.15,620.70,-0.0057,0.0149,0.0145,0.2770
23-JAN-2017,AARTIIND,693.55,688.95,0.0067,0.0134,0.0131,0.2503
23-JAN-2017,AARVEEDEN,91.95,87.85,0.0456,0.0338,0.0346,0.6610
23-JAN-2017,ABAN,251.65,247.20,0.0178,0.0239,0.0236,0.4509
23-JAN-2017,ABB,1117.70,1131.85,-0.0126,0.0275,0.0268,0.5120
23-JAN-2017,ABBOTINDIA,4379.80,4409.75,-0.0068,0.0105,0.0103,0.1968
23-JAN-2017,ABFRL,142.15,143.10,-0.0067,0.0181,0.0176,0.3362
23-JAN-2017,ABGSHIP,31.00,32.30,-0.0411,0.0245,0.0258,0.4929
23-JAN-2017,ABHISHEK,4.50,4.50,0.0000,0.0016,0.0016,0.0306
23-JAN-2017,ABIRLANUVO,1303.75,1272.25,0.0245,0.0149,0.0156,0.2980
23-JAN-2017,ABMINTLTD,95.00,95.00,0.0000,0.0028,0.0027,0.0516
23-JAN-2017,ACC,1334.70,1326.45,0.0062,0.0131,0.0128,0.2445
23-JAN-2017,ACCELYA,1499.95,1492.60,0.0049,0.0094,0.0092,0.1758
23-JAN-2017,ACE,46.90,46.75,0.0032,0.0204,0.0198,0.3783
23-JAN-2017,ACROPETAL,1.40,1.35,0.0364,0.0147,0.0168,0.3210
23-JAN-2017,ADANIENT,78.20,77.50,0.0090,0.0193,0.0188,0.3592
23-JAN-2017,ADANIPORTS,286.25,284.15,0.0074,0.0206,0.0201,0.3840
23-JAN-2017,ADANIPOWER,34.75,34.35,0.0116,0.0388,0.0377,0.7203
23-JAN-2017,ADANITRANS,63.80,62.10,0.0270,0.0307,0.0305,0.5827
23-JAN-2017,ADFFOODS,150.50,148.00,0.0168,0.0243,0.0239,0.4566
23-JAN-2017,ADHUNIK,7.30,7.20,0.0138,0.0184,0.0182,0.3477
23-JAN-2017,ADHUNIKIND,106.80,106.55,0.0023,0.0242,0.0235,0.4490
23-JAN-2017,ADLABS,75.00,75.00,0.0000,0.0232,0.0225,0.4299
23-JAN-2017,ADORWELD,309.75,312.30,-0.0082,0.0154,0.0151,0.2885
23-JAN-2017,ADSL,35.70,35.60,0.0028,0.0305,0.0296,0.5655
23-JAN-2017,ADVANIHOTR,54.65,53.70,0.0175,0.0175,0.0175,0.3343
23-JAN-2017,ADVENZYMES,1836.05,1756.05,0.0445,0.0203,0.0225,0.4299
23-JAN-2017,AEGISCHEM,133.75,133.95,-0.0015,0.0170,0.0165,0.3152
23-JAN-2017,AFL,60.00,60.10,-0.0017,0.0261,0.0253,0.4834
23-JAN-2017,AGARIND,339.20,347.35,-0.0237,0.0298,0.0295,0.5636
23-JAN-2017,AGCNET,90.00,90.25,-0.0028,0.0239,0.0232,0.4432
23-JAN-2017,AGRITECH,33.25,33.80,-0.0164,0.0280,0.0274,0.5235
23-JAN-2017,AGRODUTCH,1.80,1.85,-0.0274,0.0093,0.0112,0.2140
23-JAN-2017,AHLEAST,201.85,208.00,-0.0300,0.0197,0.0205,0.3917
23-JAN-2017,AHLUCONT,271.90,273.10,-0.0044,0.0190,0.0185,0.3534
23-JAN-2017,AHLWEST,221.45,214.50,0.0319,0.0158,0.0172,0.3286
23-JAN-2017,AIAENG,1354.25,1368.25,-0.0103,0.0210,0.0205,0.3917
23-JAN-2017,AICHAMP,23.25,23.25,0.0000,0.0311,0.0302,0.5770
23-JAN-2017,AIFL,437.45,424.85,0.0292,0.0190,0.0198,0.3783
23-JAN-2017,AJANTPHARM,1786.70,1781.55,0.0029,0.0142,0.0138,0.2636
23-JAN-2017,AJMERA,152.05,151.45,0.0040,0.0287,0.0278,0.5311
23-JAN-2017,AKSHOPTFBR,24.25,24.20,0.0021,0.0222,0.0215,0.4108
23-JAN-2017,AKZOINDIA,1426.00,1418.95,0.0050,0.0153,0.0149,0.2847
23-JAN-2017,ALANKIT,33.40,33.15,0.0075,0.0341,0.0331,0.6324
23-JAN-2017,ALBERTDAVD,369.00,372.10,-0.0084,0.0186,0.0181,0.3458
23-JAN-2017,ALBK,63.55,63.25,0.0047,0.0193,0.0187,0.3573
23-JAN-2017,ALCHEM,22.50,22.40,0.0045,0.0241,0.0234,0.4471
23-JAN-2017,ALEMBICLTD,36.40,36.40,0.0000,0.0172,0.0167,0.3191
23-JAN-2017,ALICON,392.75,384.65,0.0208,0.0228,0.0227,0.4337
23-JAN-2017,ALKALI,79.40,77.65,0.0223,0.0503,0.0491,0.9381
23-JAN-2017,ALKEM,1643.05,1645.50,-0.0015,0.0127,0.0123,0.2350
23-JAN-2017,ALKYLAMINE,313.90,315.30,-0.0045,0.0167,0.0162,0.3095
23-JAN-2017,ALLCARGO,169.40,173.50,-0.0239,0.0192,0.0195,0.3725
23-JAN-2017,ALLSEC,416.75,428.45,-0.0277,0.0344,0.0340,0.6496
23-JAN-2017,ALMONDZ,14.45,14.70,-0.0172,0.0350,0.0342,0.6534
23-JAN-2017,ALOKTEXT,3.35,3.30,0.0150,0.0376,0.0366,0.6992
23-JAN-2017,ALPA,35.35,34.95,0.0114,0.0284,0.0277,0.5292
23-JAN-2017,ALPHAGEO,879.40,869.10,0.0118,0.0208,0.0204,0.3897
23-JAN-2017,ALPSINDUS,8.90,8.15,0.0880,0.0382,0.0429,0.8196
23-JAN-2017,AMARAJABAT,870.60,901.45,-0.0348,0.0166,0.0182,0.3477
23-JAN-2017,AMBIKCO,1113.65,1045.15,0.0635,0.0108,0.0187,0.3573
23-JAN-2017,AMBUJACEM,220.10,217.70,0.0110,0.0160,0.0157,0.2999
23-JAN-2017,AMDIND,30.65,30.40,0.0082,0.0269,0.0262,0.5006
