Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
02-NOV-2011,20MICRONS,66.60,66.50,0.0015,0.0344,0.0334,0.6381
02-NOV-2011,3IINFOTECH,25.30,25.15,0.0059,0.0234,0.0227,0.4337
02-NOV-2011,3MINDIA,4190.20,4129.85,0.0145,0.0153,0.0153,0.2923
02-NOV-2011,A2ZMES,166.40,166.85,-0.0027,0.0272,0.0264,0.5044
02-NOV-2011,AANJANEYA,417.25,422.65,-0.0129,0.0616,0.0598,1.1425
02-NOV-2011,AARTIDRUGS,97.95,99.65,-0.0172,0.0170,0.0170,0.3248
02-NOV-2011,AARTIIND,47.70,47.70,0.0000,0.0168,0.0163,0.3114
02-NOV-2011,AARVEEDEN,36.40,35.85,0.0152,0.0281,0.0275,0.5254
02-NOV-2011,ABAN,431.00,426.80,0.0098,0.0291,0.0283,0.5407
02-NOV-2011,ABB,672.90,687.85,-0.0220,0.0249,0.0247,0.4719
02-NOV-2011,ABBOTINDIA,1475.25,1451.60,0.0162,0.0111,0.0115,0.2197
02-NOV-2011,ABCIL,90.15,91.95,-0.0198,0.0161,0.0163,0.3114
02-NOV-2011,ABGSHIP,425.00,430.60,-0.0131,0.0131,0.0131,0.2503
02-NOV-2011,ABHISHEK,9.90,9.60,0.0308,0.0386,0.0382,0.7298
02-NOV-2011,ABIRLANUVO,950.95,948.95,0.0021,0.0207,0.0201,0.3840
02-NOV-2011,ACC,1185.65,1184.15,0.0013,0.0162,0.0157,0.2999
02-NOV-2011,ACE,39.85,40.55,-0.0174,0.0189,0.0188,0.3592
02-NOV-2011,ACKRUTI,189.95,189.35,0.0032,0.0204,0.0198,0.3783
02-NOV-2011,ACROPETAL,14.20,14.15,0.0035,0.0230,0.0223,0.4260
02-NOV-2011,ADANIENT,463.45,463.60,-0.0003,0.0244,0.0237,0.4528
02-NOV-2011,ADANIPOWER,86.95,86.75,0.0023,0.0246,0.0239,0.4566
02-NOV-2011,ADFFOODS,57.05,57.70,-0.0113,0.0258,0.0252,0.4814
02-NOV-2011,ADHUNIK,46.10,47.05,-0.0204,0.0318,0.0312,0.5961
02-NOV-2011,ADORWELD,142.25,141.40,0.0060,0.0194,0.0189,0.3611
02-NOV-2011,ADSL,32.50,30.95,0.0489,0.0328,0.0340,0.6496
02-NOV-2011,ADVANIHOTR,34.00,32.40,0.0482,0.0413,0.0417,0.7967
02-NOV-2011,ADVANTA,393.20,398.05,-0.0123,0.0237,0.0232,0.4432
02-NOV-2011,AEGISCHEM,179.35,180.85,-0.0083,0.0180,0.0176,0.3362
02-NOV-2011,AFL,40.60,40.90,-0.0074,0.0192,0.0187,0.3573
02-NOV-2011,AFTEK,13.05,13.05,0.0000,0.0299,0.0290,0.5540
02-NOV-2011,AGCNET,153.00,153.90,-0.0059,0.0307,0.0298,0.5693
02-NOV-2011,AGRE,41.00,40.25,0.0185,0.0180,0.0180,0.3439
02-NOV-2011,AGRODUTCH,6.85,7.35,-0.0705,0.0289,0.0329,0.6286
02-NOV-2011,AHLEAST,305.85,302.00,0.0127,0.0250,0.0244,0.4662
02-NOV-2011,AHLUCONT,103.75,103.35,0.0039,0.0270,0.0262,0.5006
02-NOV-2011,AHLWEST,148.20,150.45,-0.0151,0.0204,0.0201,0.3840
02-NOV-2011,AHMEDFORGE,104.95,106.00,-0.0100,0.0192,0.0188,0.3592
02-NOV-2011,AIAENG,308.55,314.70,-0.0197,0.0129,0.0134,0.2560
02-NOV-2011,AICHAMP,39.50,39.50,0.0000,0.0254,0.0246,0.4700
02-NOV-2011,AJANTPHARM,332.90,334.05,-0.0034,0.0178,0.0173,0.3305
