Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
13-FEB-2013,20MICRONS,33.75,35.55,-0.0520,0.0847,0.0831,1.5876
13-FEB-2013,3IINFOTECH,6.95,6.95,0.0000,0.0259,0.0251,0.4795
13-FEB-2013,3MINDIA,3850.00,3840.00,0.0026,0.0099,0.0096,0.1834
13-FEB-2013,A2ZMES,36.25,36.30,-0.0014,0.0476,0.0462,0.8826
13-FEB-2013,AANJANEYA,761.05,751.65,0.0124,0.0305,0.0297,0.5674
13-FEB-2013,AARTIDRUGS,212.00,215.45,-0.0161,0.0200,0.0198,0.3783
13-FEB-2013,AARTIIND,89.85,89.75,0.0011,0.0240,0.0233,0.4451
13-FEB-2013,AARVEEDEN,50.25,49.40,0.0171,0.0728,0.0707,1.3507
13-FEB-2013,ABAN,322.00,320.30,0.0053,0.0142,0.0138,0.2636
13-FEB-2013,ABB,636.20,645.80,-0.0150,0.0111,0.0114,0.2178
13-FEB-2013,ABBOTINDIA,1378.05,1387.30,-0.0067,0.0090,0.0089,0.1700
13-FEB-2013,ABCIL,94.20,93.15,0.0112,0.0284,0.0277,0.5292
13-FEB-2013,ABGSHIP,385.15,379.65,0.0144,0.0168,0.0167,0.3191
13-FEB-2013,ABHISHEK,5.65,5.65,0.0000,0.0259,0.0251,0.4795
13-FEB-2013,ABIRLANUVO,1048.20,1068.35,-0.0190,0.0136,0.0140,0.2675
13-FEB-2013,ACC,1249.30,1239.20,0.0081,0.0156,0.0153,0.2923
13-FEB-2013,ACCELYA,351.55,361.05,-0.0267,0.0294,0.0292,0.5579
13-FEB-2013,ACE,15.70,15.75,-0.0032,0.0263,0.0255,0.4872
13-FEB-2013,ACROPETAL,7.90,8.90,-0.1192,0.0271,0.0393,0.7508
13-FEB-2013,ADANIENT,226.75,225.20,0.0069,0.0251,0.0244,0.4662
13-FEB-2013,ADANIPORTS,154.90,153.70,0.0078,0.0244,0.0237,0.4528
13-FEB-2013,ADANIPOWER,54.40,55.15,-0.0137,0.0275,0.0269,0.5139
13-FEB-2013,ADFFOODS,56.40,55.75,0.0116,0.0422,0.0410,0.7833
13-FEB-2013,ADHUNIK,37.55,37.30,0.0067,0.0364,0.0353,0.6744
13-FEB-2013,ADORWELD,125.55,125.55,0.0000,0.0153,0.0148,0.2828
13-FEB-2013,ADSL,16.90,17.25,-0.0205,0.0171,0.0173,0.3305
13-FEB-2013,ADVANIHOTR,29.90,30.00,-0.0033,0.0162,0.0157,0.2999
13-FEB-2013,ADVANTA,989.65,1009.45,-0.0198,0.0147,0.0151,0.2885
13-FEB-2013,AEGISCHEM,146.05,143.85,0.0152,0.0305,0.0298,0.5693
13-FEB-2013,AFL,29.70,29.95,-0.0084,0.0152,0.0149,0.2847
13-FEB-2013,AFTEK,7.85,8.00,-0.0189,0.0401,0.0392,0.7489
13-FEB-2013,AGCNET,134.55,154.55,-0.1386,0.0318,0.0459,0.8769
13-FEB-2013,AGRODUTCH,2.75,3.10,-0.1198,0.0301,0.0414,0.7909
13-FEB-2013,AHLEAST,204.60,202.90,0.0083,0.0139,0.0136,0.2598
13-FEB-2013,AHLUCONT,32.20,32.05,0.0047,0.0206,0.0200,0.3821
13-FEB-2013,AHLWEST,123.45,123.85,-0.0032,0.0198,0.0192,0.3668
13-FEB-2013,AHMEDFORGE,127.40,128.55,-0.0090,0.0195,0.0190,0.3630
13-FEB-2013,AIAENG,322.45,320.80,0.0051,0.0163,0.0159,0.3038
13-FEB-2013,AICHAMP,20.00,20.00,0.0000,0.0328,0.0318,0.6075
13-FEB-2013,AIL,347.70,344.90,0.0081,0.0124,0.0122,0.2331
13-FEB-2013,AJANTPHARM,565.65,571.45,-0.0102,0.0427,0.0415,0.7929
13-FEB-2013,AJMERA,107.50,114.05,-0.0591,0.0255,0.0287,0.5483
13-FEB-2013,AKSHOPTFBR,17.65,17.65,0.0000,0.0190,0.0184,0.3515
13-FEB-2013,AKZOINDIA,987.80,984.70,0.0031,0.0108,0.0105,0.2006
13-FEB-2013,ALBK,143.15,149.40,-0.0427,0.0223,0.0240,0.4585
13-FEB-2013,ALCHEM,55.05,56.95,-0.0339,0.0298,0.0301,0.5751
13-FEB-2013,ALEMBICLTD,16.90,17.05,-0.0088,0.0281,0.0273,0.5216
13-FEB-2013,ALICON,66.00,66.00,0.0000,0.0246,0.0239,0.4566
13-FEB-2013,ALKALI,23.25,23.80,-0.0234,0.0181,0.0185,0.3534
13-FEB-2013,ALKYLAMINE,165.40,162.00,0.0208,0.0318,0.0312,0.5961
13-FEB-2013,ALLCARGO,129.25,129.75,-0.0039,0.0168,0.0163,0.3114
13-FEB-2013,ALLSEC,59.15,59.75,-0.0101,0.0337,0.0328,0.6266
13-FEB-2013,ALMONDZ,7.50,7.30,0.0270,0.0397,0.0391,0.7470
13-FEB-2013,ALOKTEXT,9.95,10.00,-0.0050,0.0213,0.0207,0.3955
13-FEB-2013,ALPA,10.00,10.05,-0.0050,0.0279,0.0271,0.5177
13-FEB-2013,ALPHAGEO,43.15,42.95,0.0046,0.0316,0.0307,0.5865
13-FEB-2013,ALPINEHOU,16.95,16.95,0.0000,0.0253,0.0245,0.4681
