Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
08-MAY-2017,20MICRONS,42.50,42.20,0.0071,0.0392,0.0380,0.7260
08-MAY-2017,3IINFOTECH,5.10,5.10,0.0000,0.0215,0.0208,0.3974
08-MAY-2017,3MINDIA,11539.15,11356.80,0.0159,0.0114,0.0117,0.2235
08-MAY-2017,63MOONS,75.35,75.25,0.0013,0.0118,0.0114,0.2178
08-MAY-2017,8KMILES,604.20,598.40,0.0096,0.0269,0.0262,0.5006
08-MAY-2017,A2ZINFRA,47.05,45.85,0.0258,0.0327,0.0323,0.6171
08-MAY-2017,AARTIDRUGS,532.50,529.35,0.0059,0.0158,0.0154,0.2942
08-MAY-2017,AARTIIND,868.20,860.70,0.0087,0.0195,0.0190,0.3630
08-MAY-2017,AARVEEDEN,71.00,72.80,-0.0250,0.0210,0.0213,0.4069
08-MAY-2017,ABAN,219.30,218.00,0.0059,0.0109,0.0107,0.2044
08-MAY-2017,ABB,1406.10,1415.90,-0.0069,0.0153,0.0149,0.2847
08-MAY-2017,ABBOTINDIA,4194.60,4246.75,-0.0124,0.0181,0.0178,0.3401
08-MAY-2017,ABFRL,163.70,165.05,-0.0082,0.0198,0.0193,0.3687
08-MAY-2017,ABGSHIP,19.40,19.40,0.0000,0.0205,0.0199,0.3802
08-MAY-2017,ABHISHEK,4.50,4.50,0.0000,0.0016,0.0016,0.0306
08-MAY-2017,ABIRLANUVO,1707.85,1710.40,-0.0015,0.0195,0.0189,0.3611
08-MAY-2017,ABMINTLTD,185.25,176.45,0.0487,0.1608,0.1564,2.9880
08-MAY-2017,ACC,1711.25,1660.15,0.0303,0.0181,0.0191,0.3649
08-MAY-2017,ACCELYA,1450.25,1450.70,-0.0003,0.0156,0.0151,0.2885
08-MAY-2017,ACE,65.45,62.35,0.0485,0.0272,0.0289,0.5521
08-MAY-2017,ADANIENT,114.55,113.70,0.0074,0.0603,0.0585,1.1176
08-MAY-2017,ADANIPORTS,340.50,344.95,-0.0130,0.0205,0.0201,0.3840
08-MAY-2017,ADANIPOWER,30.95,29.95,0.0328,0.0361,0.0359,0.6859
08-MAY-2017,ADANITRANS,72.60,72.55,0.0007,0.0431,0.0418,0.7986
08-MAY-2017,ADFFOODS,254.70,236.20,0.0754,0.0338,0.0376,0.7183
08-MAY-2017,ADHUNIK,6.75,6.80,-0.0074,0.0176,0.0172,0.3286
08-MAY-2017,ADHUNIKIND,108.20,109.05,-0.0078,0.0211,0.0205,0.3917
08-MAY-2017,ADLABS,83.75,84.15,-0.0048,0.0222,0.0216,0.4127
08-MAY-2017,ADORWELD,342.25,335.70,0.0193,0.0145,0.0148,0.2828
08-MAY-2017,ADSL,29.65,29.45,0.0068,0.0191,0.0186,0.3554
08-MAY-2017,ADVANIHOTR,60.00,60.90,-0.0149,0.0302,0.0295,0.5636
08-MAY-2017,ADVENZYMES,2031.65,2051.95,-0.0099,0.0215,0.0210,0.4012
08-MAY-2017,AEGISCHEM,194.90,194.45,0.0023,0.0157,0.0152,0.2904
08-MAY-2017,AFL,65.50,68.80,-0.0492,0.0294,0.0309,0.5903
08-MAY-2017,AGARIND,712.00,714.90,-0.0041,0.0243,0.0236,0.4509
08-MAY-2017,AGCNET,107.65,104.15,0.0331,0.0318,0.0319,0.6094
08-MAY-2017,AGRITECH,57.15,54.85,0.0411,0.0448,0.0446,0.8521
08-MAY-2017,AGRODUTCH,1.65,1.65,0.0000,0.0054,0.0052,0.0993
08-MAY-2017,AHLEAST,266.00,267.45,-0.0054,0.0237,0.0230,0.4394
08-MAY-2017,AHLUCONT,378.00,374.55,0.0092,0.0229,0.0223,0.4260
08-MAY-2017,AHLWEST,201.30,203.00,-0.0084,0.0221,0.0215,0.4108
08-MAY-2017,AIAENG,1505.15,1539.40,-0.0225,0.0124,0.0132,0.2522
08-MAY-2017,AICHAMP,29.95,29.95,0.0000,0.0268,0.0260,0.4967
08-MAY-2017,AIFL,410.20,419.45,-0.0223,0.0276,0.0273,0.5216
08-MAY-2017,AJANTPHARM,1582.10,1635.65,-0.0333,0.0115,0.0138,0.2636
08-MAY-2017,AJMERA,237.40,227.35,0.0433,0.0221,0.0239,0.4566
08-MAY-2017,AKSHARCHEM,831.20,832.90,-0.0020,0.0153,0.0148,0.2828
08-MAY-2017,AKSHOPTFBR,22.50,22.65,-0.0066,0.0198,0.0193,0.3687
08-MAY-2017,AKZOINDIA,1978.15,1971.65,0.0033,0.0182,0.0177,0.3382
08-MAY-2017,ALANKIT,21.30,21.75,-0.0209,0.0253,0.0251,0.4795
08-MAY-2017,ALBERTDAVD,319.95,325.10,-0.0160,0.0099,0.0104,0.1987
08-MAY-2017,ALBK,86.25,84.35,0.0223,0.0232,0.0231,0.4413
08-MAY-2017,ALCHEM,19.15,19.20,-0.0026,0.0425,0.0412,0.7871
08-MAY-2017,ALEMBICLTD,48.20,47.15,0.0220,0.0313,0.0308,0.5884
08-MAY-2017,ALICON,515.15,518.25,-0.0060,0.0290,0.0282,0.5388
08-MAY-2017,ALKALI,82.25,78.35,0.0486,0.0229,0.0252,0.4814
08-MAY-2017,ALKEM,1918.60,1931.80,-0.0069,0.0184,0.0179,0.3420
08-MAY-2017,ALKYLAMINE,473.50,464.45,0.0193,0.0322,0.0316,0.6037
08-MAY-2017,ALLCARGO,184.20,179.95,0.0233,0.0191,0.0194,0.3706
08-MAY-2017,ALLSEC,371.20,363.40,0.0212,0.0215,0.0215,0.4108
08-MAY-2017,ALMONDZ,18.65,18.70,-0.0027,0.0471,0.0457,0.8731
08-MAY-2017,ALOKTEXT,3.45,3.60,-0.0426,0.0502,0.0498,0.9514
08-MAY-2017,ALPA,41.40,41.90,-0.0120,0.0232,0.0227,0.4337
