Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
04-DEC-2017,20MICRONS,55.80,57.70,-0.0335,0.0378,0.0376,0.7183
04-DEC-2017,3IINFOTECH,3.85,3.85,0.0000,0.0189,0.0183,0.3496
04-DEC-2017,3MINDIA,15396.45,15426.50,-0.0019,0.0193,0.0187,0.3573
04-DEC-2017,5PAISA,187.30,206.45,-0.0973,0.0426,0.0477,0.9113
04-DEC-2017,63MOONS,131.20,138.10,-0.0513,0.0414,0.0421,0.8043
04-DEC-2017,8KMILES,894.80,936.40,-0.0454,0.0513,0.0510,0.9744
04-DEC-2017,A2ZINFRA,40.75,40.95,-0.0049,0.0359,0.0348,0.6649
04-DEC-2017,AARTIDRUGS,557.50,551.65,0.0105,0.0110,0.0110,0.2102
04-DEC-2017,AARTIIND,890.65,909.55,-0.0210,0.0103,0.0112,0.2140
04-DEC-2017,AARVEEDEN,46.40,45.65,0.0163,0.0266,0.0261,0.4986
04-DEC-2017,ABAN,197.45,197.65,-0.0010,0.0239,0.0232,0.4432
04-DEC-2017,ABB,1383.90,1397.20,-0.0096,0.0099,0.0099,0.1891
04-DEC-2017,ABBOTINDIA,5513.95,5274.55,0.0444,0.0238,0.0255,0.4872
04-DEC-2017,ABCAPITAL,189.65,191.95,-0.0121,0.0217,0.0212,0.4050
04-DEC-2017,ABFRL,166.20,167.55,-0.0081,0.0230,0.0224,0.4280
04-DEC-2017,ABGSHIP,14.00,14.00,0.0000,0.0270,0.0262,0.5006
04-DEC-2017,ABHISHEK,4.50,4.50,0.0000,0.0016,0.0016,0.0306
04-DEC-2017,ABMINTLTD,38.85,37.00,0.0488,0.0280,0.0297,0.5674
04-DEC-2017,ACC,1694.05,1676.65,0.0103,0.0118,0.0117,0.2235
04-DEC-2017,ACCELYA,1392.45,1368.35,0.0175,0.0153,0.0154,0.2942
04-DEC-2017,ACE,129.25,132.20,-0.0226,0.0587,0.0572,1.0928
04-DEC-2017,ADANIENT,142.60,142.35,0.0018,0.0291,0.0282,0.5388
04-DEC-2017,ADANIPORTS,388.15,386.75,0.0036,0.0171,0.0166,0.3171
04-DEC-2017,ADANIPOWER,33.75,34.15,-0.0118,0.0258,0.0252,0.4814
04-DEC-2017,ADANITRANS,182.95,174.55,0.0470,0.0306,0.0318,0.6075
04-DEC-2017,ADFFOODS,317.80,327.40,-0.0298,0.0449,0.0441,0.8425
04-DEC-2017,ADHUNIK,4.25,4.40,-0.0347,0.0249,0.0256,0.4891
04-DEC-2017,ADHUNIKIND,67.20,64.90,0.0348,0.0344,0.0344,0.6572
04-DEC-2017,ADLABS,67.75,69.15,-0.0205,0.0305,0.0300,0.5731
04-DEC-2017,ADORWELD,490.70,491.65,-0.0019,0.0347,0.0336,0.6419
04-DEC-2017,ADSL,27.00,27.20,-0.0074,0.0393,0.0381,0.7279
04-DEC-2017,ADVANIHOTR,71.80,70.20,0.0225,0.0427,0.0418,0.7986
04-DEC-2017,ADVENZYMES,289.00,289.75,-0.0026,0.0179,0.0174,0.3324
04-DEC-2017,AEGISCHEM,232.85,231.90,0.0041,0.0120,0.0117,0.2235
04-DEC-2017,AFL,40.50,38.60,0.0480,0.0199,0.0226,0.4318
04-DEC-2017,AGARIND,528.90,520.00,0.0170,0.0152,0.0153,0.2923
04-DEC-2017,AGCNET,109.30,110.80,-0.0136,0.0188,0.0185,0.3534
04-DEC-2017,AGLSL,121.25,122.90,-0.0135,0.0241,0.0236,0.4509
04-DEC-2017,AGRITECH,119.10,120.70,-0.0133,0.0327,0.0319,0.6094
04-DEC-2017,AHLEAST,269.95,270.70,-0.0028,0.0172,0.0167,0.3191
04-DEC-2017,AHLUCONT,375.05,375.10,-0.0001,0.0207,0.0201,0.3840
04-DEC-2017,AHLWEST,278.00,272.90,0.0185,0.0441,0.0430,0.8215
04-DEC-2017,AIAENG,1480.00,1480.30,-0.0002,0.0136,0.0132,0.2522
04-DEC-2017,AICHAMP,29.45,29.45,0.0000,0.0187,0.0181,0.3458
04-DEC-2017,AIFL,522.05,518.50,0.0068,0.0225,0.0219,0.4184
04-DEC-2017,AJANTPHARM,1339.50,1338.95,0.0004,0.0196,0.0190,0.3630
04-DEC-2017,AJMERA,343.25,333.25,0.0296,0.0268,0.0270,0.5158
04-DEC-2017,AKSHARCHEM,660.15,673.50,-0.0200,0.0183,0.0184,0.3515
04-DEC-2017,AKSHOPTFBR,31.75,32.05,-0.0094,0.0449,0.0436,0.8330
04-DEC-2017,AKZOINDIA,1791.90,1781.85,0.0056,0.0121,0.0118,0.2254
04-DEC-2017,ALANKIT,43.90,44.05,-0.0034,0.0358,0.0347,0.6629
04-DEC-2017,ALBERTDAVD,331.60,335.35,-0.0112,0.0331,0.0322,0.6152
04-DEC-2017,ALBK,74.60,74.60,0.0000,0.0307,0.0298,0.5693
04-DEC-2017,ALCHEM,15.35,15.20,0.0098,0.0492,0.0478,0.9132
04-DEC-2017,ALEMBICLTD,40.70,42.05,-0.0326,0.0240,0.0246,0.4700
04-DEC-2017,ALICON,555.15,569.60,-0.0257,0.0178,0.0184,0.3515
04-DEC-2017,ALKALI,76.05,76.00,0.0007,0.0218,0.0211,0.4031
04-DEC-2017,ALKEM,2020.50,1975.10,0.0227,0.0104,0.0115,0.2197
04-DEC-2017,ALKYLAMINE,589.80,581.80,0.0137,0.0221,0.0217,0.4146
04-DEC-2017,ALLCARGO,180.30,180.60,-0.0017,0.0188,0.0182,0.3477
04-DEC-2017,ALLSEC,442.90,454.55,-0.0260,0.0308,0.0305,0.5827
04-DEC-2017,ALMONDZ,38.05,35.95,0.0568,0.0559,0.0560,1.0699
04-DEC-2017,ALOKTEXT,3.50,3.60,-0.0282,0.0346,0.0342,0.6534
04-DEC-2017,ALPA,33.25,33.15,0.0030,0.0245,0.0238,0.4547
04-DEC-2017,ALPHAGEO,963.70,953.05,0.0111,0.0296,0.0288,0.5502
04-DEC-2017,ALPSINDUS,6.35,6.05,0.0484,0.0507,0.0506,0.9667
04-DEC-2017,AMARAJABAT,762.35,774.20,-0.0154,0.0203,0.0200,0.3821
04-DEC-2017,AMBIKCO,1289.90,1286.95,0.0023,0.0071,0.0069,0.1318
04-DEC-2017,AMBUJACEM,261.10,263.55,-0.0093,0.0115,0.0114,0.2178
04-DEC-2017,AMDIND,47.20,47.40,-0.0042,0.0425,0.0412,0.7871
04-DEC-2017,AMRUTANJAN,603.10,611.05,-0.0131,0.0161,0.0159,0.3038
04-DEC-2017,AMTEKAUTO,25.60,26.05,-0.0174,0.0377,0.0368,0.7031
04-DEC-2017,ANANTRAJ,60.35,62.10,-0.0286,0.0276,0.0277,0.5292
04-DEC-2017,ANDHRABANK,61.90,61.40,0.0081,0.0285,0.0277,0.5292
04-DEC-2017,ANDHRACEMT,11.75,12.00,-0.0211,0.0272,0.0269,0.5139
04-DEC-2017,ANDHRSUGAR,542.15,553.70,-0.0211,0.0276,0.0273,0.5216
04-DEC-2017,ANGIND,5.75,5.85,-0.0172,0.0231,0.0228,0.4356
04-DEC-2017,ANIKINDS,51.65,51.15,0.0097,0.0360,0.0350,0.6687
04-DEC-2017,ANKITMETAL,1.30,1.30,0.0000,0.0042,0.0041,0.0783
04-DEC-2017,ANSALAPI,21.55,21.75,-0.0092,0.0277,0.0270,0.5158
04-DEC-2017,ANSALHSG,22.90,23.00,-0.0044,0.0337,0.0327,0.6247
04-DEC-2017,ANTGRAPHIC,0.90,0.90,0.0000,0.0410,0.0398,0.7604
04-DEC-2017,APARINDS,772.50,779.75,-0.0093,0.0135,0.0133,0.2541
04-DEC-2017,APCL,238.70,237.25,0.0061,0.0195,0.0190,0.3630
04-DEC-2017,APCOTEXIND,483.70,486.85,-0.0065,0.0174,0.0169,0.3229
04-DEC-2017,APEX,818.25,779.30,0.0488,0.0431,0.0435,0.8311
04-DEC-2017,APLAPOLLO,1874.70,1978.25,-0.0538,0.0169,0.0210,0.4012
04-DEC-2017,APLLTD,511.90,512.15,-0.0005,0.0079,0.0077,0.1471
04-DEC-2017,APOLLOHOSP,1156.45,1148.25,0.0071,0.0190,0.0185,0.3534
04-DEC-2017,APOLLOTYRE,242.95,244.25,-0.0053,0.0180,0.0175,0.3343
04-DEC-2017,APOLSINHOT,833.50,829.55,0.0048,0.0374,0.0363,0.6935
04-DEC-2017,APTECHT,344.15,351.80,-0.0220,0.0467,0.0456,0.8712
04-DEC-2017,ARCHIDPLY,97.70,98.30,-0.0061,0.0247,0.0240,0.4585
04-DEC-2017,ARCHIES,32.65,33.50,-0.0257,0.0257,0.0257,0.4910
04-DEC-2017,ARCOTECH,51.85,52.20,-0.0067,0.0479,0.0465,0.8884
04-DEC-2017,ARENTERP,16.05,16.05,0.0000,0.1776,0.1722,3.2899
04-DEC-2017,ARIES,222.45,225.25,-0.0125,0.0390,0.0379,0.7241
04-DEC-2017,ARIHANT,45.55,44.50,0.0233,0.0289,0.0286,0.5464
04-DEC-2017,ARIHANTSUP,159.20,160.80,-0.0100,0.0194,0.0190,0.3630
04-DEC-2017,ARMANFIN,270.65,263.55,0.0266,0.0357,0.0352,0.6725
04-DEC-2017,AROGRANITE,68.10,69.85,-0.0254,0.0274,0.0273,0.5216
04-DEC-2017,ARROWGREEN,485.90,495.30,-0.0192,0.0221,0.0219,0.4184
04-DEC-2017,ARROWTEX,46.25,47.15,-0.0193,0.0268,0.0264,0.5044
04-DEC-2017,ARSHIYA,101.25,98.35,0.0291,0.0425,0.0418,0.7986
04-DEC-2017,ARSSINFRA,67.40,70.25,-0.0414,0.0564,0.0556,1.0622
04-DEC-2017,ARVIND,426.35,435.75,-0.0218,0.0241,0.0240,0.4585
04-DEC-2017,ARVSMART,181.50,175.40,0.0342,0.0307,0.0309,0.5903
04-DEC-2017,ASAHIINDIA,367.20,367.70,-0.0014,0.0146,0.0142,0.2713
04-DEC-2017,ASAHISONG,339.45,340.45,-0.0029,0.0200,0.0194,0.3706
04-DEC-2017,ASAL,81.50,83.60,-0.0254,0.0270,0.0269,0.5139
04-DEC-2017,ASHAPURMIN,93.00,96.45,-0.0364,0.0509,0.0501,0.9572
04-DEC-2017,ASHIANA,173.10,174.55,-0.0083,0.0181,0.0177,0.3382
04-DEC-2017,ASHIMASYN,30.55,30.85,-0.0098,0.0283,0.0275,0.5254
04-DEC-2017,ASHOKA,249.80,243.80,0.0243,0.0297,0.0294,0.5617
04-DEC-2017,ASHOKLEY,116.35,120.05,-0.0313,0.0202,0.0210,0.4012
04-DEC-2017,ASIANHOTNR,140.25,137.80,0.0176,0.0200,0.0199,0.3802
04-DEC-2017,ASIANPAINT,1121.00,1133.75,-0.0113,0.0122,0.0121,0.2312
04-DEC-2017,ASIANTILES,496.30,505.45,-0.0183,0.0120,0.0125,0.2388
04-DEC-2017,ASIL,0.80,0.80,0.0000,0.0016,0.0016,0.0306
04-DEC-2017,ASPINWALL,395.95,393.55,0.0061,0.0240,0.0233,0.4451
04-DEC-2017,ASSAMCO,6.40,6.95,-0.0824,0.0652,0.0664,1.2686
04-DEC-2017,ASTEC,551.40,549.25,0.0039,0.0216,0.0210,0.4012
04-DEC-2017,ASTRAL,833.30,839.40,-0.0073,0.0125,0.0123,0.2350
04-DEC-2017,ASTRAMICRO,113.30,114.65,-0.0118,0.0394,0.0383,0.7317
04-DEC-2017,ASTRAZEN,1113.10,1117.15,-0.0036,0.0177,0.0172,0.3286
04-DEC-2017,ATFL,593.20,615.90,-0.0376,0.0438,0.0435,0.8311
04-DEC-2017,ATLANTA,103.35,105.70,-0.0225,0.0217,0.0217,0.4146
04-DEC-2017,ATLASCYCLE,219.50,217.15,0.0108,0.0205,0.0200,0.3821
04-DEC-2017,ATNINTER,0.20,0.20,0.0000,0.0034,0.0033,0.0630
04-DEC-2017,ATUL,2545.20,2576.45,-0.0122,0.0156,0.0154,0.2942
04-DEC-2017,ATULAUTO,425.75,423.70,0.0048,0.0135,0.0131,0.2503
04-DEC-2017,AUBANK,687.65,702.10,-0.0208,0.0175,0.0177,0.3382
04-DEC-2017,AURIONPRO,174.70,178.65,-0.0224,0.0295,0.0291,0.5560
04-DEC-2017,AUROPHARMA,673.40,672.40,0.0015,0.0206,0.0200,0.3821
04-DEC-2017,AUSOMENT,60.45,62.30,-0.0301,0.0402,0.0397,0.7585
04-DEC-2017,AUSTRAL,0.25,0.25,0.0000,0.0123,0.0119,0.2273
04-DEC-2017,AUTOAXLES,1378.95,1513.20,-0.0929,0.0340,0.0401,0.7661
04-DEC-2017,AUTOIND,111.65,117.50,-0.0511,0.0332,0.0345,0.6591
04-DEC-2017,AUTOLITIND,71.30,73.25,-0.0270,0.0285,0.0284,0.5426
04-DEC-2017,AVADHSUGAR,998.80,1013.25,-0.0144,0.0271,0.0265,0.5063
04-DEC-2017,AVANTIFEED,2562.25,2624.05,-0.0238,0.0297,0.0294,0.5617
04-DEC-2017,AVTNPL,45.95,47.80,-0.0395,0.0281,0.0289,0.5521
04-DEC-2017,AXISBANK,534.95,533.85,0.0021,0.0198,0.0192,0.3668
04-DEC-2017,AXISCADES,149.80,154.05,-0.0280,0.0375,0.0370,0.7069
04-DEC-2017,AXISGOLD,2540.00,2544.95,-0.0019,0.0048,0.0047,0.0898
04-DEC-2017,AXISNIFTY,1015.92,1012.29,0.0036,0.0069,0.0067,0.1280
04-DEC-2017,AYMSYNTEX,60.20,60.50,-0.0050,0.0196,0.0190,0.3630
04-DEC-2017,BAFNAPHARM,26.50,26.15,0.0133,0.0221,0.0217,0.4146
04-DEC-2017,BAGFILMS,7.70,7.75,-0.0065,0.0773,0.0750,1.4329
