Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
27-JUN-2012,20MICRONS,85.80,86.25,-0.0052,0.0175,0.0170,0.3248
27-JUN-2012,3IINFOTECH,9.70,10.15,-0.0453,0.0379,0.0384,0.7336
27-JUN-2012,3MINDIA,3754.00,3741.45,0.0033,0.0144,0.0140,0.2675
27-JUN-2012,A2ZMES,105.25,105.10,0.0014,0.0273,0.0265,0.5063
27-JUN-2012,AANJANEYA,492.55,477.90,0.0302,0.0346,0.0344,0.6572
27-JUN-2012,AARTIDRUGS,121.05,120.20,0.0070,0.0351,0.0341,0.6515
27-JUN-2012,AARTIIND,73.30,72.30,0.0137,0.0186,0.0183,0.3496
27-JUN-2012,AARVEEDEN,35.20,34.00,0.0347,0.0285,0.0289,0.5521
27-JUN-2012,ABAN,356.05,350.75,0.0150,0.0185,0.0183,0.3496
27-JUN-2012,ABB,785.65,780.10,0.0071,0.0161,0.0157,0.2999
27-JUN-2012,ABBOTINDIA,1454.45,1433.05,0.0148,0.0120,0.0122,0.2331
27-JUN-2012,ABCIL,63.65,64.80,-0.0179,0.0174,0.0174,0.3324
27-JUN-2012,ABGSHIP,364.35,373.10,-0.0237,0.0120,0.0130,0.2484
27-JUN-2012,ABHISHEK,7.55,7.95,-0.0516,0.0430,0.0436,0.8330
27-JUN-2012,ABIRLANUVO,787.00,796.35,-0.0118,0.0185,0.0182,0.3477
27-JUN-2012,ACC,1204.40,1220.55,-0.0133,0.0177,0.0175,0.3343
27-JUN-2012,ACE,29.15,29.20,-0.0017,0.0228,0.0221,0.4222
27-JUN-2012,ACROPETAL,14.50,14.50,0.0000,0.0200,0.0194,0.3706
27-JUN-2012,ADANIENT,219.35,212.55,0.0315,0.0278,0.0280,0.5349
27-JUN-2012,ADANIPORTS,118.40,118.05,0.0030,0.0184,0.0179,0.3420
27-JUN-2012,ADANIPOWER,47.70,46.55,0.0244,0.0209,0.0211,0.4031
27-JUN-2012,ADFFOODS,47.45,47.25,0.0042,0.0239,0.0232,0.4432
27-JUN-2012,ADHUNIK,32.90,32.50,0.0122,0.0194,0.0190,0.3630
27-JUN-2012,ADORWELD,142.65,138.75,0.0277,0.0121,0.0136,0.2598
27-JUN-2012,ADSL,25.45,25.65,-0.0078,0.0384,0.0373,0.7126
27-JUN-2012,ADVANIHOTR,27.50,26.50,0.0370,0.0160,0.0180,0.3439
27-JUN-2012,ADVANTA,498.40,498.90,-0.0010,0.0261,0.0253,0.4834
27-JUN-2012,AEGISCHEM,128.95,127.45,0.0117,0.0220,0.0215,0.4108
27-JUN-2012,AFL,30.25,30.20,0.0017,0.0308,0.0299,0.5712
27-JUN-2012,AFTEK,8.70,8.70,0.0000,0.0227,0.0220,0.4203
27-JUN-2012,AGCNET,254.55,253.10,0.0057,0.0334,0.0324,0.6190
27-JUN-2012,AGRODUTCH,5.00,4.90,0.0202,0.0315,0.0309,0.5903
27-JUN-2012,AHLEAST,244.35,246.00,-0.0067,0.0187,0.0182,0.3477
27-JUN-2012,AHLUCONT,51.85,52.25,-0.0077,0.0146,0.0143,0.2732
27-JUN-2012,AHLWEST,127.75,128.00,-0.0020,0.0243,0.0236,0.4509
27-JUN-2012,AHMEDFORGE,141.60,141.35,0.0018,0.0196,0.0190,0.3630
27-JUN-2012,AIAENG,322.45,324.20,-0.0054,0.0150,0.0146,0.2789
27-JUN-2012,AICHAMP,29.90,29.00,0.0306,0.0326,0.0325,0.6209
27-JUN-2012,AJANTPHARM,704.50,707.20,-0.0038,0.0374,0.0363,0.6935
27-JUN-2012,AJMERA,111.90,111.75,0.0013,0.0164,0.0159,0.3038
27-JUN-2012,AKSHOPTFBR,16.20,17.00,-0.0482,0.0186,0.0216,0.4127
27-JUN-2012,AKZOINDIA,864.40,868.90,-0.0052,0.0092,0.0090,0.1719
27-JUN-2012,ALBK,148.70,147.55,0.0078,0.0249,0.0242,0.4623
27-JUN-2012,ALCHEM,59.35,59.35,0.0000,0.0155,0.0150,0.2866
