Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
20-APR-2011,20MICRONS,41.25,40.35,0.0221,0.0244,0.0243,0.4643
20-APR-2011,3IINFOTECH,44.80,43.60,0.0272,0.0242,0.0244,0.4662
20-APR-2011,3MINDIA,3764.55,3687.80,0.0206,0.0137,0.0142,0.2713
20-APR-2011,A2ZMES,266.75,260.90,0.0222,0.0314,0.0309,0.5903
20-APR-2011,AARTIDRUGS,135.60,133.60,0.0149,0.0349,0.0340,0.6496
20-APR-2011,AARTIIND,54.15,53.30,0.0158,0.0235,0.0231,0.4413
20-APR-2011,AARVEEDEN,65.35,63.10,0.0350,0.0263,0.0269,0.5139
20-APR-2011,ABAN,682.65,664.45,0.0270,0.0262,0.0263,0.5025
20-APR-2011,ABB,832.65,816.00,0.0202,0.0161,0.0164,0.3133
20-APR-2011,ABBOTINDIA,1422.70,1420.75,0.0014,0.0181,0.0176,0.3362
20-APR-2011,ABCIL,137.70,139.50,-0.0130,0.0181,0.0178,0.3401
20-APR-2011,ABGSHIP,396.10,386.35,0.0249,0.0196,0.0200,0.3821
20-APR-2011,ABHISHEK,17.45,15.75,0.1025,0.0323,0.0401,0.7661
20-APR-2011,ABIRLANUVO,890.55,889.35,0.0013,0.0136,0.0132,0.2522
20-APR-2011,ABSHEKINDS,15.65,15.45,0.0129,0.0258,0.0252,0.4814
20-APR-2011,ACC,1106.95,1101.55,0.0049,0.0135,0.0131,0.2503
20-APR-2011,ACE,47.70,47.35,0.0074,0.0253,0.0246,0.4700
20-APR-2011,ACKRUTI,224.00,224.05,-0.0002,0.0259,0.0251,0.4795
20-APR-2011,ACROPETAL,44.10,44.65,-0.0124,0.0754,0.0732,1.3985
20-APR-2011,ADANIENT,650.50,638.20,0.0191,0.0154,0.0156,0.2980
20-APR-2011,ADANIPOWER,116.65,115.25,0.0121,0.0128,0.0128,0.2445
20-APR-2011,ADFFOODS,64.75,63.55,0.0187,0.0268,0.0264,0.5044
20-APR-2011,ADHUNIK,91.10,89.00,0.0233,0.0190,0.0193,0.3687
20-APR-2011,ADORWELD,182.10,179.05,0.0169,0.0194,0.0193,0.3687
20-APR-2011,ADSL,90.75,90.30,0.0050,0.0330,0.0320,0.6114
20-APR-2011,ADVANIHOTR,37.00,37.70,-0.0187,0.0307,0.0301,0.5751
20-APR-2011,ADVANTA,282.85,279.00,0.0137,0.0173,0.0171,0.3267
20-APR-2011,AEGISCHEM,265.25,261.65,0.0137,0.0198,0.0195,0.3725
20-APR-2011,AFL,49.15,48.15,0.0206,0.0385,0.0377,0.7203
20-APR-2011,AFTEK,14.55,14.30,0.0173,0.0350,0.0342,0.6534
20-APR-2011,AGCNET,185.25,186.25,-0.0054,0.0308,0.0299,0.5712
20-APR-2011,AGRE,54.50,51.90,0.0489,0.0362,0.0371,0.7088
20-APR-2011,AGRODUTCH,12.50,12.30,0.0161,0.0579,0.0563,1.0756
20-APR-2011,AHLEAST,312.00,309.35,0.0085,0.0365,0.0354,0.6763
20-APR-2011,AHLUCONT,127.70,125.65,0.0162,0.0318,0.0311,0.5942
20-APR-2011,AHLWEST,199.65,199.25,0.0020,0.0306,0.0297,0.5674
20-APR-2011,AHMEDFORGE,129.95,128.10,0.0143,0.0156,0.0155,0.2961
20-APR-2011,AIAENG,371.00,371.70,-0.0019,0.0145,0.0141,0.2694
20-APR-2011,AICHAMP,24.80,24.80,0.0000,0.0367,0.0356,0.6801
20-APR-2011,AJANTPHARM,233.10,226.50,0.0287,0.0299,0.0298,0.5693
20-APR-2011,AJMERA,182.00,179.35,0.0147,0.0264,0.0258,0.4929
20-APR-2011,AKSHOPTFBR,7.40,7.40,0.0000,0.0393,0.0381,0.7279
