Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
19-SEP-2017,20MICRONS,41.50,39.90,0.0393,0.0213,0.0228,0.4356
19-SEP-2017,3IINFOTECH,3.95,3.95,0.0000,0.0229,0.0222,0.4241
19-SEP-2017,3MINDIA,14660.90,14594.10,0.0046,0.0127,0.0124,0.2369
19-SEP-2017,63MOONS,83.75,83.30,0.0054,0.0587,0.0569,1.0871
19-SEP-2017,8KMILES,391.30,401.15,-0.0249,0.0316,0.0312,0.5961
19-SEP-2017,A2ZINFRA,37.50,36.90,0.0161,0.0269,0.0264,0.5044
19-SEP-2017,AARTIDRUGS,536.20,539.65,-0.0064,0.0121,0.0118,0.2254
19-SEP-2017,AARTIIND,865.65,875.35,-0.0111,0.0176,0.0173,0.3305
19-SEP-2017,AARVEEDEN,47.15,47.30,-0.0032,0.0614,0.0595,1.1367
19-SEP-2017,ABAN,179.35,177.85,0.0084,0.0213,0.0208,0.3974
19-SEP-2017,ABB,1442.35,1421.10,0.0148,0.0126,0.0127,0.2426
19-SEP-2017,ABBOTINDIA,4172.75,4076.05,0.0234,0.0122,0.0131,0.2503
19-SEP-2017,ABCAPITAL,198.65,199.95,-0.0065,0.0280,0.0272,0.5197
19-SEP-2017,ABFRL,169.20,172.05,-0.0167,0.0149,0.0150,0.2866
19-SEP-2017,ABGSHIP,11.05,11.05,0.0000,0.0249,0.0241,0.4604
19-SEP-2017,ABHISHEK,4.50,4.50,0.0000,0.0016,0.0016,0.0306
19-SEP-2017,ABMINTLTD,52.25,52.25,0.0000,0.0399,0.0387,0.7394
19-SEP-2017,ACC,1817.20,1825.85,-0.0047,0.0126,0.0123,0.2350
19-SEP-2017,ACCELYA,1522.40,1470.05,0.0350,0.0156,0.0174,0.3324
19-SEP-2017,ACE,69.85,68.50,0.0195,0.0347,0.0340,0.6496
19-SEP-2017,ADANIENT,131.00,130.85,0.0011,0.0303,0.0294,0.5617
19-SEP-2017,ADANIPORTS,406.90,404.70,0.0054,0.0154,0.0150,0.2866
19-SEP-2017,ADANIPOWER,31.70,31.60,0.0032,0.0329,0.0319,0.6094
19-SEP-2017,ADANITRANS,137.15,139.40,-0.0163,0.0333,0.0325,0.6209
19-SEP-2017,ADFFOODS,250.90,223.90,0.1139,0.0247,0.0368,0.7031
19-SEP-2017,ADHUNIK,4.85,4.70,0.0314,0.0639,0.0624,1.1922
19-SEP-2017,ADLABS,71.50,72.35,-0.0118,0.0565,0.0549,1.0489
19-SEP-2017,ADORWELD,447.95,438.05,0.0223,0.0493,0.0481,0.9189
19-SEP-2017,ADSL,22.50,22.75,-0.0110,0.0205,0.0201,0.3840
19-SEP-2017,ADVANIHOTR,58.00,58.40,-0.0069,0.0260,0.0253,0.4834
19-SEP-2017,ADVENZYMES,271.15,270.60,0.0020,0.0239,0.0232,0.4432
19-SEP-2017,AEGISCHEM,223.70,223.75,-0.0002,0.0262,0.0254,0.4853
19-SEP-2017,AGARIND,604.85,586.15,0.0314,0.0246,0.0251,0.4795
19-SEP-2017,AGCNET,122.30,123.95,-0.0134,0.0290,0.0283,0.5407
19-SEP-2017,AGLSL,136.00,136.75,-0.0055,0.0327,0.0317,0.6056
19-SEP-2017,AGRITECH,107.05,109.85,-0.0258,0.0476,0.0466,0.8903
19-SEP-2017,AHLEAST,272.90,270.05,0.0105,0.0142,0.0140,0.2675
19-SEP-2017,AHLUCONT,318.05,299.90,0.0588,0.0244,0.0277,0.5292
19-SEP-2017,AHLWEST,160.00,154.60,0.0343,0.0199,0.0210,0.4012
19-SEP-2017,AIAENG,1348.10,1338.35,0.0073,0.0146,0.0143,0.2732
19-SEP-2017,AICHAMP,25.80,24.60,0.0476,0.0256,0.0274,0.5235
19-SEP-2017,AIFL,434.25,429.40,0.0112,0.0182,0.0179,0.3420
19-SEP-2017,AJANTPHARM,1197.60,1210.90,-0.0110,0.0166,0.0163,0.3114
19-SEP-2017,AJMERA,237.35,234.70,0.0112,0.0365,0.0355,0.6782
19-SEP-2017,AKSHARCHEM,730.50,730.95,-0.0006,0.0243,0.0236,0.4509
19-SEP-2017,AKSHOPTFBR,27.00,25.60,0.0532,0.0350,0.0364,0.6954
19-SEP-2017,AKZOINDIA,1858.10,1818.75,0.0214,0.0117,0.0125,0.2388
19-SEP-2017,ALANKIT,33.35,33.40,-0.0015,0.0193,0.0187,0.3573
19-SEP-2017,ALBERTDAVD,291.00,292.10,-0.0038,0.0229,0.0222,0.4241
19-SEP-2017,ALBK,72.95,72.95,0.0000,0.0185,0.0179,0.3420
19-SEP-2017,ALCHEM,13.95,13.65,0.0217,0.0193,0.0195,0.3725
19-SEP-2017,ALEMBICLTD,38.75,38.70,0.0013,0.0196,0.0190,0.3630
19-SEP-2017,ALICON,568.50,561.40,0.0126,0.0258,0.0252,0.4814
19-SEP-2017,ALKALI,77.10,78.85,-0.0224,0.0559,0.0545,1.0412
19-SEP-2017,ALKEM,1777.35,1808.05,-0.0171,0.0145,0.0147,0.2808
19-SEP-2017,ALKYLAMINE,453.10,448.50,0.0102,0.0256,0.0249,0.4757
19-SEP-2017,ALLCARGO,176.05,176.85,-0.0045,0.0148,0.0144,0.2751
19-SEP-2017,ALLSEC,358.65,358.90,-0.0007,0.0269,0.0261,0.4986
