SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ACC, EQ, 16-May-2018, 1411.65, 1407.90, 1424.75, 1398.45, 1409.25, 1410.80, 1414.13, 377122, 5333.01, 23339, 99665, 26.43
ACCELYA, EQ, 16-May-2018, 1290.00, 1290.00, 1319.00, 1271.50, 1318.00, 1308.45, 1290.54, 3050, 39.36, 798, 1742, 57.11
ACE, EQ, 16-May-2018, 181.95, 180.00, 184.00, 176.40, 183.95, 181.35, 179.38, 444396, 797.14, 8436, 178978, 40.27
ADANIENT, EQ, 16-May-2018, 123.30, 123.00, 124.80, 120.65, 123.10, 123.10, 122.72, 4008619, 4919.51, 22250, 202367, 5.05
ADANIPORTS, EQ, 16-May-2018, 409.15, 407.75, 409.75, 400.25, 402.50, 403.10, 402.56, 1897907, 7640.24, 54585, 1003551, 52.88
ADANIPOWER, EQ, 16-May-2018, 22.00, 22.00, 22.10, 21.35, 21.65, 21.80, 21.76, 6196115, 1348.50, 8438, 1050914, 16.96
ADANITRANS, EQ, 16-May-2018, 142.20, 142.00, 142.00, 128.55, 129.70, 130.05, 131.71, 6194972, 8159.34, 36544, 4674092, 75.45
ADFFOODS, EQ, 16-May-2018, 249.05, 249.05, 258.90, 245.10, 257.40, 257.10, 252.93, 220842, 558.59, 3237, 101924, 46.15
ADHUNIK, EQ, 16-May-2018, 3.15, 3.10, 3.30, 3.10, 3.20, 3.20, 3.24, 40361, 1.31, 66, 33578, 83.19
ADHUNIKIND, EQ, 16-May-2018, 67.75, 68.75, 71.00, 64.40, 67.20, 69.00, 68.97, 122926, 84.78, 104, 19017, 15.47
ADLABS, EQ, 16-May-2018, 47.15, 47.00, 47.00, 45.00, 45.75, 45.65, 45.53, 41117, 18.72, 380, 20549, 49.98
ADORWELD, EQ, 16-May-2018, 370.85, 367.00, 374.90, 356.95, 367.05, 366.85, 361.49, 13637, 49.30, 525, 5336, 39.13
ADROITINFO, EQ, 16-May-2018, 30.00, 29.50, 30.95, 29.10, 29.20, 29.95, 30.00, 6058, 1.82, 32, 4650, 76.76
ADSL, EQ, 16-May-2018, 17.20, 17.05, 17.75, 16.55, 17.00, 17.05, 17.07, 24568, 4.19, 92, 19543, 79.55
ADVANIHOTR, EQ, 16-May-2018, 58.25, 58.70, 58.80, 56.55, 56.65, 56.80, 57.41, 10173, 5.84, 223, 6505, 63.94
ADVENZYMES, EQ, 16-May-2018, 234.90, 233.00, 238.60, 231.00, 232.50, 232.65, 234.19, 99426, 232.85, 2344, 34232, 34.43
AEGISCHEM, EQ, 16-May-2018, 269.20, 265.10, 272.00, 262.50, 265.45, 266.15, 267.24, 61892, 165.40, 2199, 34101, 55.10
AFL, EQ, 16-May-2018, 48.90, 47.00, 49.20, 47.00, 47.30, 47.75, 47.88, 2689, 1.29, 36, 1462, 54.37
AGARIND, BE, 16-May-2018, 270.00, 270.00, 270.00, 256.75, 264.95, 260.15, 262.24, 1636, 4.29, 34, -, -
AGCNET, EQ, 16-May-2018, 113.10, 114.90, 114.90, 110.10, 112.00, 112.00, 111.34, 314, 0.35, 30, 268, 85.35
AGLSL, EQ, 16-May-2018, 97.30, 101.15, 101.15, 95.10, 95.55, 95.65, 95.55, 9502, 9.08, 98, 5952, 62.64
AGRITECH, EQ, 16-May-2018, 127.75, 125.15, 125.90, 123.00, 123.70, 123.35, 124.00, 17816, 22.09, 398, 12481, 70.06
AGROPHOS, SM, 16-May-2018, 40.00, 38.70, 39.90, 38.70, 39.90, 39.90, 38.95, 78000, 30.38, 9, 30000, 38.46
AHLEAST, EQ, 16-May-2018, 310.40, 296.00, 307.90, 294.90, 300.00, 304.40, 299.16, 2006, 6.00, 83, 1387, 69.14
AHLUCONT, EQ, 16-May-2018, 395.25, 393.00, 393.00, 381.00, 392.65, 390.50, 385.31, 13766, 53.04, 366, 10739, 78.01
AHLWEST, BE, 16-May-2018, 305.95, 294.75, 299.95, 290.70, 299.95, 299.95, 293.29, 73, 0.21, 6, -, -
AIAENG, EQ, 16-May-2018, 1470.00, 1470.20, 1520.90, 1435.80, 1510.00, 1510.25, 1493.88, 178086, 2660.39, 11250, 79022, 44.37
AIFL, EQ, 16-May-2018, 457.90, 457.40, 462.90, 451.05, 451.05, 453.35, 456.49, 59460, 271.43, 572, 33012, 55.52
AIRAN, SM, 16-May-2018, 242.55, 248.85, 248.85, 248.85, 248.85, 248.85, 248.85, 500, 1.24, 1, 500, 100.00
AIROLAM, SM, 16-May-2018, 43.50, 46.25, 46.25, 46.25, 46.25, 46.25, 46.25, 3000, 1.39, 1, 3000, 100.00
AISL, SM, 16-May-2018, 120.00, 116.00, 116.00, 103.00, 110.55, 110.55, 109.44, 9600, 10.51, 8, 6000, 62.50
AJANTPHARM, EQ, 16-May-2018, 1050.65, 1040.10, 1065.00, 1029.80, 1060.00, 1059.15, 1050.97, 190091, 1997.81, 6919, 24332, 12.80
AJMERA, EQ, 16-May-2018, 243.80, 243.90, 249.85, 239.00, 248.00, 248.65, 245.16, 63297, 155.18, 1649, 33670, 53.19
AKASH, SM, 16-May-2018, 81.60, 81.00, 81.00, 81.00, 81.00, 81.00, 81.00, 1000, 0.81, 1, 1000, 100.00
AKSHARCHEM, EQ, 16-May-2018, 604.65, 605.05, 605.80, 588.55, 599.95, 594.55, 596.36, 2757, 16.44, 231, 1599, 58.00
AKSHOPTFBR, EQ, 16-May-2018, 32.50, 32.50, 33.80, 32.15, 33.05, 32.90, 33.03, 577634, 190.79, 2077, 292076, 50.56
AKZOINDIA, EQ, 16-May-2018, 1958.65, 1957.80, 1967.85, 1941.00, 1949.00, 1945.60, 1948.58, 4218, 82.19, 358, 2385, 56.54
ALANKIT, EQ, 16-May-2018, 36.90, 37.75, 38.15, 35.25, 35.65, 35.50, 36.31, 204236, 74.16, 716, 139573, 68.34
ALBERTDAVD, EQ, 16-May-2018, 371.80, 368.55, 380.00, 366.00, 370.00, 377.50, 374.83, 1576, 5.91, 27, 1143, 72.53
ALBK, EQ, 16-May-2018, 40.35, 39.50, 39.95, 37.30, 38.95, 38.95, 38.55, 12891018, 4969.18, 29995, 727479, 5.64
ALCHEM, BE, 16-May-2018, 7.70, 8.00, 8.05, 7.35, 7.35, 7.35, 7.36, 11968, 0.88, 27, -, -
ALEMBICLTD, EQ, 16-May-2018, 51.65, 50.75, 51.65, 50.50, 51.50, 51.00, 51.10, 193950, 99.11, 2653, 104940, 54.11
ALICON, EQ, 16-May-2018, 622.80, 620.00, 620.50, 611.30, 615.00, 613.70, 616.69, 1819, 11.22, 87, 1296, 71.25
ALKALI, EQ, 16-May-2018, 78.05, 77.25, 80.00, 77.25, 78.80, 78.10, 78.08, 4536, 3.54, 100, 3345, 73.74
ALKEM, EQ, 16-May-2018, 1997.95, 1979.00, 2050.00, 1975.00, 2015.00, 2036.60, 2009.98, 14743, 296.33, 3056, 9810, 66.54
ALKYLAMINE, EQ, 16-May-2018, 618.70, 617.55, 623.00, 613.50, 620.95, 620.65, 618.72, 2207, 13.66, 114, 1282, 58.09
ALLCARGO, EQ, 16-May-2018, 126.80, 126.80, 131.15, 124.00, 128.60, 128.10, 127.18, 256988, 326.83, 6373, 102114, 39.73
ALLSEC, EQ, 16-May-2018, 355.15, 351.95, 363.40, 341.15, 360.00, 360.30, 356.06, 3435, 12.23, 316, 2395, 69.72
ALMONDZ, BE, 16-May-2018, 31.00, 30.50, 31.05, 30.50, 31.00, 31.00, 30.98, 14001, 4.34, 57, -, -
ALOKTEXT, EQ, 16-May-2018, 1.65, 1.60, 1.60, 1.60, 1.60, 1.60, 1.60, 1249443, 19.99, 338, 1249442, 100.00
ALPA, EQ, 16-May-2018, 34.40, 34.00, 34.55, 33.15, 34.00, 33.80, 33.76, 17930, 6.05, 139, 11600, 64.70
ALPHAGEO, EQ, 16-May-2018, 787.95, 785.60, 798.00, 775.25, 794.50, 792.05, 788.13, 7521, 59.28, 834, 3702, 49.22
ALPSINDUS, BE, 16-May-2018, 2.25, 2.20, 2.35, 2.15, 2.15, 2.15, 2.27, 3135, 0.07, 11, -, -
AMARAJABAT, EQ, 16-May-2018, 859.60, 857.00, 864.85, 853.00, 864.00, 861.45, 859.80, 181453, 1560.13, 9596, 50214, 27.67
AMBER, EQ, 16-May-2018, 1150.45, 1150.05, 1155.50, 1132.50, 1140.00, 1142.75, 1136.07, 28531, 324.13, 2129, 23650, 82.89
AMBIKCO, EQ, 16-May-2018, 1366.95, 1365.00, 1374.95, 1351.05, 1360.05, 1369.45, 1367.23, 2293, 31.35, 145, 1987, 86.66
AMBUJACEM, EQ, 16-May-2018, 214.10, 213.10, 214.40, 210.00, 212.20, 211.80, 211.96, 2481091, 5258.85, 24298, 1376691, 55.49
AMDIND, EQ, 16-May-2018, 26.25, 26.95, 26.95, 25.15, 26.85, 26.30, 25.97, 8463, 2.20, 83, 6442, 76.12
AMJLAND, EQ, 16-May-2018, 28.25, 28.10, 29.90, 27.15, 29.10, 28.80, 28.49, 252201, 71.86, 382, 136008, 53.93
AMRUTANJAN, EQ, 16-May-2018, 281.95, 281.95, 281.95, 276.00, 281.50, 280.55, 279.06, 2885, 8.05, 269, 2031, 70.40
AMTEKAUTO, BZ, 16-May-2018, 10.85, 10.35, 10.35, 10.35, 10.35, 10.35, 10.35, 92217, 9.54, 139, -, -
ANANTRAJ, EQ, 16-May-2018, 40.30, 39.90, 40.55, 39.60, 39.80, 39.90, 40.05, 554372, 222.05, 2433, 202301, 36.49
ANDHRABANK, EQ, 16-May-2018, 35.50, 35.00, 36.30, 34.35, 35.10, 35.15, 35.12, 4627727, 1625.04, 9024, 563202, 12.17
ANDHRACEMT, EQ, 16-May-2018, 9.80, 9.75, 10.20, 9.50, 9.80, 9.90, 9.87, 91788, 9.06, 207, 70130, 76.40
ANDHRSUGAR, EQ, 16-May-2018, 385.15, 386.00, 389.00, 373.00, 381.90, 379.75, 380.36, 23703, 90.16, 1404, 14113, 59.54
ANGIND, BE, 16-May-2018, 2.90, 2.90, 2.90, 2.80, 2.80, 2.80, 2.80, 1209, 0.03, 18, -, -
ANIKINDS, BE, 16-May-2018, 34.65, 33.10, 35.50, 32.95, 32.95, 32.95, 33.04, 9891, 3.27, 61, -, -
ANSALAPI, EQ, 16-May-2018, 19.75, 19.70, 20.10, 19.45, 20.00, 19.90, 19.74, 72501, 14.31, 234, 40815, 56.30
ANSALHSG, EQ, 16-May-2018, 17.75, 17.15, 17.60, 16.55, 16.85, 17.00, 16.94, 53043, 8.99, 285, 31052, 58.54
ANTGRAPHIC, BE, 16-May-2018, 0.75, 0.70, 0.80, 0.70, 0.70, 0.75, 0.70, 26877, 0.19, 31, -, -
APARINDS, EQ, 16-May-2018, 766.75, 760.00, 765.50, 755.00, 761.95, 760.60, 760.01, 3664, 27.85, 269, 3069, 83.76
APCL, EQ, 16-May-2018, 183.95, 180.00, 199.00, 180.00, 181.95, 183.85, 189.08, 1737, 3.28, 67, 1058, 60.91
APCOTEXIND, EQ, 16-May-2018, 540.55, 541.75, 548.00, 539.30, 543.00, 542.25, 543.38, 2923, 15.88, 198, 1775, 60.73
APEX, EQ, 16-May-2018, 545.90, 541.00, 613.00, 520.00, 612.00, 600.50, 572.19, 541880, 3100.59, 19231, 117965, 21.77
APLAPOLLO, EQ, 16-May-2018, 2075.30, 2055.00, 2072.00, 1985.00, 2030.00, 2037.90, 2018.88, 55916, 1128.88, 5167, 38689, 69.19
APLLTD, EQ, 16-May-2018, 481.25, 481.30, 494.00, 468.10, 482.40, 482.25, 481.60, 136535, 657.56, 5851, 52753, 38.64
APOLLO, EQ, 16-May-2018, 201.75, 200.00, 205.30, 200.00, 200.00, 200.65, 201.45, 26005, 52.39, 889, 13230, 50.87
APOLLOHOSP, EQ, 16-May-2018, 1041.80, 1035.00, 1041.80, 1020.00, 1029.00, 1029.45, 1027.23, 123756, 1271.26, 6633, 24245, 19.59
APOLLOTYRE, EQ, 16-May-2018, 288.05, 287.50, 295.40, 285.20, 291.95, 294.05, 291.77, 2123951, 6197.03, 20238, 543102, 25.57
APOLSINHOT, EQ, 16-May-2018, 1802.35, 1790.00, 1794.00, 1725.00, 1784.00, 1785.50, 1767.89, 1347, 23.81, 176, 726, 53.90
APTECHT, EQ, 16-May-2018, 242.95, 240.10, 252.05, 237.50, 251.90, 249.20, 244.49, 359213, 878.22, 6471, 85754, 23.87
ARCHIDPLY, EQ, 16-May-2018, 84.35, 83.90, 87.00, 82.00, 86.50, 86.35, 84.70, 85660, 72.55, 416, 69581, 81.23
ARCHIES, BE, 16-May-2018, 33.20, 33.00, 33.80, 32.20, 32.90, 32.90, 32.65, 24332, 7.94, 181, -, -
ARCOTECH, EQ, 16-May-2018, 24.60, 24.90, 25.00, 23.05, 23.25, 23.30, 23.71, 473496, 112.27, 1994, 294092, 62.11
ARIES, EQ, 16-May-2018, 188.60, 186.20, 193.00, 183.00, 184.60, 183.50, 185.12, 14608, 27.04, 378, 10849, 74.27
ARIHANT, BE, 16-May-2018, 39.55, 37.60, 39.00, 37.60, 39.00, 38.55, 37.71, 1742, 0.66, 12, -, -
ARIHANTSUP, EQ, 16-May-2018, 136.20, 135.15, 137.75, 131.35, 132.50, 132.90, 135.24, 41638, 56.31, 637, 33709, 80.96
ARMANFIN, BE, 16-May-2018, 402.15, 421.75, 421.75, 390.05, 404.95, 400.80, 397.96, 1700, 6.77, 34, -, -
AROGRANITE, EQ, 16-May-2018, 62.00, 62.80, 64.25, 61.05, 63.70, 63.15, 62.75, 39468, 24.76, 500, 14257, 36.12
ARROWGREEN, EQ, 16-May-2018, 280.90, 277.90, 286.60, 277.00, 281.10, 282.60, 282.03, 3402, 9.59, 330, 1554, 45.68
ARROWTEX, EQ, 16-May-2018, 31.80, 31.40, 31.80, 30.10, 30.90, 31.15, 30.94, 11152, 3.45, 193, 7350, 65.91
ARSHIYA, EQ, 16-May-2018, 62.30, 60.90, 66.60, 60.00, 65.20, 64.65, 63.72, 77990, 49.69, 594, 48667, 62.40
ARSSINFRA, BE, 16-May-2018, 34.45, 34.45, 34.50, 33.00, 33.20, 33.30, 33.56, 7671, 2.57, 85, -, -
ARVIND, EQ, 16-May-2018, 417.00, 416.00, 424.85, 411.50, 423.00, 422.60, 419.21, 1109055, 4649.29, 18403, 169465, 15.28
ARVSMART, EQ, 16-May-2018, 176.85, 175.00, 180.75, 173.95, 178.00, 178.20, 177.68, 25089, 44.58, 706, 13448, 53.60
ASAHIINDIA, EQ, 16-May-2018, 356.35, 356.85, 360.85, 352.00, 354.15, 355.85, 355.97, 18242, 64.94, 603, 11307, 61.98
ASAHISONG, EQ, 16-May-2018, 333.60, 333.10, 335.95, 328.00, 333.00, 332.75, 333.20, 1320, 4.40, 95, 798, 60.45
ASAL, EQ, 16-May-2018, 72.10, 71.40, 73.35, 70.10, 72.45, 70.85, 71.19, 10400, 7.40, 221, 4208, 40.46
ASHAPURMIN, EQ, 16-May-2018, 60.95, 63.40, 63.40, 58.00, 59.60, 59.05, 59.49, 81147, 48.27, 1513, 34760, 42.84
ASHIANA, EQ, 16-May-2018, 159.85, 159.85, 160.00, 156.00, 156.60, 156.85, 157.77, 29916, 47.20, 544, 19514, 65.23
ASHIMASYN, EQ, 16-May-2018, 27.10, 26.75, 27.00, 26.20, 26.75, 26.40, 26.43, 124133, 32.80, 371, 97469, 78.52
ASHOKA, EQ, 16-May-2018, 264.95, 262.00, 269.00, 256.85, 267.90, 267.75, 264.99, 115564, 306.24, 3203, 69849, 60.44
ASHOKLEY, EQ, 16-May-2018, 151.00, 151.45, 153.95, 149.65, 152.85, 152.70, 152.23, 11146366, 16968.05, 68410, 3079548, 27.63
ASIANHOTNR, EQ, 16-May-2018, 312.60, 299.45, 313.90, 297.00, 297.00, 299.75, 301.67, 192, 0.58, 20, 141, 73.44
ASIANPAINT, EQ, 16-May-2018, 1314.65, 1305.15, 1332.00, 1300.85, 1330.70, 1323.70, 1313.71, 736281, 9672.57, 38311, 285457, 38.77
ASIANTILES, EQ, 16-May-2018, 445.40, 444.70, 459.90, 435.50, 459.90, 453.50, 445.14, 67276, 299.47, 2655, 43350, 64.44
ASLIND, SM, 16-May-2018, 23.00, 27.60, 27.60, 27.60, 27.60, 27.60, 27.60, 20000, 5.52, 3, 20000, 100.00
ASPINWALL, EQ, 16-May-2018, 353.50, 359.00, 360.00, 340.00, 357.00, 352.20, 351.83, 1759, 6.19, 67, 1190, 67.65
ASSAMCO, EQ, 16-May-2018, 4.00, 4.00, 4.15, 3.90, 3.95, 4.00, 3.98, 354260, 14.10, 921, 233328, 65.86
ASTEC, EQ, 16-May-2018, 654.05, 646.05, 685.00, 645.00, 685.00, 674.75, 663.62, 30172, 200.23, 2195, 12426, 41.18
ASTERDM, EQ, 16-May-2018, 181.90, 180.15, 185.40, 180.10, 184.75, 184.65, 183.50, 95299, 174.87, 2363, 63402, 66.53
ASTRAL, EQ, 16-May-2018, 965.10, 955.00, 969.90, 938.75, 957.00, 963.50, 956.92, 39693, 379.83, 2730, 30308, 76.36
ASTRAMICRO, EQ, 16-May-2018, 95.80, 95.80, 98.95, 93.15, 96.55, 96.45, 95.75, 228017, 218.33, 2237, 67025, 29.39
ASTRAZEN, EQ, 16-May-2018, 1133.60, 1119.35, 1170.00, 1111.05, 1170.00, 1155.20, 1146.95, 6906, 79.21, 495, 4671, 67.64
ASTRON, EQ, 16-May-2018, 120.90, 120.00, 120.00, 116.25, 119.00, 117.80, 118.01, 63332, 74.74, 1392, 38713, 61.13
ATFL, EQ, 16-May-2018, 696.00, 706.45, 706.45, 672.50, 679.95, 674.85, 679.04, 121565, 825.47, 1034, 115200, 94.76
ATLANTA, EQ, 16-May-2018, 68.95, 68.70, 69.00, 67.20, 68.65, 68.40, 68.09, 78866, 53.70, 1228, 31819, 40.35
ATLASCYCLE, BE, 16-May-2018, 144.25, 145.10, 147.00, 141.00, 142.65, 142.65, 143.02, 1254, 1.79, 40, -, -
ATUL, EQ, 16-May-2018, 2840.30, 2830.00, 2855.00, 2807.30, 2851.00, 2847.65, 2841.51, 5104, 145.03, 488, 2380, 46.63
ATULAUTO, EQ, 16-May-2018, 427.80, 420.20, 429.45, 420.20, 422.00, 421.90, 423.72, 4220, 17.88, 289, 2452, 58.10
AUBANK, EQ, 16-May-2018, 696.25, 695.15, 707.00, 685.45, 704.00, 701.25, 696.92, 48444, 337.62, 2506, 17225, 35.56
AURIONPRO, EQ, 16-May-2018, 209.05, 210.85, 214.00, 204.20, 206.25, 206.30, 206.71, 12997, 26.87, 336, 9055, 69.67
AUROPHARMA, EQ, 16-May-2018, 603.40, 601.30, 615.00, 596.45, 600.55, 601.55, 604.50, 1700896, 10281.87, 36619, 714397, 42.00
AUSOMENT, EQ, 16-May-2018, 68.00, 68.95, 70.90, 67.00, 69.90, 69.50, 68.92, 7775, 5.36, 208, 3920, 50.42
AUTOAXLES, EQ, 16-May-2018, 1482.25, 1500.00, 1510.00, 1442.05, 1500.00, 1493.65, 1475.44, 8286, 122.25, 1000, 3938, 47.53
AUTOIND, EQ, 16-May-2018, 75.50, 76.70, 76.70, 70.65, 71.40, 72.25, 73.20, 24440, 17.89, 361, 15591, 63.79
AUTOLITIND, EQ, 16-May-2018, 65.45, 66.15, 66.95, 63.95, 65.25, 65.35, 65.05, 9049, 5.89, 181, 5715, 63.16
AVADHSUGAR, EQ, 16-May-2018, 315.20, 316.95, 316.95, 297.00, 299.60, 299.65, 302.81, 37037, 112.15, 1569, 14947, 40.36
AVANTIFEED, EQ, 16-May-2018, 2132.80, 2125.00, 2125.00, 1976.20, 2048.00, 2048.85, 2032.23, 218199, 4434.30, 21364, 90284, 41.38
AVTNPL, EQ, 16-May-2018, 34.55, 34.60, 34.90, 34.30, 34.90, 34.65, 34.57, 53362, 18.45, 283, 45500, 85.27
AXISBANK, EQ, 16-May-2018, 549.70, 545.00, 552.75, 541.05, 549.00, 550.00, 546.56, 9929095, 54268.22, 66724, 5575224, 56.15
AXISCADES, EQ, 16-May-2018, 155.85, 155.40, 160.00, 152.15, 155.40, 155.55, 156.44, 51598, 80.72, 1815, 28127, 54.51
AXISGOLD, EQ, 16-May-2018, 2712.25, 2687.00, 2735.00, 2687.00, 2709.00, 2709.00, 2712.51, 81, 2.20, 24, 37, 45.68
AXISNIFTY, EQ, 16-May-2018, 1092.21, 1087.54, 1087.54, 1087.54, 1087.54, 1087.54, 1087.54, 5, 0.05, 1, 5, 100.00
AYMSYNTEX, EQ, 16-May-2018, 61.65, 63.90, 63.90, 60.00, 61.30, 61.40, 61.63, 11369, 7.01, 148, 6674, 58.70
BAFNAPHARM, EQ, 16-May-2018, 25.20, 25.00, 25.40, 24.50, 25.40, 25.00, 24.96, 9797, 2.44, 137, 5298, 54.08
BAGFILMS, EQ, 16-May-2018, 4.80, 5.00, 5.00, 4.60, 4.85, 4.85, 4.90, 64637, 3.17, 120, 52752, 81.61
BAJAJ-AUTO, EQ, 16-May-2018, 2823.65, 2813.00, 2826.80, 2785.30, 2813.90, 2811.90, 2803.66, 262982, 7373.13, 16565, 122951, 46.75
BAJAJCORP, EQ, 16-May-2018, 442.65, 442.60, 454.00, 435.00, 450.55, 450.30, 447.56, 21868, 97.87, 1061, 12463, 56.99
BAJAJELEC, EQ, 16-May-2018, 608.20, 605.80, 621.75, 591.35, 603.60, 603.90, 611.17, 423619, 2589.03, 9143, 109728, 25.90
BAJAJFINSV, EQ, 16-May-2018, 5397.50, 5350.00, 5369.90, 5301.00, 5325.00, 5319.20, 5329.20, 82453, 4394.08, 9678, 32244, 39.11
BAJAJHIND, EQ, 16-May-2018, 6.85, 6.75, 7.05, 6.55, 6.95, 6.90, 6.83, 2607935, 178.05, 3955, 1063948, 40.80
BAJAJHLDNG, EQ, 16-May-2018, 2633.80, 2620.85, 2648.60, 2572.05, 2635.00, 2635.10, 2613.41, 3006, 78.56, 729, 1707, 56.79
BAJFINANCE, EQ, 16-May-2018, 1901.95, 1892.50, 1929.00, 1872.90, 1929.00, 1919.95, 1908.26, 952836, 18182.57, 35756, 439871, 46.16
BALAJITELE, EQ, 16-May-2018, 122.10, 121.75, 124.70, 119.25, 124.70, 124.05, 122.26, 62099, 75.92, 684, 51461, 82.87
BALAMINES, EQ, 16-May-2018, 647.25, 645.90, 645.90, 626.25, 634.00, 636.00, 635.83, 21783, 138.50, 981, 11772, 54.04
BALKRISHNA, EQ, 16-May-2018, 79.50, 78.05, 78.95, 75.15, 76.60, 76.35, 76.25, 10478, 7.99, 212, 5883, 56.15
BALKRISIND, EQ, 16-May-2018, 1169.50, 1158.00, 1207.95, 1147.15, 1205.00, 1203.65, 1193.80, 511444, 6105.62, 18741, 228731, 44.72
BALLARPUR, EQ, 16-May-2018, 11.80, 11.75, 11.75, 11.35, 11.40, 11.45, 11.50, 497971, 57.24, 770, 312823, 62.82
BALMLAWRIE, EQ, 16-May-2018, 210.65, 210.25, 213.20, 208.55, 209.40, 209.65, 210.30, 58496, 123.01, 1408, 42229, 72.19
BALPHARMA, EQ, 16-May-2018, 81.00, 80.05, 81.85, 76.85, 76.85, 77.30, 77.80, 27613, 21.48, 479, 14157, 51.27
BALRAMCHIN, EQ, 16-May-2018, 61.95, 61.00, 61.15, 58.70, 59.35, 59.65, 59.75, 3584433, 2141.70, 16807, 1322491, 36.90
BANARBEADS, EQ, 16-May-2018, 54.70, 54.50, 57.70, 54.50, 57.45, 57.45, 57.18, 34, 0.02, 5, 34, 100.00
BANARISUG, EQ, 16-May-2018, 1607.75, 1600.05, 1610.00, 1590.00, 1600.00, 1601.65, 1601.55, 360, 5.77, 25, 338, 93.89
BANCOINDIA, EQ, 16-May-2018, 220.40, 218.00, 223.40, 218.00, 220.10, 219.80, 220.16, 24866, 54.74, 1438, 10226, 41.12
BANDHANBNK, EQ, 16-May-2018, 483.85, 479.90, 484.90, 475.00, 480.30, 482.50, 477.95, 432584, 2067.54, 10329, 263806, 60.98
BANG, EQ, 16-May-2018, 35.70, 35.50, 37.40, 35.35, 37.30, 37.20, 36.57, 24785, 9.06, 158, 17112, 69.04
BANKBARODA, EQ, 16-May-2018, 139.65, 138.30, 138.95, 131.50, 131.90, 132.05, 134.01, 18022426, 24151.52, 86453, 4438359, 24.63
