SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
AKSHARCHEM, EQ, 23-May-2018, 571.95, 579.90, 593.55, 577.55, 584.90, 582.20, 582.53, 10844, 63.17, 2476, 5071, 46.76
AKSHOPTFBR, EQ, 23-May-2018, 32.70, 32.85, 33.65, 32.55, 33.00, 32.80, 33.00, 354696, 117.05, 1303, 168610, 47.54
AKZOINDIA, EQ, 23-May-2018, 1917.40, 1902.30, 1928.90, 1900.00, 1914.00, 1908.50, 1909.04, 7337, 140.07, 574, 5219, 71.13
ALANKIT, EQ, 23-May-2018, 32.15, 32.05, 32.35, 31.25, 31.30, 31.35, 31.66, 37595, 11.90, 390, 29729, 79.08
ALBERTDAVD, EQ, 23-May-2018, 368.15, 366.00, 370.00, 360.15, 370.00, 362.75, 363.80, 1012, 3.68, 15, 932, 92.09
ALBK, EQ, 23-May-2018, 39.15, 38.70, 41.45, 38.20, 40.60, 40.50, 40.13, 8293843, 3328.46, 20139, 974427, 11.75
ALCHEM, BE, 23-May-2018, 7.00, 7.00, 7.10, 6.65, 6.80, 6.80, 6.85, 10225, 0.70, 40, -, -
ALEMBICLTD, EQ, 23-May-2018, 51.55, 51.50, 51.95, 50.60, 51.20, 50.80, 51.45, 254350, 130.85, 1514, 205169, 80.66
ALICON, EQ, 23-May-2018, 618.40, 619.25, 635.00, 619.25, 620.00, 620.65, 627.31, 2421, 15.19, 102, 2253, 93.06
ALKALI, EQ, 23-May-2018, 77.35, 79.40, 79.40, 74.30, 75.25, 75.50, 76.26, 6000, 4.58, 175, 3239, 53.98
ALKEM, EQ, 23-May-2018, 1920.20, 1921.00, 1973.65, 1904.55, 1935.00, 1965.35, 1938.11, 50284, 974.56, 6701, 41001, 81.54
ALKYLAMINE, EQ, 23-May-2018, 682.90, 670.00, 697.90, 670.00, 675.00, 675.65, 688.66, 7376, 50.80, 343, 4622, 62.66
ALLCARGO, EQ, 23-May-2018, 121.40, 117.80, 123.90, 116.00, 120.50, 120.50, 121.06, 339723, 411.26, 4327, 132223, 38.92
ALLSEC, EQ, 23-May-2018, 361.05, 360.00, 371.00, 360.00, 367.00, 365.75, 367.15, 2672, 9.81, 166, 1957, 73.24
ALMONDZ, BE, 23-May-2018, 30.05, 29.15, 30.15, 29.15, 30.10, 30.10, 29.93, 2909, 0.87, 14, -, -
ALOKTEXT, EQ, 23-May-2018, 1.50, 1.50, 1.55, 1.50, 1.55, 1.55, 1.53, 3941455, 60.22, 492, 2558233, 64.91
ALPA, EQ, 23-May-2018, 33.30, 33.50, 34.00, 31.95, 32.90, 32.55, 32.31, 17950, 5.80, 95, 8795, 49.00
ALPHAGEO, EQ, 23-May-2018, 741.25, 735.05, 758.50, 715.25, 754.95, 740.05, 738.74, 15726, 116.17, 1065, 8748, 55.63
ALPSINDUS, BE, 23-May-2018, 2.05, 2.05, 2.15, 1.95, 2.10, 2.10, 2.14, 20711, 0.44, 30, -, -
AMARAJABAT, EQ, 23-May-2018, 799.00, 800.00, 817.60, 778.75, 782.75, 782.35, 802.42, 570892, 4580.94, 15481, 102226, 17.91
AMBER, EQ, 23-May-2018, 1104.40, 1111.00, 1124.80, 1080.00, 1090.00, 1090.45, 1098.00, 18664, 204.93, 3606, 11871, 63.60
AMBIKCO, EQ, 23-May-2018, 1314.90, 1330.55, 1331.00, 1303.10, 1324.95, 1310.55, 1314.68, 2610, 34.31, 239, 1816, 69.58
AMBUJACEM, EQ, 23-May-2018, 208.00, 207.55, 209.10, 206.50, 207.40, 207.50, 207.79, 1418518, 2947.51, 9032, 847016, 59.71
AMDIND, EQ, 23-May-2018, 26.15, 26.95, 27.45, 26.95, 27.45, 27.45, 27.29, 9011, 2.46, 37, 6979, 77.45
AMJLAND, EQ, 23-May-2018, 26.95, 26.90, 26.90, 24.85, 24.95, 25.05, 25.59, 61594, 15.76, 378, 45419, 73.74
AMJUMBO, SM, 23-May-2018, 89.50, 82.00, 87.80, 82.00, 87.80, 87.45, 86.36, 10000, 8.64, 5, 6000, 60.00
AMRUTANJAN, EQ, 23-May-2018, 282.00, 282.00, 282.00, 276.00, 278.05, 278.15, 278.75, 4487, 12.51, 219, 3156, 70.34
AMTEKAUTO, BZ, 23-May-2018, 10.30, 10.80, 10.80, 10.80, 10.80, 10.80, 10.80, 75880, 8.20, 114, -, -
ANANTRAJ, EQ, 23-May-2018, 40.95, 41.00, 42.25, 40.65, 41.80, 41.65, 41.52, 744497, 309.14, 2646, 396566, 53.27
ANDHRABANK, EQ, 23-May-2018, 34.50, 33.45, 37.70, 33.10, 36.25, 36.30, 36.05, 18605010, 6707.26, 29524, 1813830, 9.75
ANDHRACEMT, EQ, 23-May-2018, 9.15, 9.25, 9.90, 9.20, 9.65, 9.60, 9.60, 180241, 17.30, 322, 119913, 66.53
ANDHRSUGAR, EQ, 23-May-2018, 377.40, 378.95, 388.95, 375.25, 376.00, 376.70, 380.51, 19875, 75.63, 708, 10585, 53.26
ANGIND, BE, 23-May-2018, 2.40, 2.45, 2.50, 2.30, 2.50, 2.50, 2.32, 3625, 0.08, 30, -, -
ANIKINDS, BE, 23-May-2018, 33.60, 34.90, 34.90, 33.00, 34.00, 33.60, 33.68, 5018, 1.69, 66, -, -
ANSALAPI, EQ, 23-May-2018, 15.70, 15.95, 16.40, 15.60, 15.90, 15.75, 15.85, 86933, 13.78, 287, 49889, 57.39
ANSALHSG, EQ, 23-May-2018, 16.15, 16.00, 16.65, 15.35, 15.75, 15.70, 15.89, 67975, 10.80, 246, 41115, 60.49
ANTGRAPHIC, BE, 23-May-2018, 0.75, 0.80, 0.80, 0.70, 0.70, 0.75, 0.75, 29113, 0.22, 22, -, -
APARINDS, EQ, 23-May-2018, 736.60, 735.80, 740.60, 712.00, 722.00, 719.15, 725.29, 25069, 181.82, 617, 23587, 94.09
APCL, EQ, 23-May-2018, 182.15, 180.10, 189.95, 180.00, 185.95, 185.95, 185.62, 1707, 3.17, 66, 1112, 65.14
APCOTEXIND, EQ, 23-May-2018, 539.75, 539.75, 540.50, 530.00, 530.20, 533.20, 537.32, 3489, 18.75, 156, 2427, 69.56
APEX, EQ, 23-May-2018, 585.80, 584.00, 588.35, 562.00, 567.90, 569.80, 576.60, 114393, 659.59, 3825, 29017, 25.37
APLAPOLLO, EQ, 23-May-2018, 1908.05, 1939.90, 1939.90, 1855.00, 1900.00, 1899.85, 1899.02, 16582, 314.90, 1517, 13824, 83.37
APLLTD, EQ, 23-May-2018, 437.55, 435.20, 437.00, 418.50, 423.00, 422.30, 425.38, 35018, 148.96, 1915, 27881, 79.62
APOLLO, EQ, 23-May-2018, 186.70, 186.55, 189.85, 185.05, 185.75, 185.55, 187.45, 16881, 31.64, 640, 8522, 50.48
APOLLOHOSP, EQ, 23-May-2018, 968.30, 968.50, 983.20, 957.00, 962.65, 963.95, 965.80, 156097, 1507.59, 9613, 43335, 27.76
APOLLOTYRE, EQ, 23-May-2018, 274.25, 273.25, 277.85, 271.25, 273.90, 274.90, 274.34, 1653827, 4537.13, 26964, 433450, 26.21
APOLSINHOT, EQ, 23-May-2018, 1637.35, 1721.95, 1721.95, 1638.00, 1672.05, 1694.50, 1696.59, 369, 6.26, 94, 294, 79.67
APTECHT, EQ, 23-May-2018, 225.95, 224.75, 233.95, 224.65, 226.50, 226.65, 229.87, 395079, 908.17, 6787, 72746, 18.41
ARCHIDPLY, EQ, 23-May-2018, 83.30, 83.35, 84.65, 82.90, 84.00, 83.30, 83.75, 10152, 8.50, 235, 6401, 63.05
ARCHIES, BE, 23-May-2018, 32.10, 32.10, 33.20, 31.60, 33.20, 32.60, 32.42, 35014, 11.35, 168, -, -
ARCOTECH, EQ, 23-May-2018, 22.75, 22.65, 24.80, 22.65, 23.40, 23.35, 23.71, 559344, 132.64, 2513, 260791, 46.62
ARENTERP, EQ, 23-May-2018, 14.95, 14.25, 14.25, 14.25, 14.25, 14.25, 14.25, 100, 0.01, 1, 100, 100.00
ARIES, EQ, 23-May-2018, 176.85, 178.00, 183.00, 178.00, 179.00, 179.85, 180.27, 11638, 20.98, 365, 5600, 48.12
ARIHANTSUP, EQ, 23-May-2018, 128.40, 128.50, 134.50, 128.50, 132.95, 131.85, 132.24, 41835, 55.32, 3916, 31339, 74.91
ARMANFIN, BE, 23-May-2018, 370.70, 373.00, 378.00, 362.00, 362.00, 367.35, 371.70, 900, 3.35, 25, -, -
AROGRANITE, EQ, 23-May-2018, 59.65, 62.40, 62.40, 58.35, 59.00, 58.90, 60.11, 32793, 19.71, 402, 18278, 55.74
ARROWGREEN, EQ, 23-May-2018, 298.30, 293.80, 307.90, 285.00, 290.05, 294.35, 298.23, 19891, 59.32, 1004, 6810, 34.24
ARROWTEX, EQ, 23-May-2018, 32.30, 33.30, 33.30, 31.30, 31.40, 31.70, 31.50, 14797, 4.66, 63, 10588, 71.56
ARSHIYA, EQ, 23-May-2018, 60.80, 60.55, 61.50, 59.80, 60.20, 60.40, 60.45, 26578, 16.07, 379, 13481, 50.72
ARSSINFRA, BE, 23-May-2018, 28.70, 30.00, 30.10, 27.30, 27.50, 27.40, 27.90, 81238, 22.67, 306, -, -
ARVIND, EQ, 23-May-2018, 389.85, 391.00, 392.00, 380.50, 381.85, 382.20, 384.83, 1114599, 4289.32, 23544, 301731, 27.07
ARVSMART, EQ, 23-May-2018, 175.20, 174.00, 177.90, 169.20, 170.00, 169.95, 171.48, 40042, 68.67, 592, 30567, 76.34
ASAHIINDIA, EQ, 23-May-2018, 338.65, 339.10, 341.80, 335.60, 339.00, 339.70, 339.31, 30718, 104.23, 748, 23453, 76.35
ASAHISONG, EQ, 23-May-2018, 309.35, 309.95, 309.95, 281.00, 285.75, 286.60, 292.31, 23711, 69.31, 724, 17540, 73.97
ASAL, EQ, 23-May-2018, 68.65, 68.55, 73.75, 68.55, 70.05, 70.00, 70.39, 5115, 3.60, 163, 2171, 42.44
ASHAPURMIN, EQ, 23-May-2018, 58.75, 58.35, 60.25, 58.35, 59.35, 59.10, 59.19, 73587, 43.55, 1300, 33449, 45.46
ASHIANA, EQ, 23-May-2018, 153.90, 154.00, 155.00, 146.90, 147.00, 149.45, 150.74, 36366, 54.82, 612, 24982, 68.70
ASHIMASYN, EQ, 23-May-2018, 25.60, 25.05, 26.40, 24.00, 24.95, 24.95, 25.36, 103819, 26.32, 687, 39924, 38.46
ASHOKA, EQ, 23-May-2018, 251.70, 251.95, 257.00, 248.60, 251.50, 250.00, 250.55, 171992, 430.93, 3951, 139614, 81.17
ASHOKLEY, EQ, 23-May-2018, 140.90, 141.60, 146.00, 141.05, 145.85, 145.35, 144.00, 28848076, 41540.50, 120132, 11974259, 41.51
ASIANHOTNR, EQ, 23-May-2018, 289.50, 290.00, 295.00, 275.10, 275.10, 277.90, 284.24, 686, 1.95, 47, 379, 55.25
ASIANPAINT, EQ, 23-May-2018, 1286.85, 1281.00, 1292.15, 1269.60, 1276.05, 1278.60, 1276.89, 509522, 6506.03, 31838, 291980, 57.30
ASIANTILES, EQ, 23-May-2018, 436.85, 438.85, 441.60, 424.60, 427.00, 427.65, 436.30, 46250, 201.79, 3258, 32402, 70.06
ASLIND, SM, 23-May-2018, 27.60, 24.00, 24.00, 23.50, 23.50, 23.50, 23.75, 8000, 1.90, 2, 8000, 100.00
ASPINWALL, EQ, 23-May-2018, 349.80, 345.00, 347.95, 337.00, 342.00, 341.50, 342.85, 3562, 12.21, 46, 2040, 57.27
ASSAMCO, EQ, 23-May-2018, 3.75, 3.70, 4.10, 3.70, 3.90, 4.00, 3.98, 368355, 14.66, 298, 274217, 74.44
ASTEC, EQ, 23-May-2018, 679.80, 667.00, 688.90, 667.00, 680.00, 680.20, 680.72, 12286, 83.63, 557, 6071, 49.41
ASTERDM, EQ, 23-May-2018, 179.80, 182.40, 183.50, 175.95, 176.40, 177.00, 179.45, 74391, 133.49, 1754, 46657, 62.72
ASTRAL, EQ, 23-May-2018, 927.50, 933.95, 933.95, 898.05, 903.90, 903.95, 913.18, 14514, 132.54, 1131, 9061, 62.43
ASTRAMICRO, EQ, 23-May-2018, 95.45, 92.50, 96.80, 92.50, 92.90, 92.95, 94.22, 292483, 275.59, 2817, 88543, 30.27
ASTRAZEN, EQ, 23-May-2018, 1144.95, 1145.15, 1224.00, 1144.00, 1187.00, 1182.05, 1186.42, 76130, 903.22, 4767, 41814, 54.92
ASTRON, EQ, 23-May-2018, 114.20, 114.25, 114.70, 110.10, 110.15, 110.85, 112.89, 104972, 118.50, 1705, 39349, 37.49
ATFL, EQ, 23-May-2018, 686.75, 680.75, 688.00, 668.20, 680.00, 682.05, 679.84, 7710, 52.42, 437, 5089, 66.01
ATLANTA, EQ, 23-May-2018, 61.50, 61.70, 63.95, 60.60, 61.65, 61.65, 62.15, 98245, 61.06, 1669, 44630, 45.43
ATLASCYCLE, BE, 23-May-2018, 136.45, 140.85, 142.90, 135.05, 138.00, 136.90, 137.55, 1632, 2.24, 89, -, -
ATUL, EQ, 23-May-2018, 2821.60, 2829.95, 2837.50, 2760.00, 2765.00, 2786.75, 2792.31, 8288, 231.43, 1061, 6895, 83.19
ATULAUTO, EQ, 23-May-2018, 424.10, 424.00, 426.65, 421.20, 425.00, 423.15, 423.06, 8201, 34.70, 251, 6715, 81.88
AUBANK, EQ, 23-May-2018, 693.35, 693.90, 712.50, 688.35, 704.10, 709.20, 701.86, 121728, 854.36, 5393, 74370, 61.10
AURIONPRO, EQ, 23-May-2018, 195.95, 198.90, 200.00, 195.00, 200.00, 197.35, 197.02, 16005, 31.53, 364, 9483, 59.25
AUROPHARMA, EQ, 23-May-2018, 580.00, 579.90, 588.00, 571.60, 574.00, 573.90, 578.41, 1093393, 6324.25, 23072, 234943, 21.49
AUSOMENT, EQ, 23-May-2018, 66.35, 66.45, 68.45, 65.55, 66.00, 66.75, 66.68, 9281, 6.19, 146, 4661, 50.22
AUTOAXLES, EQ, 23-May-2018, 1410.00, 1400.00, 1439.00, 1376.25, 1384.95, 1384.40, 1402.91, 16776, 235.35, 3630, 11266, 67.16
AUTOIND, EQ, 23-May-2018, 71.50, 71.95, 78.60, 71.20, 74.40, 74.25, 75.95, 34177, 25.96, 1309, 13743, 40.21
AUTOLITIND, EQ, 23-May-2018, 65.60, 64.95, 69.00, 63.75, 67.05, 67.70, 67.78, 18101, 12.27, 430, 8238, 45.51
AVADHSUGAR, EQ, 23-May-2018, 377.95, 383.00, 383.25, 350.05, 354.95, 356.05, 365.79, 59234, 216.67, 2014, 24036, 40.58
AVANTIFEED, EQ, 23-May-2018, 1981.65, 1967.80, 1970.00, 1905.00, 1910.75, 1913.35, 1934.52, 90123, 1743.45, 13188, 46863, 52.00
AVG, SM, 23-May-2018, 112.95, 110.00, 110.00, 107.25, 107.25, 107.85, 108.56, 6000, 6.51, 5, 6000, 100.00
AVTNPL, EQ, 23-May-2018, 33.90, 34.10, 34.40, 33.75, 34.00, 33.90, 33.97, 29412, 9.99, 193, 20554, 69.88
AXISBANK, EQ, 23-May-2018, 523.30, 522.00, 528.20, 519.40, 519.80, 520.25, 522.91, 4426060, 23144.37, 62173, 1810352, 40.90
AXISCADES, EQ, 23-May-2018, 147.95, 147.85, 149.40, 145.25, 147.00, 146.45, 147.33, 15655, 23.06, 868, 5483, 35.02
AXISGOLD, EQ, 23-May-2018, 2725.85, 2735.00, 2884.00, 2707.00, 2849.00, 2797.60, 2753.79, 1059, 29.16, 75, 1011, 95.47
AXISNIFTY, EQ, 23-May-2018, 1056.50, 1053.76, 1063.20, 1050.09, 1050.09, 1050.09, 1055.31, 92, 0.97, 8, 10, 10.87
AYMSYNTEX, EQ, 23-May-2018, 59.00, 58.05, 59.95, 58.00, 58.60, 58.70, 59.00, 8354, 4.93, 119, 4028, 48.22
BAFNAPHARM, EQ, 23-May-2018, 23.60, 23.90, 24.90, 23.40, 24.45, 24.45, 24.45, 10434, 2.55, 67, 6616, 63.41
BAGFILMS, EQ, 23-May-2018, 4.75, 4.70, 4.80, 4.65, 4.65, 4.70, 4.73, 19209, 0.91, 45, 11109, 57.83
BAJAJ-AUTO, EQ, 23-May-2018, 2808.50, 2821.80, 2832.15, 2766.00, 2770.70, 2774.95, 2783.65, 243631, 6781.83, 22070, 111781, 45.88
BAJAJCORP, EQ, 23-May-2018, 452.90, 455.00, 455.00, 450.00, 450.10, 450.35, 451.26, 12070, 54.47, 601, 8899, 73.73
BAJAJELEC, EQ, 23-May-2018, 604.95, 625.00, 642.00, 566.35, 584.00, 582.60, 609.38, 4204470, 25621.26, 88272, 420189, 9.99
BAJAJFINSV, EQ, 23-May-2018, 5971.80, 5949.00, 5960.00, 5770.00, 5780.00, 5790.05, 5874.11, 162348, 9536.50, 18063, 44664, 27.51
BAJAJHIND, EQ, 23-May-2018, 7.35, 7.35, 7.35, 7.15, 7.20, 7.20, 7.26, 2045401, 148.44, 2082, 844110, 41.27
BAJAJHLDNG, EQ, 23-May-2018, 2875.00, 2852.55, 2920.20, 2783.60, 2860.00, 2861.80, 2894.76, 295868, 8564.67, 3892, 278036, 93.97
BAJFINANCE, EQ, 23-May-2018, 2149.30, 2148.00, 2148.00, 2066.20, 2079.85, 2078.40, 2099.34, 1443827, 30310.85, 62774, 438684, 30.38
BALAJITELE, EQ, 23-May-2018, 126.00, 126.00, 133.60, 126.00, 129.95, 129.90, 130.19, 497912, 648.24, 2330, 401143, 80.57
BALAMINES, EQ, 23-May-2018, 586.80, 590.00, 602.65, 566.80, 571.00, 570.45, 579.57, 32032, 185.65, 1419, 21186, 66.14
BALKRISHNA, EQ, 23-May-2018, 72.10, 74.90, 74.90, 70.65, 73.40, 73.10, 72.07, 4528, 3.26, 71, 3218, 71.07
BALKRISIND, EQ, 23-May-2018, 1129.20, 1124.00, 1133.00, 1100.05, 1105.00, 1104.45, 1115.26, 344736, 3844.72, 17156, 169913, 49.29
BALLARPUR, EQ, 23-May-2018, 11.05, 11.00, 11.65, 10.80, 11.05, 11.10, 11.22, 1066252, 119.67, 6433, 427791, 40.12
BALMLAWRIE, EQ, 23-May-2018, 212.70, 210.80, 213.45, 206.10, 208.75, 208.05, 210.59, 53350, 112.35, 1142, 38682, 72.51
BALPHARMA, EQ, 23-May-2018, 73.85, 72.65, 73.75, 69.65, 69.95, 70.35, 71.35, 30123, 21.49, 460, 22270, 73.93
BALRAMCHIN, EQ, 23-May-2018, 73.30, 73.80, 74.45, 67.50, 68.20, 68.00, 70.28, 9961063, 7000.90, 36266, 1771874, 17.79
BANARBEADS, EQ, 23-May-2018, 55.65, 53.50, 56.40, 53.50, 55.00, 54.45, 53.77, 906, 0.49, 22, 681, 75.17
BANARISUG, EQ, 23-May-2018, 1610.30, 1612.90, 1624.80, 1550.10, 1550.10, 1569.05, 1579.02, 206, 3.25, 49, 167, 81.07
BANCOINDIA, EQ, 23-May-2018, 214.35, 214.00, 218.00, 213.00, 214.65, 214.15, 215.57, 31349, 67.58, 937, 11518, 36.74
BANDHANBNK, EQ, 23-May-2018, 470.35, 471.80, 500.00, 469.30, 495.25, 495.95, 491.93, 1809012, 8899.04, 30939, 1108305, 61.27
BANG, EQ, 23-May-2018, 39.25, 39.05, 40.80, 38.50, 40.00, 40.15, 39.80, 37907, 15.09, 146, 16718, 44.10
