SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 22-May-2018, 41.45, 41.30, 43.15, 41.10, 41.10, 41.25, 41.75, 64131, 26.77, 539, 38669, 60.30
21STCENMGM, EQ, 22-May-2018, 39.90, 39.15, 39.15, 39.15, 39.15, 39.15, 39.15, 201, 0.08, 4, 201, 100.00
3IINFOTECH, EQ, 22-May-2018, 4.50, 4.50, 4.70, 4.50, 4.70, 4.70, 4.66, 892587, 41.58, 429, 598547, 67.06
3MINDIA, EQ, 22-May-2018, 19251.75, 19800.00, 19800.00, 19198.70, 19588.90, 19494.95, 19376.90, 802, 155.40, 270, 654, 81.55
3PLAND, EQ, 22-May-2018, 13.30, 13.70, 14.00, 13.45, 14.00, 13.95, 13.81, 3700, 0.51, 13, 2300, 62.16
5PAISA, EQ, 22-May-2018, 392.45, 373.50, 397.45, 373.50, 391.90, 390.55, 387.10, 9327, 36.10, 380, 4723, 50.64
63MOONS, EQ, 22-May-2018, 81.65, 80.25, 81.85, 76.00, 76.75, 76.55, 77.95, 320581, 249.88, 4760, 171031, 53.35
8KMILES, EQ, 22-May-2018, 528.70, 529.85, 634.40, 511.20, 634.40, 633.90, 598.82, 1443694, 8645.08, 45407, 190145, 13.17
A2ZINFRA, EQ, 22-May-2018, 20.15, 20.25, 21.35, 19.90, 21.00, 20.90, 20.82, 473406, 98.56, 3218, 183292, 38.72
AAKASH, SM, 22-May-2018, 49.05, 45.00, 45.00, 44.00, 45.00, 45.00, 44.67, 6000, 2.68, 3, 4000, 66.67
AARTIDRUGS, EQ, 22-May-2018, 540.00, 532.60, 544.60, 530.00, 540.00, 542.55, 538.75, 2070, 11.15, 204, 1512, 73.04
AARTIIND, EQ, 22-May-2018, 1222.55, 1225.05, 1271.00, 1225.05, 1267.00, 1264.70, 1253.88, 16973, 212.82, 1064, 12783, 75.31
AARVEEDEN, EQ, 22-May-2018, 39.00, 38.50, 41.90, 38.50, 39.50, 39.20, 39.22, 6336, 2.48, 59, 4360, 68.81
ABAN, EQ, 22-May-2018, 156.55, 157.10, 160.60, 154.25, 158.40, 158.40, 157.94, 635626, 1003.89, 8381, 115647, 18.19
ABB, EQ, 22-May-2018, 1200.20, 1195.00, 1212.00, 1186.20, 1210.00, 1208.65, 1200.41, 14191, 170.35, 1199, 6082, 42.86
ABBOTINDIA, EQ, 22-May-2018, 6606.60, 6659.00, 6659.00, 6521.00, 6551.10, 6563.60, 6569.86, 1321, 86.79, 368, 953, 72.14
ABCAPITAL, EQ, 22-May-2018, 143.85, 144.00, 145.85, 143.40, 145.00, 144.90, 144.66, 972098, 1406.23, 10059, 506084, 52.06
ABFRL, EQ, 22-May-2018, 140.40, 140.25, 144.85, 139.35, 143.50, 143.85, 142.61, 484605, 691.11, 3245, 403739, 83.31
ABGSHIP, BZ, 22-May-2018, 5.40, 5.50, 5.65, 5.50, 5.65, 5.65, 5.64, 14062, 0.79, 43, -, -
ABMINTLTD, BE, 22-May-2018, 22.55, 21.65, 21.65, 21.65, 21.65, 21.65, 21.65, 160, 0.03, 4, -, -
ACC, EQ, 22-May-2018, 1344.10, 1342.20, 1343.90, 1313.05, 1320.25, 1325.30, 1325.34, 534896, 7089.18, 29477, 197415, 36.91
ACCELYA, EQ, 22-May-2018, 1212.65, 1215.15, 1249.00, 1210.10, 1242.00, 1242.75, 1227.57, 2396, 29.41, 343, 1752, 73.12
ACCORD, SM, 22-May-2018, 44.80, 43.00, 43.00, 41.00, 41.00, 41.00, 42.33, 6000, 2.54, 3, 6000, 100.00
ACE, EQ, 22-May-2018, 163.80, 169.00, 172.00, 163.80, 172.00, 170.60, 167.82, 1120899, 1881.09, 14444, 285141, 25.44
ADANIENT, EQ, 22-May-2018, 118.20, 119.90, 123.50, 118.25, 122.20, 122.25, 120.87, 3700083, 4472.46, 22426, 390371, 10.55
ADANIPORTS, EQ, 22-May-2018, 383.70, 382.70, 389.05, 377.75, 381.35, 379.75, 379.68, 1861819, 7068.88, 37554, 871288, 46.80
ADANIPOWER, EQ, 22-May-2018, 20.70, 20.80, 21.00, 20.00, 20.25, 20.20, 20.43, 13814458, 2822.69, 19068, 3944397, 28.55
ADANITRANS, EQ, 22-May-2018, 125.30, 125.40, 127.00, 122.10, 123.00, 123.75, 124.22, 653579, 811.89, 5668, 130646, 19.99
ADFFOODS, EQ, 22-May-2018, 257.65, 259.80, 264.80, 251.30, 254.05, 254.60, 256.11, 107963, 276.51, 2657, 30310, 28.07
ADHUNIK, EQ, 22-May-2018, 3.30, 3.35, 3.40, 3.25, 3.30, 3.35, 3.35, 5214, 0.17, 45, 5059, 97.03
ADHUNIKIND, EQ, 22-May-2018, 66.80, 65.00, 65.00, 63.50, 63.50, 63.50, 63.55, 6406, 4.07, 30, 6406, 100.00
ADLABS, EQ, 22-May-2018, 44.20, 44.05, 44.30, 41.60, 42.20, 42.20, 42.74, 63958, 27.33, 490, 47831, 74.79
ADORWELD, EQ, 22-May-2018, 346.05, 344.05, 359.90, 343.05, 356.90, 356.05, 352.61, 6908, 24.36, 342, 3674, 53.18
ADROITINFO, EQ, 22-May-2018, 29.85, 30.50, 30.50, 28.30, 28.50, 28.90, 29.73, 2869, 0.85, 59, 2838, 98.92
ADSL, EQ, 22-May-2018, 16.25, 17.05, 17.05, 16.50, 17.00, 17.00, 16.72, 10900, 1.82, 57, 8444, 77.47
ADVANIHOTR, EQ, 22-May-2018, 56.20, 54.50, 57.00, 54.50, 56.10, 56.15, 55.48, 11536, 6.40, 166, 7739, 67.09
ADVENZYMES, EQ, 22-May-2018, 221.40, 218.80, 232.20, 216.15, 225.50, 224.45, 224.30, 268597, 602.47, 5549, 104586, 38.94
AEGISCHEM, EQ, 22-May-2018, 257.55, 257.20, 270.00, 255.10, 259.70, 259.15, 263.54, 66678, 175.72, 2135, 23469, 35.20
AFL, EQ, 22-May-2018, 47.45, 45.60, 48.90, 45.60, 47.15, 47.15, 48.00, 1761, 0.85, 26, 1654, 93.92
AGARIND, EQ, 22-May-2018, 251.20, 262.95, 262.95, 239.00, 239.00, 241.60, 241.78, 3106, 7.51, 48, 2773, 89.28
AGCNET, EQ, 22-May-2018, 106.35, 106.35, 114.95, 106.00, 114.95, 110.25, 108.17, 2646, 2.86, 39, 1676, 63.34
AGLSL, EQ, 22-May-2018, 94.80, 97.90, 103.00, 94.10, 103.00, 99.10, 96.93, 4533, 4.39, 93, 2000, 44.12
AGRITECH, EQ, 22-May-2018, 122.25, 119.00, 128.80, 119.00, 120.30, 120.15, 123.16, 26681, 32.86, 682, 12599, 47.22
AGROPHOS, SM, 22-May-2018, 39.40, 38.25, 40.00, 38.25, 40.00, 38.95, 38.94, 36000, 14.02, 6, 12000, 33.33
AHLEAST, EQ, 22-May-2018, 298.40, 290.25, 298.35, 290.00, 292.00, 292.35, 292.00, 1212, 3.54, 98, 674, 55.61
AHLUCONT, EQ, 22-May-2018, 373.60, 379.90, 379.90, 370.00, 370.10, 370.65, 372.63, 96195, 358.45, 231, 93545, 97.25
AHLWEST, BE, 22-May-2018, 272.65, 286.25, 286.25, 260.00, 263.00, 263.00, 266.00, 111, 0.30, 12, -, -
AIAENG, EQ, 22-May-2018, 1534.70, 1548.55, 1560.35, 1531.55, 1560.00, 1559.40, 1556.88, 51353, 799.50, 4213, 40716, 79.29
AICHAMP, BE, 22-May-2018, 23.80, 24.90, 24.90, 24.90, 24.90, 24.90, 24.90, 1, 0.00, 1, -, -
AIFL, EQ, 22-May-2018, 459.85, 466.00, 504.00, 465.00, 495.00, 498.80, 481.60, 389033, 1873.59, 4205, 148011, 38.05
AIRAN, SM, 22-May-2018, 242.00, 242.00, 254.10, 242.00, 251.50, 251.20, 250.47, 25000, 62.62, 32, 14500, 58.00
AIROLAM, SM, 22-May-2018, 43.00, 44.00, 46.85, 43.95, 46.85, 46.85, 45.35, 36000, 16.32, 12, 36000, 100.00
AISL, SM, 22-May-2018, 112.00, 107.05, 109.75, 106.00, 109.00, 109.00, 107.26, 10800, 11.58, 9, 7200, 66.67
AJANTPHARM, EQ, 22-May-2018, 986.50, 982.10, 999.95, 962.35, 995.00, 994.15, 981.81, 288395, 2831.50, 10692, 62136, 21.55
AJMERA, EQ, 22-May-2018, 240.25, 241.95, 243.45, 237.05, 238.00, 238.80, 240.25, 85942, 206.48, 1855, 58641, 68.23
AKSHARCHEM, EQ, 22-May-2018, 583.50, 598.00, 598.00, 570.50, 574.00, 571.95, 577.80, 6875, 39.72, 498, 2549, 37.08
AKSHOPTFBR, EQ, 22-May-2018, 32.35, 32.30, 33.30, 32.25, 32.65, 32.70, 32.70, 361909, 118.33, 1372, 171417, 47.36
AKZOINDIA, EQ, 22-May-2018, 1900.70, 1897.00, 1923.90, 1897.00, 1910.95, 1917.40, 1914.20, 2982, 57.08, 738, 2044, 68.54
ALANKIT, EQ, 22-May-2018, 32.30, 31.20, 33.90, 30.80, 32.00, 32.15, 32.36, 112814, 36.50, 651, 57546, 51.01
ALBERTDAVD, EQ, 22-May-2018, 366.20, 356.20, 370.00, 356.20, 369.10, 368.15, 367.60, 861, 3.17, 10, 861, 100.00
ALBK, EQ, 22-May-2018, 38.55, 38.85, 39.80, 37.85, 39.10, 39.15, 38.94, 5414839, 2108.45, 13267, 343735, 6.35
ALCHEM, BE, 22-May-2018, 6.95, 6.95, 7.00, 6.85, 7.00, 7.00, 7.00, 11303, 0.79, 13, -, -
ALEMBICLTD, EQ, 22-May-2018, 51.55, 51.95, 52.50, 50.20, 51.75, 51.55, 51.50, 173058, 89.13, 3749, 96755, 55.91
ALICON, EQ, 22-May-2018, 602.80, 607.35, 621.60, 596.65, 621.00, 618.40, 613.72, 1362, 8.36, 141, 1094, 80.32
ALKALI, EQ, 22-May-2018, 77.85, 77.25, 78.70, 76.50, 77.75, 77.35, 77.46, 4922, 3.81, 192, 3315, 67.35
ALKEM, EQ, 22-May-2018, 1940.95, 1940.50, 1952.95, 1888.00, 1919.10, 1920.20, 1919.03, 13840, 265.59, 3239, 8961, 64.75
ALKYLAMINE, EQ, 22-May-2018, 701.75, 695.10, 695.95, 677.00, 686.60, 682.90, 689.19, 12147, 83.72, 551, 8645, 71.17
ALLCARGO, EQ, 22-May-2018, 124.40, 125.00, 125.40, 117.70, 121.10, 121.40, 121.98, 293849, 358.44, 4284, 151108, 51.42
ALLSEC, EQ, 22-May-2018, 372.50, 367.05, 367.05, 357.00, 357.20, 361.05, 360.27, 6446, 23.22, 259, 3938, 61.09
ALMONDZ, BE, 22-May-2018, 30.40, 30.00, 30.75, 30.00, 30.05, 30.05, 30.28, 811, 0.25, 8, -, -
ALOKTEXT, EQ, 22-May-2018, 1.55, 1.50, 1.55, 1.50, 1.50, 1.50, 1.50, 3835694, 57.58, 973, 1521098, 39.66
ALPA, EQ, 22-May-2018, 32.15, 32.70, 33.45, 31.55, 33.35, 33.30, 32.78, 11692, 3.83, 95, 8553, 73.15
ALPHAGEO, EQ, 22-May-2018, 761.60, 764.00, 778.75, 738.00, 738.00, 741.25, 748.98, 24208, 181.31, 1806, 15968, 65.96
ALPSINDUS, BE, 22-May-2018, 2.00, 2.00, 2.05, 1.90, 2.05, 2.05, 1.99, 66866, 1.33, 43, -, -
AMARAJABAT, EQ, 22-May-2018, 808.40, 803.00, 806.20, 790.00, 801.00, 799.00, 798.78, 525017, 4193.71, 14103, 102159, 19.46
AMBER, EQ, 22-May-2018, 1139.90, 1126.00, 1139.35, 1101.00, 1104.50, 1104.40, 1112.66, 12450, 138.53, 1517, 8836, 70.97
AMBIKCO, EQ, 22-May-2018, 1334.50, 1326.00, 1355.00, 1313.10, 1315.00, 1314.90, 1320.82, 3160, 41.74, 325, 2439, 77.18
AMBUJACEM, EQ, 22-May-2018, 208.05, 208.50, 210.30, 206.35, 208.05, 208.00, 207.98, 1483612, 3085.62, 12941, 645835, 43.53
AMDIND, EQ, 22-May-2018, 25.20, 24.60, 26.45, 24.60, 26.45, 26.15, 24.83, 24365, 6.05, 70, 23184, 95.15
AMJLAND, EQ, 22-May-2018, 28.10, 27.80, 28.50, 26.75, 26.80, 26.95, 27.16, 17460, 4.74, 142, 14512, 83.12
AMJUMBO, SM, 22-May-2018, 86.75, 88.20, 89.50, 85.00, 89.50, 89.50, 88.72, 22000, 19.52, 7, 20000, 90.91
AMRUTANJAN, EQ, 22-May-2018, 272.45, 272.10, 285.30, 268.15, 282.50, 282.00, 275.70, 10606, 29.24, 407, 8035, 75.76
AMTEKAUTO, BZ, 22-May-2018, 9.85, 10.15, 10.30, 10.00, 10.30, 10.30, 10.25, 300903, 30.86, 439, -, -
ANANTRAJ, EQ, 22-May-2018, 39.40, 39.40, 41.50, 39.15, 41.45, 40.95, 40.16, 605472, 243.14, 2915, 212247, 35.05
ANDHRABANK, EQ, 22-May-2018, 34.95, 35.25, 35.25, 33.50, 34.30, 34.50, 34.57, 5759742, 1991.32, 10185, 734996, 12.76
ANDHRACEMT, EQ, 22-May-2018, 9.65, 9.60, 9.60, 9.10, 9.20, 9.15, 9.29, 444344, 41.26, 672, 367959, 82.81
ANDHRSUGAR, EQ, 22-May-2018, 379.95, 382.50, 391.95, 373.00, 378.00, 377.40, 379.53, 52981, 201.08, 1357, 31033, 58.57
ANGIND, BE, 22-May-2018, 2.50, 2.50, 2.60, 2.40, 2.40, 2.40, 2.49, 11193, 0.28, 17, -, -
ANIKINDS, BE, 22-May-2018, 32.10, 31.30, 33.70, 30.60, 33.20, 33.60, 32.56, 12605, 4.10, 79, -, -
ANSALAPI, EQ, 22-May-2018, 15.90, 16.45, 16.45, 15.40, 15.70, 15.70, 15.79, 353469, 55.81, 668, 229051, 64.80
ANSALHSG, EQ, 22-May-2018, 16.30, 16.30, 16.90, 16.00, 16.00, 16.15, 16.27, 44618, 7.26, 222, 31390, 70.35
ANTGRAPHIC, BE, 22-May-2018, 0.70, 0.75, 0.75, 0.65, 0.70, 0.75, 0.73, 32507, 0.24, 28, -, -
APARINDS, EQ, 22-May-2018, 744.95, 745.00, 745.00, 730.15, 741.95, 736.60, 736.91, 1689, 12.45, 311, 793, 46.95
APCL, EQ, 22-May-2018, 181.60, 181.60, 192.25, 180.30, 180.35, 182.15, 185.37, 1219, 2.26, 74, 815, 66.86
APCOTEXIND, EQ, 22-May-2018, 534.55, 533.55, 542.00, 526.05, 542.00, 539.75, 535.09, 3949, 21.13, 207, 2603, 65.92
APEX, EQ, 22-May-2018, 584.60, 587.90, 603.90, 581.00, 584.00, 585.80, 590.41, 151040, 891.76, 4642, 31350, 20.76
APLAPOLLO, EQ, 22-May-2018, 1930.90, 1910.05, 1940.00, 1866.05, 1910.00, 1908.05, 1907.56, 27949, 533.14, 2842, 16654, 59.59
APLLTD, EQ, 22-May-2018, 444.55, 440.05, 448.20, 430.00, 437.00, 437.55, 437.37, 23999, 104.96, 1527, 16783, 69.93
APOLLO, EQ, 22-May-2018, 186.75, 189.95, 190.80, 185.55, 186.05, 186.70, 187.69, 25468, 47.80, 785, 11579, 45.46
APOLLOHOSP, EQ, 22-May-2018, 983.50, 978.00, 983.45, 957.00, 968.80, 968.30, 965.92, 414262, 4001.45, 23975, 109821, 26.51
APOLLOTYRE, EQ, 22-May-2018, 276.00, 276.00, 278.00, 269.60, 274.05, 274.25, 274.74, 1686995, 4634.86, 30942, 511670, 30.33
APOLSINHOT, EQ, 22-May-2018, 1653.85, 1656.00, 1697.35, 1615.50, 1632.00, 1637.35, 1658.29, 667, 11.06, 133, 418, 62.67
APTECHT, EQ, 22-May-2018, 219.90, 218.80, 230.00, 218.80, 225.60, 225.95, 225.55, 346747, 782.08, 6029, 88254, 25.45
ARCHIDPLY, EQ, 22-May-2018, 83.50, 84.05, 86.00, 82.95, 84.50, 83.30, 84.88, 84149, 71.42, 380, 70537, 83.82
ARCHIES, BE, 22-May-2018, 32.05, 32.50, 32.50, 31.50, 32.50, 32.10, 32.14, 18135, 5.83, 129, -, -
ARCOTECH, EQ, 22-May-2018, 22.75, 22.75, 23.00, 22.40, 22.95, 22.75, 22.73, 197480, 44.89, 1034, 100154, 50.72
ARIES, EQ, 22-May-2018, 177.10, 175.50, 180.45, 175.00, 177.05, 176.85, 177.55, 6626, 11.76, 244, 4732, 71.42
ARIHANT, EQ, 22-May-2018, 39.00, 39.90, 39.90, 39.65, 39.65, 39.65, 39.90, 201, 0.08, 3, 201, 100.00
ARIHANTSUP, EQ, 22-May-2018, 128.40, 130.50, 130.50, 125.20, 128.00, 128.40, 127.75, 29064, 37.13, 173, 25813, 88.81
ARMANFIN, BE, 22-May-2018, 374.40, 386.95, 386.95, 361.05, 367.00, 370.70, 367.81, 2977, 10.95, 37, -, -
AROGRANITE, EQ, 22-May-2018, 60.45, 61.00, 63.00, 58.50, 60.00, 59.65, 60.57, 79488, 48.14, 728, 38023, 47.83
ARROWGREEN, EQ, 22-May-2018, 271.50, 271.10, 298.65, 265.00, 298.65, 298.30, 292.98, 38842, 113.80, 1868, 16740, 43.10
ARROWTEX, EQ, 22-May-2018, 30.70, 32.70, 33.25, 31.25, 32.25, 32.30, 32.62, 28510, 9.30, 167, 14366, 50.39
ARSHIYA, EQ, 22-May-2018, 60.85, 60.80, 62.50, 59.00, 60.40, 60.80, 61.12, 36861, 22.53, 428, 20990, 56.94
ARSSINFRA, BE, 22-May-2018, 28.60, 27.25, 30.00, 27.20, 27.20, 28.70, 27.52, 168144, 46.28, 303, -, -
ARVIND, EQ, 22-May-2018, 390.35, 391.00, 395.50, 386.85, 389.70, 389.85, 391.15, 1225576, 4793.80, 21361, 312584, 25.51
ARVSMART, EQ, 22-May-2018, 179.20, 178.40, 179.35, 173.20, 174.50, 175.20, 175.61, 25240, 44.32, 599, 19354, 76.68
ASAHIINDIA, EQ, 22-May-2018, 334.90, 334.35, 342.90, 334.35, 338.80, 338.65, 339.22, 13862, 47.02, 517, 8436, 60.86
ASAHISONG, EQ, 22-May-2018, 313.55, 311.05, 311.05, 306.00, 306.70, 309.35, 308.19, 2218, 6.84, 138, 1790, 80.70
ASAL, EQ, 22-May-2018, 69.50, 69.00, 70.95, 68.05, 68.20, 68.65, 68.70, 3032, 2.08, 120, 1516, 50.00
ASHAPURMIN, EQ, 22-May-2018, 57.85, 58.10, 60.20, 57.25, 59.00, 58.75, 58.71, 68236, 40.06, 878, 31482, 46.14
ASHIANA, EQ, 22-May-2018, 153.15, 154.05, 156.10, 153.35, 154.00, 153.90, 154.36, 13127, 20.26, 254, 8694, 66.23
ASHIMASYN, EQ, 22-May-2018, 25.00, 24.45, 26.35, 22.65, 25.50, 25.60, 24.44, 288535, 70.53, 1467, 126753, 43.93
ASHOKA, EQ, 22-May-2018, 243.85, 243.85, 252.80, 241.10, 252.55, 251.70, 250.39, 103724, 259.71, 3167, 65711, 63.35
ASHOKLEY, EQ, 22-May-2018, 134.30, 132.75, 146.00, 132.15, 141.55, 140.90, 140.98, 65283103, 92035.89, 253059, 15422899, 23.62
ASIANHOTNR, EQ, 22-May-2018, 283.15, 271.50, 290.00, 271.50, 290.00, 289.50, 283.64, 392, 1.11, 42, 215, 54.85
ASIANPAINT, EQ, 22-May-2018, 1301.70, 1298.00, 1302.00, 1279.00, 1284.40, 1286.85, 1287.81, 708573, 9125.07, 38817, 340705, 48.08
ASIANTILES, EQ, 22-May-2018, 426.80, 421.00, 445.90, 421.00, 437.00, 436.85, 437.85, 62529, 273.78, 2819, 28203, 45.10
ASPINWALL, EQ, 22-May-2018, 340.15, 342.05, 349.85, 338.10, 349.80, 349.80, 342.62, 1948, 6.67, 34, 1687, 86.60
ASSAMCO, EQ, 22-May-2018, 3.85, 3.90, 4.00, 3.75, 3.75, 3.75, 3.82, 317453, 12.14, 258, 259011, 81.59
ASTEC, EQ, 22-May-2018, 668.65, 668.00, 689.00, 663.00, 678.15, 679.80, 678.98, 19113, 129.77, 1096, 6595, 34.51
ASTERDM, EQ, 22-May-2018, 188.05, 184.05, 187.45, 177.65, 181.00, 179.80, 182.24, 157065, 286.24, 2520, 89383, 56.91
ASTRAL, EQ, 22-May-2018, 919.05, 929.95, 934.00, 910.05, 930.00, 927.50, 921.47, 16048, 147.88, 641, 11259, 70.16
ASTRAMICRO, EQ, 22-May-2018, 90.55, 90.50, 98.35, 88.50, 95.05, 95.45, 94.61, 391054, 369.96, 4106, 129354, 33.08
ASTRAZEN, EQ, 22-May-2018, 1140.05, 1172.00, 1209.00, 1136.00, 1145.00, 1144.95, 1158.88, 105835, 1226.50, 5436, 64009, 60.48
ASTRON, EQ, 22-May-2018, 113.35, 114.00, 117.00, 113.25, 113.70, 114.20, 114.72, 60246, 69.11, 1703, 22874, 37.97
ATFL, EQ, 22-May-2018, 669.05, 675.70, 688.00, 664.75, 684.00, 686.75, 680.07, 11573, 78.70, 562, 7421, 64.12
ATLANTA, EQ, 22-May-2018, 61.65, 62.35, 62.35, 60.70, 61.80, 61.50, 61.48, 56711, 34.86, 924, 37083, 65.39
ATLASCYCLE, BE, 22-May-2018, 135.15, 134.00, 139.90, 130.05, 136.45, 136.45, 132.74, 11095, 14.73, 156, -, -
ATUL, EQ, 22-May-2018, 2787.75, 2790.00, 2830.00, 2742.05, 2828.00, 2821.60, 2805.62, 7280, 204.25, 1859, 4127, 56.69
ATULAUTO, EQ, 22-May-2018, 426.75, 429.15, 429.15, 422.05, 424.00, 424.10, 423.91, 10250, 43.45, 475, 5181, 50.55
AUBANK, EQ, 22-May-2018, 704.60, 704.00, 720.00, 690.00, 690.10, 693.35, 705.69, 133055, 938.96, 6313, 63398, 47.65
AURDIS, SM, 22-May-2018, 29.40, 29.00, 29.00, 29.00, 29.00, 29.00, 29.00, 2000, 0.58, 1, 2000, 100.00
AURIONPRO, EQ, 22-May-2018, 198.15, 201.00, 201.00, 194.60, 195.25, 195.95, 196.29, 20460, 40.16, 415, 15289, 74.73
AUROPHARMA, EQ, 22-May-2018, 565.50, 563.20, 584.00, 560.45, 580.00, 580.00, 576.38, 1637549, 9438.47, 23325, 467330, 28.54
AUSOMENT, EQ, 22-May-2018, 68.05, 65.05, 67.90, 65.05, 66.60, 66.35, 66.53, 7265, 4.83, 158, 3364, 46.30
AUTOAXLES, EQ, 22-May-2018, 1447.25, 1454.45, 1469.00, 1398.10, 1418.90, 1410.00, 1428.56, 12861, 183.73, 1719, 7907, 61.48
AUTOIND, EQ, 22-May-2018, 70.10, 69.70, 72.00, 68.05, 72.00, 71.50, 70.91, 10679, 7.57, 218, 6385, 59.79
AUTOLITIND, EQ, 22-May-2018, 64.25, 64.00, 66.05, 62.20, 66.00, 65.60, 64.76, 12893, 8.35, 177, 8411, 65.24
AVADHSUGAR, EQ, 22-May-2018, 339.85, 348.90, 387.75, 344.95, 376.95, 377.95, 366.73, 174106, 638.50, 5374, 51176, 29.39
AVANTIFEED, EQ, 22-May-2018, 1953.00, 1952.00, 2034.80, 1901.00, 1980.00, 1981.65, 1961.92, 146525, 2874.71, 12248, 59111, 40.34
AVG, SM, 22-May-2018, 110.30, 110.10, 112.95, 110.10, 112.95, 112.95, 111.85, 3600, 4.03, 3, 3600, 100.00
AVTNPL, EQ, 22-May-2018, 33.50, 34.45, 34.45, 33.30, 33.75, 33.90, 33.82, 26196, 8.86, 196, 19564, 74.68
AXISBANK, EQ, 22-May-2018, 526.85, 528.40, 533.50, 520.65, 522.80, 523.30, 527.76, 4711540, 24865.76, 82226, 2159460, 45.83
AXISCADES, EQ, 22-May-2018, 147.75, 147.85, 151.40, 146.00, 148.00, 147.95, 148.41, 31111, 46.17, 1156, 15160, 48.73
AXISGOLD, EQ, 22-May-2018, 2681.05, 2676.05, 2744.95, 2676.05, 2724.80, 2725.85, 2722.43, 1173, 31.93, 89, 1009, 86.02
AXISNIFTY, EQ, 22-May-2018, 1055.22, 1058.33, 1065.81, 1056.50, 1056.50, 1056.50, 1060.93, 106, 1.12, 8, 55, 51.89
AYMSYNTEX, EQ, 22-May-2018, 59.60, 56.15, 60.80, 56.15, 58.50, 59.00, 59.19, 24931, 14.76, 259, 18812, 75.46
BAFNAPHARM, EQ, 22-May-2018, 23.55, 24.00, 26.00, 23.15, 23.90, 23.60, 25.56, 94051, 24.04, 299, 77620, 82.53
BAGFILMS, EQ, 22-May-2018, 4.70, 4.85, 4.85, 4.60, 4.75, 4.75, 4.70, 25195, 1.18, 57, 18857, 74.84
BAJAJ-AUTO, EQ, 22-May-2018, 2720.55, 2730.00, 2826.00, 2725.05, 2816.00, 2808.50, 2792.07, 512096, 14298.08, 40458, 164569, 32.14
BAJAJCORP, EQ, 22-May-2018, 450.50, 450.80, 455.10, 449.20, 451.20, 452.90, 451.91, 9860, 44.56, 826, 5159, 52.32
BAJAJELEC, EQ, 22-May-2018, 596.65, 601.30, 618.60, 590.20, 612.00, 604.95, 607.60, 849831, 5163.55, 21884, 160299, 18.86
BAJAJFINSV, EQ, 22-May-2018, 5722.05, 5715.00, 6020.00, 5682.15, 5999.00, 5971.80, 5906.58, 429138, 25347.37, 40068, 145598, 33.93
BAJAJHIND, EQ, 22-May-2018, 7.05, 7.20, 7.40, 7.10, 7.35, 7.35, 7.28, 3204266, 233.26, 2544, 1492550, 46.58
BAJAJHLDNG, EQ, 22-May-2018, 2721.55, 2710.00, 2920.00, 2710.00, 2865.00, 2875.00, 2857.43, 763720, 21822.80, 6431, 726050, 95.07
BAJFINANCE, EQ, 22-May-2018, 2105.45, 2111.00, 2177.90, 2110.00, 2146.00, 2149.30, 2155.28, 1963373, 42316.26, 79406, 306180, 15.59
BALAJITELE, EQ, 22-May-2018, 122.05, 121.40, 127.90, 118.90, 127.90, 126.00, 121.77, 130221, 158.57, 2250, 62054, 47.65
BALAMINES, EQ, 22-May-2018, 595.35, 586.00, 605.45, 580.00, 590.00, 586.80, 593.86, 19761, 117.35, 1558, 13415, 67.89
BALKRISHNA, EQ, 22-May-2018, 72.50, 72.00, 73.95, 70.00, 72.00, 72.10, 71.50, 6593, 4.71, 67, 5510, 83.57
BALKRISIND, EQ, 22-May-2018, 1117.60, 1122.05, 1142.50, 1106.85, 1124.15, 1129.20, 1132.03, 1017914, 11523.12, 36571, 716125, 70.35
BALLARPUR, EQ, 22-May-2018, 10.70, 10.80, 11.80, 10.45, 11.00, 11.05, 11.09, 780004, 86.52, 3029, 385893, 49.47
BALMLAWRIE, EQ, 22-May-2018, 209.30, 209.95, 213.50, 209.95, 213.00, 212.70, 211.91, 34207, 72.49, 1074, 17938, 52.44
BALPHARMA, EQ, 22-May-2018, 75.10, 77.80, 78.95, 73.00, 74.30, 73.85, 75.34, 22861, 17.22, 264, 13099, 57.30
BALRAMCHIN, EQ, 22-May-2018, 66.00, 67.40, 74.20, 67.25, 73.40, 73.30, 70.67, 17710680, 12516.59, 61205, 4310785, 24.34
BANARBEADS, EQ, 22-May-2018, 54.00, 52.80, 56.00, 52.00, 56.00, 55.65, 53.92, 9792, 5.28, 57, 5481, 55.97
BANARISUG, EQ, 22-May-2018, 1577.10, 1576.55, 1622.00, 1560.05, 1622.00, 1610.30, 1602.10, 131, 2.10, 29, 107, 81.68
BANCOINDIA, EQ, 22-May-2018, 215.15, 215.00, 217.65, 212.40, 213.90, 214.35, 214.98, 35710, 76.77, 1275, 15336, 42.95
BANDHANBNK, EQ, 22-May-2018, 468.80, 468.80, 477.40, 468.00, 470.05, 470.35, 471.28, 243251, 1146.40, 14572, 146289, 60.14
BANG, EQ, 22-May-2018, 38.70, 38.70, 39.40, 37.15, 39.30, 39.25, 38.07, 64349, 24.50, 391, 32539, 50.57
