Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
23-MAY-2018,20MICRONS,41.45,41.25,0.0048,0.0247,0.0240,0.4585
23-MAY-2018,21STCENMGM,38.40,39.15,-0.0193,0.0550,0.0535,1.0221
23-MAY-2018,3IINFOTECH,4.90,4.70,0.0417,0.0358,0.0362,0.6916
23-MAY-2018,3MINDIA,19598.05,19494.95,0.0053,0.0127,0.0124,0.2369
23-MAY-2018,3PLAND,13.15,13.95,-0.0591,0.0332,0.0353,0.6744
23-MAY-2018,5PAISA,373.15,390.55,-0.0456,0.0321,0.0331,0.6324
23-MAY-2018,63MOONS,77.55,76.55,0.0130,0.0328,0.0320,0.6114
23-MAY-2018,8KMILES,631.20,633.90,-0.0043,0.0587,0.0569,1.0871
23-MAY-2018,A2ZINFRA,21.45,20.90,0.0260,0.0400,0.0393,0.7508
23-MAY-2018,AARTIDRUGS,531.95,542.55,-0.0197,0.0187,0.0188,0.3592
23-MAY-2018,AARTIIND,1257.55,1264.70,-0.0057,0.0169,0.0164,0.3133
23-MAY-2018,AARVEEDEN,39.10,39.20,-0.0026,0.0290,0.0281,0.5368
23-MAY-2018,ABAN,156.50,158.40,-0.0121,0.0234,0.0229,0.4375
23-MAY-2018,ABB,1194.65,1208.65,-0.0117,0.0123,0.0123,0.2350
23-MAY-2018,ABBOTINDIA,6587.45,6563.60,0.0036,0.0156,0.0152,0.2904
23-MAY-2018,ABCAPITAL,140.95,144.90,-0.0276,0.0140,0.0152,0.2904
23-MAY-2018,ABFRL,142.90,143.85,-0.0066,0.0182,0.0177,0.3382
23-MAY-2018,ABGSHIP,5.90,5.65,0.0433,0.0330,0.0337,0.6438
23-MAY-2018,ABHISHEK,4.50,4.50,0.0000,0.0016,0.0016,0.0306
23-MAY-2018,ABMINTLTD,21.65,21.65,0.0000,0.0362,0.0351,0.6706
23-MAY-2018,ACC,1313.75,1325.30,-0.0088,0.0136,0.0134,0.2560
23-MAY-2018,ACCELYA,1203.50,1242.75,-0.0321,0.0172,0.0184,0.3515
23-MAY-2018,ACE,165.30,170.60,-0.0316,0.0274,0.0277,0.5292
23-MAY-2018,ADANIENT,117.40,122.25,-0.0405,0.0286,0.0294,0.5617
23-MAY-2018,ADANIPORTS,374.25,379.75,-0.0146,0.0146,0.0146,0.2789
23-MAY-2018,ADANIPOWER,20.10,20.20,-0.0050,0.0302,0.0293,0.5598
23-MAY-2018,ADANITRANS,120.40,123.75,-0.0274,0.0350,0.0346,0.6610
23-MAY-2018,ADFFOODS,254.55,254.60,-0.0002,0.0262,0.0254,0.4853
23-MAY-2018,ADHUNIK,3.50,3.35,0.0438,0.0292,0.0303,0.5789
23-MAY-2018,ADHUNIKIND,60.35,63.50,-0.0509,0.0340,0.0352,0.6725
23-MAY-2018,ADLABS,40.10,42.20,-0.0510,0.0266,0.0287,0.5483
23-MAY-2018,ADORWELD,346.45,356.05,-0.0273,0.0197,0.0202,0.3859
23-MAY-2018,ADROITINFO,29.60,28.90,0.0239,0.0231,0.0232,0.4432
23-MAY-2018,ADSL,17.10,17.00,0.0059,0.0296,0.0287,0.5483
23-MAY-2018,ADVANIHOTR,54.30,56.15,-0.0335,0.0328,0.0328,0.6266
23-MAY-2018,ADVENZYMES,222.00,224.45,-0.0110,0.0199,0.0195,0.3725
23-MAY-2018,AEGISCHEM,267.05,259.15,0.0300,0.0184,0.0193,0.3687
23-MAY-2018,AFL,48.25,47.15,0.0231,0.0309,0.0305,0.5827
23-MAY-2018,AGARIND,252.00,241.60,0.0421,0.0281,0.0291,0.5560
23-MAY-2018,AGCNET,108.90,110.25,-0.0123,0.0301,0.0293,0.5598
23-MAY-2018,AGLSL,94.05,99.10,-0.0523,0.0247,0.0272,0.5197
23-MAY-2018,AGRITECH,119.95,120.15,-0.0017,0.0262,0.0254,0.4853
23-MAY-2018,AHLEAST,298.65,292.35,0.0213,0.0288,0.0284,0.5426
23-MAY-2018,AHLUCONT,366.40,370.65,-0.0115,0.0194,0.0190,0.3630
23-MAY-2018,AHLWEST,250.10,263.00,-0.0503,0.0348,0.0359,0.6859
23-MAY-2018,AIAENG,1557.95,1559.40,-0.0009,0.0155,0.0150,0.2866
23-MAY-2018,AICHAMP,26.05,24.90,0.0451,0.0330,0.0339,0.6477
23-MAY-2018,AIFL,491.60,498.80,-0.0145,0.0254,0.0249,0.4757
23-MAY-2018,AJANTPHARM,987.00,994.15,-0.0072,0.0228,0.0222,0.4241
23-MAY-2018,AJMERA,236.40,238.80,-0.0101,0.0242,0.0236,0.4509
23-MAY-2018,AKSHARCHEM,582.20,571.95,0.0178,0.0192,0.0191,0.3649
23-MAY-2018,AKSHOPTFBR,32.80,32.70,0.0031,0.0296,0.0287,0.5483
23-MAY-2018,AKZOINDIA,1908.50,1917.40,-0.0047,0.0122,0.0119,0.2273
23-MAY-2018,ALANKIT,31.35,32.15,-0.0252,0.0406,0.0398,0.7604
23-MAY-2018,ALBERTDAVD,362.75,368.15,-0.0148,0.0145,0.0145,0.2770
23-MAY-2018,ALBK,40.50,39.15,0.0339,0.0309,0.0311,0.5942
23-MAY-2018,ALCHEM,6.80,7.00,-0.0290,0.0315,0.0314,0.5999
23-MAY-2018,ALEMBICLTD,50.80,51.55,-0.0147,0.0255,0.0250,0.4776
23-MAY-2018,ALICON,620.65,618.40,0.0036,0.0181,0.0176,0.3362
23-MAY-2018,ALKALI,75.50,77.35,-0.0242,0.0362,0.0356,0.6801
23-MAY-2018,ALKEM,1965.35,1920.20,0.0232,0.0158,0.0163,0.3114
23-MAY-2018,ALKYLAMINE,675.65,682.90,-0.0107,0.0314,0.0306,0.5846
23-MAY-2018,ALLCARGO,120.50,121.40,-0.0074,0.0209,0.0203,0.3878
23-MAY-2018,ALLSEC,365.75,361.05,0.0129,0.0227,0.0222,0.4241
23-MAY-2018,ALMONDZ,30.10,30.05,0.0017,0.0346,0.0335,0.6400
23-MAY-2018,ALOKTEXT,1.55,1.50,0.0328,0.0415,0.0410,0.7833
23-MAY-2018,ALPA,32.55,33.30,-0.0228,0.0286,0.0283,0.5407
23-MAY-2018,ALPHAGEO,740.05,741.25,-0.0016,0.0226,0.0219,0.4184
23-MAY-2018,ALPSINDUS,2.10,2.05,0.0241,0.0329,0.0324,0.6190
23-MAY-2018,AMARAJABAT,782.35,799.00,-0.0211,0.0188,0.0189,0.3611
23-MAY-2018,AMBER,1090.45,1104.40,-0.0127,0.0190,0.0187,0.3573
23-MAY-2018,AMBIKCO,1310.55,1314.90,-0.0033,0.0127,0.0123,0.2350
23-MAY-2018,AMBUJACEM,207.50,208.00,-0.0024,0.0168,0.0163,0.3114
23-MAY-2018,AMDIND,27.45,26.15,0.0485,0.0246,0.0266,0.5082
23-MAY-2018,AMJLAND,25.05,26.95,-0.0731,0.0518,0.0533,1.0183
23-MAY-2018,AMRUTANJAN,278.15,282.00,-0.0137,0.0201,0.0198,0.3783
23-MAY-2018,AMTEKAUTO,10.80,10.30,0.0474,0.0446,0.0448,0.8559
23-MAY-2018,ANANTRAJ,41.65,40.95,0.0169,0.0272,0.0267,0.5101
23-MAY-2018,ANDHRABANK,36.30,34.50,0.0509,0.0241,0.0265,0.5063
23-MAY-2018,ANDHRACEMT,9.60,9.15,0.0480,0.0321,0.0333,0.6362
23-MAY-2018,ANDHRSUGAR,376.70,377.40,-0.0019,0.0318,0.0308,0.5884
23-MAY-2018,ANGIND,2.50,2.40,0.0408,0.0336,0.0341,0.6515
23-MAY-2018,ANIKINDS,33.60,33.60,0.0000,0.0461,0.0447,0.8540
23-MAY-2018,ANSALAPI,15.75,15.70,0.0032,0.0379,0.0368,0.7031
23-MAY-2018,ANSALHSG,15.70,16.15,-0.0283,0.0254,0.0256,0.4891
23-MAY-2018,ANTGRAPHIC,0.75,0.75,0.0000,0.0428,0.0415,0.7929
23-MAY-2018,APARINDS,719.15,736.60,-0.0240,0.0122,0.0132,0.2522
23-MAY-2018,APCL,185.95,182.15,0.0206,0.0224,0.0223,0.4260
