Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,29112016,368712526,0001634
Trade Date <29-NOV-2016>,Settlement Type <N>,Settlement No <2016224>,Settlement Date <01-DEC-2016>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,104930,72747,69.33
20,2,3IINFOTECH,EQ,1068822,513473,48.04
20,3,3MINDIA,EQ,503,422,83.90
20,4,8KMILES,EQ,43930,14941,34.01
20,5,A2ZINFRA,EQ,1465975,516668,35.24
20,6,AARTIDRUGS,EQ,8515,3532,41.48
20,7,AARTIIND,EQ,18899,13537,71.63
20,8,AARVEEDEN,EQ,11747,4702,40.03
20,9,ABAN,EQ,1029024,191954,18.65
20,10,ABB,EQ,32679,22047,67.47
20,11,ABBOTINDIA,EQ,2372,1070,45.11
20,12,ABFRL,EQ,224020,135953,60.69
20,13,ABGSHIP,EQ,508099,156181,30.74
20,14,ABIRLANUVO,EQ,113995,33098,29.03
20,15,ACC,EQ,215852,65521,30.35
20,16,ACCELYA,EQ,644,393,61.02
20,17,ACE,EQ,202471,95750,47.29
20,18,ADANIENT,EQ,1821304,368926,20.26
20,19,ADANIPORTS,EQ,4965658,2543582,51.22
20,20,ADANIPOWER,EQ,22269136,7137784,32.05
20,21,ADANITRANS,EQ,2637165,920044,34.89
20,22,ADFFOODS,EQ,90616,33852,37.36
20,23,ADHUNIK,EQ,31035,20496,66.04
20,24,ADHUNIKIND,EQ,10314,256,2.48
20,25,ADI,EQ,14086,10873,77.19
20,26,ADLABS,EQ,89788,49680,55.33
20,27,ADORWELD,EQ,5419,2779,51.28
20,28,ADSL,EQ,225916,110020,48.70
20,29,ADVANIHOTR,EQ,755,755,100.00
20,30,ADVENZYMES,EQ,306612,93976,30.65
20,31,AEGISCHEM,EQ,136807,101416,74.13
20,32,AFL,EQ,29856,21200,71.01
20,33,AGARIND,EQ,34453,23149,67.19
20,34,AGCNET,EQ,6381,3608,56.54
20,35,AGROPHOS,SM,30000,30000,100.00
20,36,AHLEAST,EQ,83,49,59.04
20,37,AHLUCONT,EQ,333548,317921,95.31
20,38,AHLWEST,EQ,149,134,89.93
20,39,AIAENG,EQ,294932,260067,88.18
20,40,AIFL,EQ,126097,44299,35.13
20,41,AJANTPHARM,EQ,69171,20887,30.20
20,42,AJMERA,EQ,53156,29674,55.82
20,43,AKSHOPTFBR,EQ,2336455,595801,25.50
20,44,AKZOINDIA,EQ,8980,6850,76.28
20,45,ALANKIT,EQ,589859,35331,5.99
20,46,ALBERTDAVD,EQ,8440,6225,73.76
20,47,ALBK,EQ,2156980,272672,12.64
20,48,ALCHEM,EQ,1368,366,26.75
20,49,ALEMBICLTD,EQ,98772,56642,57.35
20,50,ALICON,EQ,6593,4024,61.03
20,51,ALKALI,EQ,14146,8148,57.60
20,52,ALKEM,EQ,35042,27662,78.94
20,53,ALKYLAMINE,EQ,3884,3166,81.51
20,54,ALLCARGO,EQ,48425,21903,45.23
20,55,ALLSEC,EQ,155619,80953,52.02
20,56,ALMONDZ,EQ,5620,5610,99.82
20,57,ALOKTEXT,EQ,15092075,6471740,42.88
20,58,ALPHAGEO,EQ,13829,6231,45.06
20,59,ALPSINDUS,EQ,34867,26516,76.05
20,60,AMARAJABAT,EQ,181768,79162,43.55
20,61,AMBIKCO,EQ,3172,1992,62.80
20,62,AMBUJACEM,EQ,3137705,2211880,70.49
20,63,AMDIND,EQ,7052,4913,69.67
20,64,AMRUTANJAN,EQ,14709,4736,32.20
20,65,AMTEKAUTO,EQ,1960185,548354,27.97
20,66,AMTL,EQ,1580,1550,98.10
20,67,ANANTRAJ,EQ,593556,249003,41.95
20,68,ANDHRABANK,EQ,2410776,1103148,45.76
20,69,ANDHRACEMT,EQ,154159,128980,83.67
20,70,ANDHRSUGAR,EQ,53826,27885,51.81
20,71,ANGIND,EQ,16797,16649,99.12
20,72,ANKITMETAL,EQ,65466,65350,99.82
20,73,ANSALAPI,EQ,176607,78912,44.68
20,74,ANSALHSG,EQ,82662,62441,75.54
20,75,APARINDS,EQ,14264,9902,69.42
20,76,APCOTEXIND,EQ,7697,5178,67.27
20,77,APLAPOLLO,EQ,5191,3017,58.12
20,78,APLLTD,EQ,44870,27963,62.32
20,79,APOLLOHOSP,EQ,269253,180098,66.89
20,80,APOLLOTYRE,EQ,1576827,344523,21.85
20,81,APOLSINHOT,EQ,121,86,71.07
20,82,APTECHT,EQ,612833,244716,39.93
20,83,ARCHIDPLY,EQ,55637,25602,46.02
20,84,ARCHIES,EQ,40026,25755,64.35
20,85,ARCOTECH,EQ,113935,10466,9.19
20,86,ARIES,EQ,479631,100638,20.98
20,87,ARIHANT,EQ,577,467,80.94
20,88,ARMANFIN,EQ,10159,7654,75.34
20,89,AROGRANITE,EQ,28639,14925,52.11
20,90,ARROWGREEN,EQ,12550,9144,72.86
20,91,ARROWTEX,EQ,17709,12008,67.81
20,92,ARSHIYA,EQ,23245,12431,53.48
20,93,ARSSINFRA,EQ,1411372,328536,23.28
20,94,ARVIND,EQ,1286595,191803,14.91
20,95,ARVINFRA,EQ,45707,33285,72.82
20,96,ASAHIINDIA,EQ,7862,5869,74.65
20,97,ASAHISONG,EQ,55581,22747,40.93
20,98,ASAL,EQ,3528,2375,67.32
20,99,ASHAPURMIN,EQ,112296,59483,52.97
20,100,ASHIANA,EQ,13988,6941,49.62
20,101,ASHIMASYN,EQ,348986,123510,35.39
20,102,ASHOKA,EQ,188012,127382,67.75
20,103,ASHOKLEY,EQ,10406070,2378444,22.86
20,104,ASIANHOTNR,EQ,3134,3049,97.29
20,105,ASIANPAINT,EQ,2507536,1581449,63.07
20,106,ASIANTILES,EQ,80872,50738,62.74
20,107,ASSAMCO,EQ,415779,238679,57.41
20,108,ASTEC,EQ,150035,33026,22.01
20,109,ASTRAL,EQ,5365,2382,44.40
20,110,ASTRAMICRO,EQ,237229,144106,60.75
20,111,ASTRAZEN,EQ,2571,1579,61.42
20,112,ATFL,EQ,16090,14168,88.05
20,113,ATLANTA,EQ,190904,37468,19.63
20,114,ATLASCYCLE,EQ,74141,17935,24.19
20,115,ATNINTER,EQ,10806,10806,100.00
20,116,ATUL,EQ,22347,12359,55.30
20,117,ATULAUTO,EQ,9440,6227,65.96
20,118,AURDIS,SM,20000,8000,40.00
20,119,AURIONPRO,EQ,3959,3071,77.57
20,120,AUROPHARMA,EQ,1504955,648844,43.11
20,121,AUSOMENT,EQ,2646,2636,99.62
20,122,AUSTRAL,EQ,35023,35023,100.00
20,123,AUTOAXLES,EQ,13344,8800,65.95
20,124,AUTOIND,EQ,54670,37003,67.68
20,125,AUTOLITIND,EQ,6988,5877,84.10
20,126,AVANTIFEED,EQ,8889,5901,66.39
20,127,AVTNPL,EQ,211765,81246,38.37
20,128,AXISBANK,EQ,7612624,4437354,58.29
20,129,AXISCADES,EQ,202956,112560,55.46
20,130,AXISGOLD,EQ,40,36,90.00
20,131,AYMSYNTEX,EQ,10347,8624,83.35
