Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,09032017,401993026,0001654
Trade Date <09-MAR-2017>,Settlement Type <N>,Settlement No <2017047>,Settlement Date <14-MAR-2017>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,43668,35073,80.32
20,2,3IINFOTECH,EQ,2425198,1795748,74.05
20,3,3MINDIA,EQ,1595,1161,72.79
20,4,63MOONS,EQ,67318,14925,22.17
20,5,8KMILES,EQ,50341,21999,43.70
20,6,A2ZINFRA,EQ,1271848,363030,28.54
20,7,AARTIDRUGS,EQ,12106,10572,87.33
20,8,AARTIIND,EQ,28284,12764,45.13
20,9,AARVEEDEN,EQ,5132,3110,60.60
20,10,ABAN,EQ,745126,379172,50.89
20,11,ABB,EQ,11414,4471,39.17
20,12,ABBOTINDIA,EQ,65489,65076,99.37
20,13,ABFRL,EQ,229908,91469,39.79
20,14,ABIRLANUVO,EQ,89580,21523,24.03
20,15,ACC,EQ,583817,150624,25.80
20,16,ACCELYA,EQ,1564,1320,84.40
20,17,ACE,EQ,99907,62445,62.50
20,18,ADANIENT,EQ,2253696,536190,23.79
20,19,ADANIPORTS,EQ,2564963,1173390,45.75
20,20,ADANIPOWER,EQ,8906889,1842597,20.69
20,21,ADANITRANS,EQ,687881,289076,42.02
20,22,ADFFOODS,EQ,68802,32525,47.27
20,23,ADHUNIK,EQ,46457,36050,77.60
20,24,ADHUNIKIND,EQ,33043,1526,4.62
20,25,ADLABS,EQ,374042,78280,20.93
20,26,ADORWELD,EQ,3329,2194,65.91
20,27,ADVANIHOTR,EQ,605,600,99.17
20,28,ADVENZYMES,EQ,115314,42131,36.54
20,29,AEGISCHEM,EQ,181006,114938,63.50
20,30,AFL,EQ,32348,18500,57.19
20,31,AGARIND,EQ,11362,8610,75.78
20,32,AGCNET,EQ,1247,975,78.19
20,33,AGRITECH,EQ,3743,2490,66.52
20,34,AGROPHOS,SM,18000,12000,66.67
20,35,AHLEAST,EQ,1200,0,0.00
20,36,AHLUCONT,EQ,7507,4610,61.41
20,37,AHLWEST,EQ,411,410,99.76
20,38,AIAENG,EQ,25259,18216,72.12
20,39,AIFL,EQ,43233,8574,19.83
20,40,AJANTPHARM,EQ,59551,27736,46.58
20,41,AJMERA,EQ,215071,88551,41.17
20,42,AKSHOPTFBR,EQ,822839,381079,46.31
20,43,AKZOINDIA,EQ,9105,4894,53.75
20,44,ALANKIT,EQ,2203825,347798,15.78
20,45,ALBERTDAVD,EQ,2771,2063,74.45
20,46,ALBK,EQ,2821619,331380,11.74
20,47,ALCHEM,EQ,270030,115760,42.87
20,48,ALEMBICLTD,EQ,510064,365466,71.65
20,49,ALICON,EQ,1134,830,73.19
20,50,ALKALI,EQ,25889,22074,85.26
20,51,ALKEM,EQ,29279,14681,50.14
20,52,ALKYLAMINE,EQ,6641,5446,82.01
20,53,ALLCARGO,EQ,108721,56728,52.18
20,54,ALLSEC,EQ,13388,8130,60.73
20,55,ALMONDZ,EQ,2340,1932,82.56
20,56,ALOKTEXT,EQ,2346960,1119054,47.68
20,57,ALPHAGEO,EQ,9205,5033,54.68
20,58,ALPSINDUS,EQ,15950,12923,81.02
20,59,AMARAJABAT,EQ,270479,91993,34.01
20,60,AMBIKCO,EQ,5326,2336,43.86
20,61,AMBUJACEM,EQ,1284718,510550,39.74
20,62,AMDIND,EQ,10123,6747,66.65
