Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,20072015,309912730,0001524
Trade Date <20-JUL-2015>,Settlement Type <N>,Settlement No <2015136>,Settlement Date <22-JUL-2015>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,19392,6017,31.03
20,2,3MINDIA,EQ,6583,4097,62.24
20,3,8KMILES,EQ,22319,8853,39.67
20,4,A2ZINFRA,EQ,475941,381530,80.16
20,5,AARTIDRUGS,EQ,20722,13217,63.78
20,6,AARTIIND,EQ,40914,23579,57.63
20,7,AARVEEDEN,EQ,1394,1242,89.10
20,8,ABAN,EQ,1720143,572098,33.26
20,9,ABB,EQ,25549,12246,47.93
20,10,ABBOTINDIA,EQ,11381,7281,63.98
20,11,ABCIL,EQ,26194,12146,46.37
20,12,ABGSHIP,EQ,88252,34719,39.34
20,13,ABIRLANUVO,EQ,506249,270291,53.39
20,14,ACC,EQ,610680,148652,24.34
20,15,ACCELYA,EQ,1485,958,64.51
20,16,ACE,EQ,149291,95637,64.06
20,17,ACROPETAL,EQ,37278,27089,72.67
20,18,ADANIENT,EQ,1778558,308999,17.37
20,19,ADANIPORTS,EQ,1847655,1189191,64.36
20,20,ADANIPOWER,EQ,12837038,5071491,39.51
20,21,ADFFOODS,EQ,50586,29342,58.00
20,22,ADHUNIK,EQ,1154515,565905,49.02
20,23,ADI,EQ,19842,14392,72.53
20,24,ADLABS,EQ,81624,42537,52.11
20,25,ADORWELD,EQ,6278,4559,72.62
20,26,ADSL,EQ,705012,258387,36.65
20,27,ADVANIHOTR,EQ,11670,7017,60.13
20,28,ADVANTA,EQ,20931,7803,37.28
20,29,AEGISCHEM,EQ,62748,18749,29.88
20,30,AFL,EQ,31092,18114,58.26
20,31,AGARIND,EQ,129,129,100.00
20,32,AGCNET,EQ,53855,22072,40.98
20,33,AGRODUTCH,EQ,9631,8116,84.27
20,34,AHLEAST,EQ,2260,1333,58.98
20,35,AHLUCONT,EQ,250762,109399,43.63
20,36,AHLWEST,EQ,507,314,61.93
20,37,AIAENG,EQ,161563,151643,93.86
20,38,AIL,EQ,57378,19623,34.20
20,39,AJANTPHARM,EQ,188129,67715,35.99
20,40,AJMERA,EQ,98414,43934,44.64
20,41,AKSHOPTFBR,EQ,1763427,893618,50.68
