Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,29082013,407956640,0001299
Trade Date <29-AUG-2013>,Settlement Type <N>,Settlement No <2013166>,Settlement Date <02-SEP-2013>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,48160,10220,21.22
20,2,3IINFOTECH,EQ,378693,207711,54.85
20,3,3MINDIA,EQ,527,508,96.39
20,4,A2ZMES,EQ,43162,38019,88.08
20,5,AANJANEYA,EQ,45167,30280,67.04
20,6,AARTIDRUGS,EQ,2458,1193,48.54
20,7,AARTIIND,EQ,10269,9963,97.02
20,8,AARVEEDEN,EQ,867,527,60.78
20,9,ABAN,EQ,182385,38730,21.24
20,10,ABB,EQ,23849,8886,37.26
20,11,ABBOTINDIA,EQ,6948,6888,99.14
20,12,ABCIL,EQ,1979,1624,82.06
20,13,ABGSHIP,EQ,11128,3435,30.87
20,14,ABIRLANUVO,EQ,147273,66089,44.88
20,15,ACC,EQ,431331,220167,51.04
20,16,ACCELYA,EQ,10913,5787,53.03
20,17,ACE,EQ,168278,119462,70.99
20,18,ACROPETAL,EQ,19305,13882,71.91
20,19,ADANIENT,EQ,3522428,2049853,58.19
20,20,ADANIPORTS,EQ,1572244,1007669,64.09
20,21,ADANIPOWER,EQ,4443468,1620113,36.46
20,22,ADFFOODS,EQ,4148,2369,57.11
20,23,ADHUNIK,EQ,89283,54259,60.77
20,24,ADORWELD,EQ,1255,683,54.42
20,25,ADVANIHOTR,EQ,501,500,99.80
20,26,ADVANTA,EQ,15963,7670,48.05
20,27,AEGISCHEM,EQ,1776,1108,62.39
20,28,AFL,EQ,1390,912,65.61
20,29,AHLEAST,EQ,22,21,95.45
20,30,AHLWEST,EQ,478,478,100.00
20,31,AHMEDFORGE,EQ,27445,12391,45.15
20,32,AIAENG,EQ,41432,40988,98.93
20,33,AIL,EQ,2977,1643,55.19
20,34,AJANTPHARM,EQ,55650,20271,36.43
20,35,AJMERA,EQ,4895,4521,92.36
20,36,AKSHOPTFBR,EQ,2590,1827,70.54
20,37,AKZOINDIA,EQ,2616,1601,61.20
20,38,ALBK,EQ,1580381,522485,33.06
20,39,ALCHEM,EQ,13159,11557,87.83
20,40,ALEMBICLTD,EQ,35246,24710,70.11
20,41,ALKALI,EQ,1338,922,68.91
20,42,ALKYLAMINE,EQ,50,50,100.00
20,43,ALLCARGO,EQ,3703,1903,51.39
20,44,ALOKTEXT,EQ,3877288,2468264,63.66
20,45,ALPHAGEO,EQ,594,594,100.00
20,46,ALPSINDUS,EQ,100,100,100.00
20,47,ALSTOMT&D,EQ,45623,14470,31.72
20,48,AMARAJABAT,EQ,225910,110108,48.74
20,49,AMBIKCO,EQ,6399,4624,72.26
20,50,AMBUJACEM,EQ,6217201,3331458,53.58
20,51,AMDIND,EQ,90,90,100.00
20,52,AMRUTANJAN,EQ,8343,3933,47.14
20,53,AMTEKAUTO,EQ,128869,56016,43.47
20,54,AMTEKINDIA,EQ,261872,54089,20.65
20,55,AMTL,EQ,500,500,100.00
20,56,ANANTRAJ,EQ,408467,247810,60.67
20,57,ANDHRABANK,EQ,1830780,919096,50.20
20,58,ANDHRACEMT,EQ,2000,2000,100.00
20,59,ANDHRSUGAR,EQ,1139,858,75.33
20,60,ANIKINDS,EQ,5038,3268,64.87
20,61,ANKITMETAL,EQ,2515,1300,51.69
20,62,ANSALAPI,EQ,62395,48157,77.18
20,63,ANSALHSG,EQ,16664,12263,73.59
20,64,ANTGRAPHIC,EQ,6401,6401,100.00
20,65,APARINDS,EQ,3067,2175,70.92
20,66,APCOTEXIND,EQ,842,809,96.08
20,67,APLAPOLLO,EQ,905,739,81.66
20,68,APLLTD,EQ,44241,24916,56.32
20,69,APOLLOHOSP,EQ,219627,140751,64.09
20,70,APOLLOTYRE,EQ,3528636,2010783,56.98
20,71,APPAPER,EQ,15824,12017,75.94
20,72,APTECHT,EQ,94340,48572,51.49
20,73,AQUA,EQ,268101,252775,94.28
20,74,ARCHIES,EQ,25843,17571,67.99
20,75,ARIES,EQ,1408,1112,78.98
20,76,ARSHIYA,EQ,64666,35398,54.74
20,77,ARSSINFRA,EQ,16927,9387,55.46
20,78,ARVIND,EQ,1182537,451643,38.19
20,79,ARVINDREM,EQ,30980,20323,65.60
20,80,ASAHIINDIA,EQ,23530,14220,60.43
20,81,ASAHISONG,EQ,1427,1244,87.18
20,82,ASHAPURMIN,EQ,17815,11548,64.82
20,83,ASHIANA,EQ,3246,2700,83.18
20,84,ASHOKA,EQ,457,449,98.25
20,85,ASHOKLEY,EQ,12706363,6906697,54.36
20,86,ASIANELEC,EQ,4086,2895,70.85
20,87,ASIANHOTNR,EQ,20,20,100.00
20,88,ASIANPAINT,EQ,1479215,664839,44.95
20,89,ASIANTILES,EQ,799,366,45.81
20,90,ASSAMCO,EQ,179862,126905,70.56
20,91,ASTEC,EQ,100,100,100.00
20,92,ASTRAL,EQ,302,156,51.66
20,93,ASTRAMICRO,EQ,42428,21592,50.89
20,94,ASTRAZEN,EQ,12394,2769,22.34
20,95,ATFL,EQ,1041,946,90.87
20,96,ATLANTA,EQ,13551,5176,38.20
20,97,ATLASCYCLE,EQ,5447,2073,38.06
20,98,ATUL,EQ,6217,3873,62.30
20,99,ATULAUTO,EQ,650,414,63.69
20,100,AURIONPRO,EQ,850,850,100.00
20,101,AUROPHARMA,EQ,4987653,2857016,57.28
20,102,AUSTRAL,EQ,200223,148442,74.14
20,103,AUTOAXLES,EQ,640,441,68.91
20,104,AUTOIND,EQ,58755,14861,25.29
20,105,AVTNPL,EQ,25230,21185,83.97
20,106,AXIS-IT&T,EQ,548,381,69.53
20,107,AXISBANK,EQ,6933374,2403274,34.66
20,108,AXISGOLD,EQ,1126,811,72.02
20,109,BAFNAPHARM,EQ,825,738,89.45
20,110,BAGFILMS,EQ,15731,11763,74.78
20,111,BAJAJ-AUTO,EQ,466893,323584,69.31
20,112,BAJAJCORP,EQ,20019,11274,56.32
20,113,BAJAJELEC,EQ,17476,13679,78.27
20,114,BAJAJFINSV,EQ,24129,16680,69.13
20,115,BAJAJHIND,EQ,402942,213425,52.97
20,116,BAJAJHLDNG,EQ,25887,22950,88.65
20,117,BAJFINANCE,EQ,64550,43590,67.53
20,118,BALAJITELE,EQ,253350,148627,58.66
20,119,BALAMINES,EQ,24757,15580,62.93
20,120,BALKRISIND,EQ,6980,6099,87.38
20,121,BALLARPUR,EQ,100605,84960,84.45
20,122,BALMLAWRIE,EQ,3462,1978,57.13
20,123,BALPHARMA,EQ,201,201,100.00
20,124,BALRAMCHIN,EQ,136457,79661,58.38
20,125,BANARISUG,EQ,50,50,100.00
20,126,BANCOINDIA,EQ,3636,2604,71.62
20,127,BANKBARODA,EQ,1034656,305709,29.55
20,128,BANKBEES,EQ,4083,3313,81.14
20,129,BANKINDIA,EQ,2725662,1203774,44.16
20,130,BARTRONICS,EQ,12080,6583,54.50
20,131,BASF,EQ,1915,1467,76.61
20,132,BASML,EQ,106,106,100.00
20,133,BATAINDIA,EQ,439718,207704,47.24
20,134,BAYERCROP,EQ,1712,1345,78.56
20,135,BBL,EQ,870,740,85.06
20,136,BBTC,EQ,10674,6335,59.35
20,137,BEDMUTHA,EQ,6500,6450,99.23
20,138,BEL,EQ,10898,8259,75.78
20,139,BEML,EQ,95784,21739,22.70
20,140,BEPL,EQ,431,410,95.13
20,141,BERGEPAINT,EQ,84692,48635,57.43
20,142,BFINVEST,EQ,530,530,100.00
20,143,BFUTILITIE,EQ,192299,28569,14.86
20,144,BGLOBAL,EQ,3,2,66.67
20,145,BGRENERGY,EQ,93449,47844,51.20
20,146,BHAGYNAGAR,EQ,4000,4000,100.00
20,147,BHARATFORG,EQ,1734356,861351,49.66
20,148,BHARATGEAR,EQ,1200,1200,100.00
20,149,BHARATRAS,EQ,400,400,100.00
20,150,BHARTIARTL,EQ,8530405,5495465,64.42
20,151,BHARTISHIP,EQ,23778,12031,50.60
20,152,BHEL,EQ,9338828,3398006,36.39
20,153,BHUSANSTL,EQ,58448,24361,41.68
20,154,BIL,EQ,21115,5459,25.85
20,155,BILPOWER,EQ,11216,10790,96.20
20,156,BIMETAL,EQ,250,250,100.00
20,157,BINANIIND,EQ,14465,9892,68.39
20,158,BINDALAGRO,EQ,120766,111217,92.09
20,159,BIOCON,EQ,780620,312726,40.06
20,160,BIRLACORPN,EQ,1550,925,59.68
20,161,BIRLACOT,EQ,608501,491601,80.79
20,162,BIRLAERIC,EQ,22353,22353,100.00
20,163,BIRLAMONEY,EQ,1257,925,73.59
20,164,BLISSGVS,EQ,21143,11394,53.89
20,165,BLKASHYAP,EQ,30677,22452,73.19
20,166,BLUECHIP,EQ,2732,2732,100.00
20,167,BLUEDART,EQ,9952,9854,99.02
20,168,BLUESTARCO,EQ,6211,4728,76.12
20,169,BLUESTINFO,EQ,1622,1149,70.84
20,170,BOMDYEING,EQ,259798,129471,49.84
20,171,BOSCHLTD,EQ,1215,585,48.15
20,172,BPCL,EQ,4103643,2804644,68.35
20,173,BPL,EQ,2706,2194,81.08
20,174,BRFL,EQ,6662,3795,56.96
20,175,BRIGADE,EQ,9419,7368,78.22
20,176,BRITANNIA,EQ,77020,56889,73.86
20,177,BROOKS,EQ,7191,5117,71.16
20,178,BSELINFRA,EQ,8640,4233,48.99
20,179,BSL,EQ,339,215,63.42
20,180,BSLGOLDETF,EQ,464,347,74.78
20,181,BSLIMITED,EQ,54807,2023,3.69
20,182,BSLNIFTY,EQ,218,118,54.13
20,183,CADILAHC,EQ,122054,102257,83.78
20,184,CAIRN,EQ,5532996,4056620,73.32
20,185,CANBK,EQ,2097452,728768,34.75
20,186,CANFINHOME,EQ,12115,10866,89.69
20,187,CANTABIL,EQ,9499,5413,56.98
20,188,CAPF,EQ,5048,4075,80.73
20,189,CARBORUNIV,EQ,64447,63102,97.91
20,190,CAREERP,EQ,1841,790,42.91
20,191,CARERATING,EQ,17976,10634,59.16
20,192,CASTROL,EQ,53572,31623,59.03
20,193,CCCL,EQ,5876,5005,85.18
20,194,CCL,EQ,20068,18460,91.99
20,195,CEATLTD,EQ,101815,56225,55.22
20,196,CEBBCO,EQ,18259,10033,54.95
20,197,CELESTIAL,EQ,13218,9104,68.88
20,198,CENTENKA,EQ,5688,3129,55.01
20,199,CENTRALBK,EQ,173168,99820,57.64
20,200,CENTURYPLY,EQ,2326,1190,51.16
20,201,CENTURYTEX,EQ,2547167,1036016,40.67
20,202,CERA,EQ,5651,4460,78.92
20,203,CEREBRAINT,EQ,22704,13410,59.06
20,204,CESC,EQ,269390,173820,64.52
20,205,CGCL,EQ,10,10,100.00
20,206,CHAMBLFERT,EQ,3047753,1756646,57.64
20,207,CHEMFALKAL,EQ,336,331,98.51
20,208,CHENNPETRO,EQ,21238,16488,77.63
20,209,CHOLAFIN,EQ,59066,55933,94.70
20,210,CHROMATIC,EQ,134482,76992,57.25
20,211,CILNOVA,EQ,100,100,100.00
20,212,CINELINE,EQ,185,180,97.30
20,213,CINEMAXIN,EQ,1258,1019,81.00
20,214,CIPLA,EQ,2000822,1516787,75.81
20,215,CLNINDIA,EQ,4824,3069,63.62
20,216,CLUTCHAUTO,EQ,6555,5091,77.67
20,217,CMAHENDRA,EQ,53119,3091,5.82
20,218,CMC,EQ,942,429,45.54
20,219,COALINDIA,EQ,4701564,3594844,76.46
20,220,COLPAL,EQ,76006,42851,56.38
20,221,COMPUAGE,EQ,10878,1000,9.19
20,222,COMPUSOFT,EQ,13929,9820,70.50
20,223,CONCOR,EQ,20632,12400,60.10
20,224,CONSOFINVT,EQ,853,853,100.00
20,225,CORDSCABLE,EQ,250,250,100.00
20,226,COREEDUTEC,EQ,182406,140042,76.77
20,227,COROMANDEL,EQ,268543,250009,93.10
20,228,COROMANDEL,N1,1250,1250,100.00
20,229,CORPBANK,EQ,51288,29892,58.28
20,230,COSMOFILMS,EQ,2965,1876,63.27
20,231,COX&KINGS,EQ,97868,75796,77.45
20,232,CREATIVEYE,EQ,200,200,100.00
20,233,CREWBOS,EQ,8067,6550,81.19
20,234,CRISIL,EQ,38273,36747,96.01
20,235,CRMFGETF,EQ,20,20,100.00
20,236,CROMPGREAV,EQ,3715259,1934309,52.06
20,237,CUB,EQ,196710,138820,70.57
20,238,CUMMINSIND,EQ,549685,536854,97.67
20,239,CYBERTECH,EQ,23783,16101,67.70
20,240,DAAWAT,EQ,8007,4662,58.22
20,241,DABUR,EQ,857258,385927,45.02
20,242,DALMIABHA,EQ,1012,942,93.08
20,243,DALMIASUG,EQ,2800,2201,78.61
20,244,DATAMATICS,EQ,215,215,100.00
20,245,DBCORP,EQ,2437,1931,79.24
20,246,DBREALTY,EQ,99469,69294,69.66
20,247,DBSTOCKBRO,EQ,101550,25000,24.62
20,248,DCB,EQ,596720,382523,64.10
20,249,DCM,EQ,10476,10086,96.28
20,250,DCMSRMCONS,EQ,19584,8746,44.66
20,251,DCW,EQ,79514,64352,80.93
20,252,DEEPAKFERT,EQ,18469,10926,59.16
