Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,29062015,313916185,0001512
Trade Date <29-JUN-2015>,Settlement Type <N>,Settlement No <2015121>,Settlement Date <01-JUL-2015>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,22092,6520,29.51
20,2,3IINFOTECH,EQ,239127,238811,99.87
20,3,3MINDIA,EQ,624,285,45.67
20,4,8KMILES,EQ,139007,71134,51.17
20,5,A2ZINFRA,EQ,294873,201865,68.46
20,6,AARTIDRUGS,EQ,25469,12167,47.77
20,7,AARTIIND,EQ,67632,30690,45.38
20,8,AARVEEDEN,EQ,436,306,70.18
20,9,ABAN,EQ,626233,165522,26.43
20,10,ABB,EQ,17561,6326,36.02
20,11,ABBOTINDIA,EQ,882,332,37.64
20,12,ABCIL,EQ,14079,9962,70.76
20,13,ABGSHIP,EQ,348275,155882,44.76
20,14,ABIRLANUVO,EQ,155241,79559,51.25
20,15,ACC,EQ,230411,63947,27.75
20,16,ACCELYA,EQ,10654,6521,61.21
20,17,ACE,EQ,119207,60715,50.93
20,18,ACROPETAL,EQ,33352,26559,79.63
20,19,ADANIENT,EQ,2861284,852388,29.79
20,20,ADANIPORTS,EQ,1890624,689728,36.48
20,21,ADANIPOWER,EQ,8305620,1975743,23.79
20,22,ADFFOODS,EQ,23740,14046,59.17
20,23,ADHUNIK,EQ,28621,17476,61.06
20,24,ADI,EQ,613,609,99.35
20,25,ADLABS,EQ,45141,20043,44.40
20,26,ADORWELD,EQ,3621,2874,79.37
20,27,ADSL,EQ,43369,29264,67.48
20,28,ADVANIHOTR,EQ,1258,1026,81.56
20,29,ADVANTA,EQ,36288,11827,32.59
20,30,AEGISCHEM,EQ,90087,23675,26.28
20,31,AFL,EQ,27137,1926,7.10
20,32,AGARIND,EQ,6110,2143,35.07
20,33,AGCNET,EQ,7029,2981,42.41
20,34,AHLEAST,EQ,209,166,79.43
20,35,AHLUCONT,EQ,59486,20319,34.16
