Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,21122012,309941406,0001491
Trade Date <21-DEC-2012>,Settlement Type <N>,Settlement No <2012242>,Settlement Date <26-DEC-2012>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,350708,63475,18.10
20,2,3MINDIA,EQ,1568,1508,96.17
20,3,A2ZMES,EQ,541051,226609,41.88
20,4,AANJANEYA,EQ,65331,35020,53.60
20,5,AARTIIND,EQ,7663,6360,83.00
20,6,AARVEEDEN,EQ,1677,1614,96.24
20,7,ABAN,EQ,241079,61085,25.34
20,8,ABB,EQ,82377,43979,53.39
20,9,ABBOTINDIA,EQ,2037,1713,84.09
20,10,ABCIL,EQ,261446,50414,19.28
20,11,ABGSHIP,EQ,26572,16408,61.75
20,12,ABHISHEK,EQ,1500,1500,100.00
20,13,ABIRLANUVO,EQ,116486,50022,42.94
20,14,ACC,EQ,226752,140146,61.81
20,15,ACE,EQ,192319,77180,40.13
20,16,ACROPETAL,EQ,47452,36722,77.39
20,17,ADANIENT,EQ,9211522,1960188,21.28
20,18,ADANIPORTS,EQ,1487914,549859,36.96
20,19,ADANIPOWER,EQ,6919073,1951394,28.20
20,20,ADFFOODS,EQ,10228,8590,83.99
20,21,ADHUNIK,EQ,547029,212905,38.92
20,22,ADORWELD,EQ,1180,669,56.69
20,23,ADSL,EQ,38222,22481,58.82
20,24,ADVANIHOTR,EQ,679,654,96.32
20,25,ADVANTA,EQ,8556,3646,42.61
20,26,AEGISCHEM,EQ,48883,25956,53.10
20,27,AFL,EQ,29383,6874,23.39
20,28,AFTEK,EQ,93741,55340,59.03
20,29,AGCNET,EQ,4883,2920,59.80
20,30,AGRODUTCH,EQ,10839,6560,60.52
20,31,AHLEAST,EQ,706,130,18.41
20,32,AHLUCONT,EQ,3253,3198,98.31
20,33,AHLWEST,EQ,658,102,15.50
20,34,AHMEDFORGE,EQ,6048,5757,95.19
20,35,AIAENG,EQ,2698,2217,82.17
20,36,AIL,EQ,29281,14763,50.42
20,37,AJANTPHARM,EQ,25280,9049,35.80
20,38,AJMERA,EQ,10453,9053,86.61
20,39,AKSHOPTFBR,EQ,78778,58996,74.89
20,40,AKZOINDIA,EQ,21460,15216,70.90
20,41,ALBK,EQ,1378278,449493,32.61
20,42,ALCHEM,EQ,66036,29264,44.32
20,43,ALEMBICLTD,EQ,22198,19123,86.15
20,44,ALICON,EQ,1707,1106,64.79
20,45,ALKALI,EQ,4999,3512,70.25
20,46,ALKYLAMINE,EQ,567,515,90.83
20,47,ALLCARGO,EQ,9717,8669,89.21
20,48,ALMONDZ,EQ,2304,1304,56.60
20,49,ALOKTEXT,EQ,10682422,4904383,45.91
20,50,ALPHAGEO,EQ,10504,10320,98.25
20,51,ALPSINDUS,EQ,240189,164086,68.32
20,52,ALSTOMT&D,EQ,64909,19347,29.81
20,53,AMAR,EQ,67999,42274,62.17
20,54,AMARAJABAT,EQ,133281,99981,75.02
20,55,AMARJOTHI,EQ,941,915,97.24
20,56,AMBIKCO,EQ,3192,2467,77.29
20,57,AMBUJACEM,EQ,2884791,1862246,64.55
20,58,AMDIND,EQ,252,235,93.25
20,59,AMLSTEEL,EQ,3160,3010,95.25
20,60,AMRUTANJAN,EQ,38025,13319,35.03
20,61,AMTEKAUTO,EQ,5834346,1051571,18.02
20,62,AMTEKINDIA,EQ,882269,349829,39.65
20,63,AMTL,EQ,4672,4672,100.00
20,64,ANANTRAJ,EQ,1649480,865995,52.50
20,65,ANDHRABANK,EQ,712954,325277,45.62
20,66,ANDHRACEMT,EQ,27922,27914,99.97
20,67,ANDHRSUGAR,EQ,6920,5139,74.26
20,68,ANGIND,EQ,501,491,98.00
20,69,ANIKINDS,EQ,77129,42907,55.63
20,70,ANKURDRUGS,EQ,13039,10531,80.77
20,71,ANSALAPI,EQ,278675,143326,51.43
20,72,ANSALHSG,EQ,5696,4345,76.28
20,73,APARINDS,EQ,2021,1657,81.99
20,74,APCOTEXIND,EQ,6307,3917,62.11
20,75,APLAB,EQ,400,400,100.00
20,76,APLAPOLLO,EQ,20464,706,3.45
20,77,APLLTD,EQ,45868,35215,76.77
20,78,APOLLOHOSP,EQ,99044,59681,60.26
20,79,APOLLOTYRE,EQ,2509262,1208847,48.18
20,80,APPAPER,EQ,50270,29458,58.60
20,81,APTECHT,EQ,600357,248960,41.47
20,82,AQUA,EQ,278294,142761,51.30
20,83,ARCHIDPLY,EQ,283,283,100.00
20,84,ARCHIES,EQ,249093,131900,52.95
20,85,ARIES,EQ,7336,5067,69.07
20,86,ARIHANT,EQ,3393,3050,89.89
20,87,AROGRANITE,EQ,899,299,33.26
20,88,ARROWTEX,EQ,60,60,100.00
20,89,ARSHIYA,EQ,253372,211538,83.49
20,90,ARSSINFRA,EQ,122756,77498,63.13
20,91,ARVIND,EQ,725787,189050,26.05
20,92,ARVINDREM,EQ,75971,46029,60.59
20,93,ASAHIINDIA,EQ,9558,6453,67.51
20,94,ASAHISONG,EQ,477,477,100.00
20,95,ASAL,EQ,868440,144946,16.69
20,96,ASHCONIUL,EQ,1907,1907,100.00
20,97,ASHIANA,EQ,4496,3621,80.54
20,98,ASHIMASYN,EQ,3831,1785,46.59
20,99,ASHOKA,EQ,1913,1759,91.95
20,100,ASHOKLEY,EQ,2722901,1063002,39.04
20,101,ASIANHOTNR,EQ,1155,613,53.07
20,102,ASIANPAINT,EQ,45166,20069,44.43
20,103,ASIANTILES,EQ,1068,867,81.18
20,104,ASSAMCO,EQ,1706665,1048116,61.41
20,105,ASTEC,EQ,1429,1217,85.16
20,106,ASTRAL,EQ,11178,4670,41.78
20,107,ASTRAMICRO,EQ,66913,39013,58.30
20,108,ASTRAZEN,EQ,5955,4619,77.57
20,109,ATFL,EQ,26667,22608,84.78
20,110,ATLANTA,EQ,59969,20751,34.60
20,111,ATLASCYCLE,EQ,5778,2852,49.36
20,112,ATNINTER,EQ,427,325,76.11
20,113,ATUL,EQ,139551,127146,91.11
20,114,AURIONPRO,EQ,449,16,3.56
20,115,AUROPHARMA,EQ,2780392,754815,27.15
20,116,AUTOAXLES,EQ,2728,2550,93.48
20,117,AUTOIND,EQ,79311,42840,54.02
20,118,AUTOLITIND,EQ,2120,1944,91.70
20,119,AVANTI,EQ,2720,2100,77.21
20,120,AVTNPL,EQ,16563,11976,72.31
20,121,AXIS-IT&T,EQ,10950,9254,84.51
20,122,AXISBANK,EQ,1682499,743936,44.22
20,123,AXISGOLD,EQ,1175,780,66.38
20,124,BAFNAPHARM,EQ,83474,78340,93.85
20,125,BAJAJ-AUTO,EQ,415560,281756,67.80
20,126,BAJAJCORP,EQ,70134,19581,27.92
20,127,BAJAJELEC,EQ,17040,9094,53.37
20,128,BAJAJFINSV,EQ,123611,57062,46.16
20,129,BAJAJHIND,EQ,1422165,504172,35.45
20,130,BAJAJHLDNG,EQ,84030,62949,74.91
20,131,BAJFINANCE,EQ,1190341,1121985,94.26
20,132,BALAJITELE,EQ,83565,56674,67.82
20,133,BALAMINES,EQ,11429,9571,83.74
20,134,BALKRISIND,EQ,223167,163020,73.05
20,135,BALLARPUR,EQ,229768,196842,85.67
20,136,BALMLAWRIE,EQ,5065,4364,86.16
