Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,21102016,464414348,0001670
Trade Date <21-OCT-2016>,Settlement Type <N>,Settlement No <2016198>,Settlement Date <25-OCT-2016>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,830582,340373,40.98
20,2,3IINFOTECH,EQ,11748686,4875489,41.50
20,3,3MINDIA,EQ,355,233,65.63
20,4,8KMILES,EQ,28887,11970,41.44
20,5,A2ZINFRA,EQ,637170,284072,44.58
20,6,AARTIDRUGS,EQ,19802,15176,76.64
20,7,AARTIIND,EQ,16012,9972,62.28
20,8,AARVEEDEN,EQ,86981,44197,50.81
20,9,ABAN,EQ,1417112,377476,26.64
20,10,ABB,EQ,38014,27939,73.50
20,11,ABBOTINDIA,EQ,1985,1495,75.31
20,12,ABFRL,EQ,485328,311282,64.14
20,13,ABGSHIP,EQ,2282998,629744,27.58
20,14,ABIRLANUVO,EQ,198435,81100,40.87
20,15,ACC,EQ,1607644,622612,38.73
20,16,ACCELYA,EQ,740,620,83.78
20,17,ACE,EQ,96767,50251,51.93
20,18,ADANIENT,EQ,2736427,1016319,37.14
20,19,ADANIPORTS,EQ,4031821,570568,14.15
20,20,ADANIPOWER,EQ,5931567,1156067,19.49
20,21,ADANITRANS,EQ,712713,427803,60.02
20,22,ADFFOODS,EQ,46264,24126,52.15
20,23,ADHUNIK,EQ,109006,82061,75.28
20,24,ADHUNIKIND,EQ,76903,14556,18.93
20,25,ADI,EQ,15393,11241,73.03
20,26,ADLABS,EQ,1279719,402394,31.44
20,27,ADORWELD,EQ,5621,3765,66.98
20,28,ADSL,EQ,385238,155579,40.39
20,29,ADVANIHOTR,EQ,1909,1602,83.92
20,30,ADVENZYMES,EQ,274204,47564,17.35
20,31,AEGISCHEM,EQ,303510,220859,72.77
20,32,AFL,EQ,33771,22742,67.34
20,33,AGARIND,EQ,23306,19347,83.01
20,34,AGCNET,EQ,4977,3036,61.00
20,35,AGRITECH,EQ,6340,6340,100.00
20,36,AHLEAST,EQ,474,256,54.01
20,37,AHLUCONT,EQ,36428,32954,90.46
20,38,AHLWEST,EQ,243,171,70.37
20,39,AIAENG,EQ,16238,10917,67.23
20,40,AIFL,EQ,825200,191765,23.24
20,41,AJANTPHARM,EQ,127444,53628,42.08
20,42,AJMERA,EQ,16218,8938,55.11
20,43,AKSHOPTFBR,EQ,6468454,2532858,39.16
20,44,AKZOINDIA,EQ,13377,8968,67.04
20,45,ALANKIT,EQ,576375,87550,15.19
20,46,ALBERTDAVD,EQ,3499,2497,71.36
20,47,ALBK,EQ,2623202,172623,6.58
20,48,ALCHEM,EQ,18302,9179,50.15
20,49,ALEMBICLTD,EQ,242815,144152,59.37
20,50,ALICON,EQ,20341,11524,56.65
20,51,ALKALI,EQ,22231,11372,51.15
20,52,ALKEM,EQ,29686,17374,58.53
20,53,ALKYLAMINE,EQ,26850,22481,83.73
20,54,ALLCARGO,EQ,45163,27711,61.36
20,55,ALLSEC,EQ,3504,2101,59.96
20,56,ALMONDZ,EQ,8041,6174,76.78
20,57,ALOKTEXT,EQ,2574111,1125206,43.71
20,58,ALPHAGEO,EQ,49554,21499,43.38
20,59,ALPSINDUS,EQ,27437,23379,85.21
20,60,AMARAJABAT,EQ,151200,64212,42.47
20,61,AMBIKCO,EQ,4536,3466,76.41
20,62,AMBUJACEM,EQ,1340192,476538,35.56
20,63,AMDIND,EQ,130989,96098,73.36
20,64,AMRUTANJAN,EQ,177123,37559,21.21
20,65,AMTEKAUTO,EQ,1108310,412549,37.22
20,66,AMTL,EQ,14198,12161,85.65
20,67,ANANDAMRUB,EQ,100,100,100.00
20,68,ANANTRAJ,EQ,1619409,629200,38.85
20,69,ANDHRABANK,EQ,2458308,433222,17.62
20,70,ANDHRACEMT,EQ,1132473,714079,63.05
20,71,ANDHRSUGAR,EQ,169826,57345,33.77
20,72,ANGIND,EQ,256930,195249,75.99
20,73,ANKITMETAL,EQ,131245,56269,42.87
20,74,ANSALAPI,EQ,71483,46485,65.03
20,75,ANSALHSG,EQ,32674,25617,78.40
20,76,APARINDS,EQ,20068,15251,76.00
