Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,11042013,214240710,0001392
Trade Date <11-APR-2013>,Settlement Type <N>,Settlement No <2013071>,Settlement Date <15-APR-2013>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,22874,5338,23.34
20,2,3IINFOTECH,EQ,472876,294667,62.31
20,3,3MINDIA,EQ,33,22,66.67
20,4,A2ZMES,EQ,145821,64484,44.22
20,5,AANJANEYA,EQ,2460,2459,99.96
20,6,AARTIDRUGS,EQ,3380,1848,54.67
20,7,AARTIIND,EQ,2339,2230,95.34
20,8,AARVEEDEN,EQ,64,64,100.00
20,9,ABAN,EQ,231014,80239,34.73
20,10,ABB,EQ,23853,8058,33.78
20,11,ABBOTINDIA,EQ,1984,1161,58.52
20,12,ABCIL,EQ,226,192,84.96
20,13,ABGSHIP,EQ,14353,5728,39.91
20,14,ABIRLANUVO,EQ,128907,74921,58.12
20,15,ACC,EQ,149183,75954,50.91
20,16,ACCELYA,EQ,5463,3350,61.32
20,17,ACE,EQ,188725,156793,83.08
20,18,ACROPETAL,EQ,12418,8159,65.70
20,19,ADANIENT,EQ,1402201,84609,6.03
20,20,ADANIPORTS,EQ,1334386,570101,42.72
20,21,ADANIPOWER,EQ,1649094,165449,10.03
20,22,ADFFOODS,EQ,8389,5810,69.26
20,23,ADHUNIK,EQ,66291,40239,60.70
20,24,ADORWELD,EQ,1658,1557,93.91
20,25,ADSL,EQ,22113,13242,59.88
20,26,ADVANIHOTR,EQ,30,30,100.00
20,27,ADVANTA,EQ,717,454,63.32
20,28,AEGISCHEM,EQ,5577,3844,68.93
20,29,AFL,EQ,12727,11974,94.08
20,30,AFTEK,EQ,38965,25425,65.25
20,31,AGCNET,EQ,606,535,88.28
20,32,AGRODUTCH,EQ,3103,2551,82.21
20,33,AHLUCONT,EQ,9839,5516,56.06
20,34,AHLWEST,EQ,2036,35,1.72
20,35,AHMEDFORGE,EQ,2623,2065,78.73
20,36,AIAENG,EQ,784,676,86.22
20,37,AIL,EQ,4814,2478,51.47
20,38,AJANTPHARM,EQ,251747,15982,6.35
20,39,AJMERA,EQ,6855,3411,49.76
20,40,AKSHOPTFBR,EQ,39028,20898,53.55
20,41,AKZOINDIA,EQ,1669,923,55.30
20,42,ALBK,EQ,1436478,352712,24.55
20,43,ALCHEM,EQ,7852,4379,55.77
20,44,ALEMBICLTD,EQ,18364,17127,93.26
20,45,ALKALI,EQ,12959,8364,64.54
20,46,ALKYLAMINE,EQ,507,300,59.17
20,47,ALLCARGO,EQ,938,822,87.63
20,48,ALOKTEXT,EQ,3517277,1675943,47.65
20,49,ALPHAGEO,EQ,6,1,16.67
20,50,ALPSINDUS,EQ,9584,6782,70.76
20,51,ALSTOMT&D,EQ,7788,4243,54.48
20,52,AMAR,EQ,23992,12074,50.33
20,53,AMARAJABAT,EQ,155531,91386,58.76
20,54,AMBIKCO,EQ,987,611,61.90
20,55,AMBUJACEM,EQ,1696673,1103504,65.04
20,56,AMDIND,EQ,1975,1975,100.00
20,57,AMRUTANJAN,EQ,6883,2193,31.86
20,58,AMTEKAUTO,EQ,545799,313315,57.40
20,59,AMTEKINDIA,EQ,599597,293012,48.87
20,60,AMTL,EQ,50,50,100.00
20,61,ANANTRAJ,EQ,580506,127512,21.97
20,62,ANDHRABANK,EQ,972321,346270,35.61
20,63,ANDHRACEMT,EQ,4309,3763,87.33
20,64,ANDHRSUGAR,EQ,5341,4078,76.35
20,65,ANIKINDS,EQ,26903,13850,51.48
20,66,ANKITMETAL,EQ,1453,1453,100.00
20,67,ANKURDRUGS,EQ,5910,5510,93.23
20,68,ANSALAPI,EQ,104212,57373,55.05
20,69,ANSALHSG,EQ,32804,15827,48.25
20,70,ANTGRAPHIC,EQ,38129,35115,92.10
20,71,APARINDS,EQ,7101,3439,48.43
20,72,APCOTEXIND,EQ,1159,1036,89.39
20,73,APLAPOLLO,EQ,12784,12192,95.37
20,74,APLLTD,EQ,113327,53172,46.92
20,75,APOLLOHOSP,EQ,31601,20252,64.09
20,76,APOLLOTYRE,EQ,696426,349955,50.25
20,77,APPAPER,EQ,5691,3462,60.83
20,78,APTECHT,EQ,218293,62989,28.86
20,79,AQUA,EQ,110014,74577,67.79
20,80,ARCHIDPLY,EQ,77,75,97.40
20,81,ARCHIES,EQ,10511,7047,67.04
20,82,ARIES,EQ,875,614,70.17
20,83,AROGRANITE,EQ,20,20,100.00
20,84,ARSHIYA,EQ,144893,78264,54.02
20,85,ARSSINFRA,EQ,142259,46521,32.70
20,86,ARVIND,EQ,855689,116934,13.67
20,87,ARVINDREM,EQ,88032,53700,61.00
20,88,ASAHIINDIA,EQ,313,244,77.96
20,89,ASAHISONG,EQ,1191,922,77.41
20,90,ASAL,EQ,5,3,60.00
20,91,ASHAPURMIN,EQ,10533,7090,67.31
20,92,ASHIANA,EQ,1187,938,79.02
20,93,ASHOKA,EQ,265,125,47.17
20,94,ASHOKLEY,EQ,2640518,1186695,44.94
20,95,ASIANHOTNR,EQ,90,80,88.89
20,96,ASIANPAINT,EQ,71314,34634,48.57
20,97,ASIANTILES,EQ,300,200,66.67
20,98,ASSAMCO,EQ,145061,88334,60.89
20,99,ASTEC,EQ,2872,1110,38.65
20,100,ASTRAL,EQ,1700,1593,93.71
20,101,ASTRAMICRO,EQ,8513,4242,49.83
20,102,ASTRAZEN,EQ,24486,4362,17.81
20,103,ATFL,EQ,1485,654,44.04
20,104,ATLASCYCLE,EQ,26048,2852,10.95
20,105,ATUL,EQ,3331,2080,62.44
20,106,AUROPHARMA,EQ,3250193,654928,20.15
20,107,AUSTRAL,EQ,59313,57172,96.39
20,108,AUTOAXLES,EQ,50095,47,0.09
20,109,AUTOIND,EQ,34216,10079,29.46
20,110,AVANTI,EQ,50,50,100.00
20,111,AVTNPL,EQ,1228,835,68.00
20,112,AXIS-IT&T,EQ,7911,6965,88.04
20,113,AXISBANK,EQ,1942836,1007507,51.86
20,114,AXISGOLD,EQ,623,371,59.55
20,115,BAFNAPHARM,EQ,7948,6574,82.71
20,116,BAGFILMS,EQ,21007,14497,69.01
20,117,BAJAJ-AUTO,EQ,402527,287992,71.55
20,118,BAJAJCORP,EQ,109712,105175,95.86
20,119,BAJAJELEC,EQ,13662,6264,45.85
20,120,BAJAJFINSV,EQ,46003,37018,80.47
20,121,BAJAJHIND,EQ,1018479,358358,35.19
20,122,BAJAJHLDNG,EQ,6327,4858,76.78
20,123,BAJFINANCE,EQ,17726,16078,90.70
20,124,BALAJITELE,EQ,15872,11982,75.49
20,125,BALAMINES,EQ,2716,2300,84.68
20,126,BALKRISIND,EQ,38893,37497,96.41
20,127,BALLARPUR,EQ,23649,19539,82.62
20,128,BALMLAWRIE,EQ,1520,1104,72.63
20,129,BALPHARMA,EQ,1869,1000,53.50
20,130,BALRAMCHIN,EQ,606399,379502,62.58
20,131,BANARISUG,EQ,2101,2101,100.00
20,132,BANCOINDIA,EQ,11303,8478,75.01
20,133,BANKBARODA,EQ,586126,242372,41.35
20,134,BANKBEES,EQ,433,128,29.56
20,135,BANKINDIA,EQ,815001,150507,18.47
20,136,BARTRONICS,EQ,28533,21508,75.38
20,137,BASF,EQ,1867,1432,76.70
20,138,BASML,EQ,100,100,100.00
20,139,BATAINDIA,EQ,187941,42003,22.35
20,140,BAYERCROP,EQ,3662,2217,60.54
20,141,BBL,EQ,1827,1242,67.98
20,142,BBTC,EQ,6960,3230,46.41
20,143,BEDMUTHA,EQ,5959,5059,84.90
20,144,BEL,EQ,6730,4046,60.12
20,145,BEML,EQ,82821,18460,22.29
20,146,BEPL,EQ,3207,2500,77.95
20,147,BERGEPAINT,EQ,104091,27836,26.74
20,148,BFINVEST,EQ,1074,644,59.96
20,149,BFUTILITIE,EQ,306300,33288,10.87
20,150,BGLOBAL,EQ,100,100,100.00
20,151,BGRENERGY,EQ,124785,18172,14.56
20,152,BHAGWATIHO,EQ,1784,1161,65.08
20,153,BHAGYNAGAR,EQ,371,361,97.30
20,154,BHARATFORG,EQ,386231,31922,8.27
20,155,BHARATGEAR,EQ,703,529,75.25
20,156,BHARTIARTL,EQ,4138660,1268975,30.66
20,157,BHARTISHIP,EQ,22651,13003,57.41
20,158,BHEL,EQ,1675546,378223,22.57
20,159,BHUSANSTL,EQ,95190,61212,64.31
20,160,BIL,EQ,4022,2578,64.10
20,161,BILENERGY,EQ,2556,1551,60.68
20,162,BILPOWER,EQ,22306,11321,50.75
20,163,BINANIIND,EQ,8468,5769,68.13
20,164,BINDALAGRO,EQ,39673,21296,53.68
20,165,BIOCON,EQ,580988,174094,29.97
20,166,BIRLACORPN,EQ,6661,6267,94.08
