Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,09112012,245366890,0001462
Trade Date <09-NOV-2012>,Settlement Type <N>,Settlement No <2012214>,Settlement Date <15-NOV-2012>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,1614540,276479,17.12
20,2,3MINDIA,EQ,317,273,86.12
20,3,A2ZMES,EQ,214391,88350,41.21
20,4,AANJANEYA,EQ,24362,12084,49.60
20,5,AARTIDRUGS,EQ,85967,18431,21.44
20,6,AARTIIND,EQ,48272,26722,55.36
20,7,AARVEEDEN,EQ,17953,13138,73.18
20,8,ABAN,EQ,440740,169916,38.55
20,9,ABB,EQ,83976,22563,26.87
20,10,ABBOTINDIA,EQ,322,251,77.95
20,11,ABCIL,EQ,2174,1715,78.89
20,12,ABGSHIP,EQ,122765,88717,72.27
20,13,ABHISHEK,EQ,643,143,22.24
20,14,ABIRLANUVO,EQ,306868,109638,35.73
20,15,ACC,EQ,100549,34095,33.91
20,16,ACE,EQ,97667,62270,63.76
20,17,ACROPETAL,EQ,112520,68413,60.80
20,18,ADANIENT,EQ,703110,227809,32.40
20,19,ADANIPORTS,EQ,355941,136245,38.28
20,20,ADANIPOWER,EQ,774451,173405,22.39
20,21,ADFFOODS,EQ,42239,22419,53.08
20,22,ADHUNIK,EQ,30664,21437,69.91
20,23,ADORWELD,EQ,3708,2210,59.60
20,24,ADSL,EQ,29311,16640,56.77
20,25,ADVANTA,EQ,14003,5791,41.36
20,26,AEGISCHEM,EQ,28782,9704,33.72
20,27,AFL,EQ,25549,3820,14.95
20,28,AFTEK,EQ,72167,47758,66.18
20,29,AGCNET,EQ,44696,40889,91.48
20,30,AGRODUTCH,EQ,17786,16307,91.68
20,31,AHLEAST,EQ,370,360,97.30
20,32,AHLUCONT,EQ,5034,2155,42.81
20,33,AHLWEST,EQ,462,360,77.92
20,34,AHMEDFORGE,EQ,5102,4364,85.54
20,35,AIAENG,EQ,4674,4169,89.20
20,36,AIL,EQ,12959,8886,68.57
