Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,12062015,258607108,0001502
Trade Date <12-JUN-2015>,Settlement Type <N>,Settlement No <2015110>,Settlement Date <16-JUN-2015>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,16684,4527,27.13
20,2,3IINFOTECH,EQ,10610349,3890434,36.67
20,3,3MINDIA,EQ,521,437,83.88
20,4,8KMILES,EQ,4786,2335,48.79
20,5,A2ZINFRA,EQ,266830,155465,58.26
20,6,AARTIDRUGS,EQ,14509,7746,53.39
20,7,AARTIIND,EQ,27965,7898,28.24
20,8,AARVEEDEN,EQ,354,350,98.87
20,9,ABAN,EQ,590535,132391,22.42
20,10,ABB,EQ,14369,4180,29.09
20,11,ABBOTINDIA,EQ,814,470,57.74
20,12,ABCIL,EQ,6098,5204,85.34
20,13,ABGSHIP,EQ,3501669,642986,18.36
20,14,ABIRLANUVO,EQ,89762,37388,41.65
20,15,ACC,EQ,164349,49482,30.11
20,16,ACCELYA,EQ,5370,4322,80.48
20,17,ACE,EQ,138765,72884,52.52
20,18,ACROPETAL,EQ,13320,11831,88.82
20,19,ADANIENT,EQ,5172752,831587,16.08
20,20,ADANIPORTS,EQ,2854243,1366131,47.86
20,21,ADANIPOWER,EQ,3822456,1047431,27.40
20,22,ADFFOODS,EQ,11986,6412,53.50
20,23,ADHUNIK,EQ,25187,12554,49.84
20,24,ADI,EQ,105,105,100.00
20,25,ADLABS,EQ,79402,34750,43.76
20,26,ADORWELD,EQ,2437,1685,69.14
20,27,ADSL,EQ,24044,13400,55.73
20,28,ADVANIHOTR,EQ,4338,1446,33.33
20,29,ADVANTA,EQ,72377,22039,30.45
20,30,AEGISCHEM,EQ,46319,24284,52.43
20,31,AFL,EQ,10873,10524,96.79
20,32,AGARIND,EQ,1103,1029,93.29
20,33,AGCNET,EQ,10938,7864,71.90
20,34,AHLEAST,EQ,714,650,91.04
20,35,AHLUCONT,EQ,29070,15193,52.26
20,36,AHLWEST,EQ,655,147,22.44
20,37,AIAENG,EQ,55641,43415,78.03
20,38,AIL,EQ,5730,3488,60.87
20,39,AJANTPHARM,EQ,173094,39331,22.72
20,40,AJMERA,EQ,130158,31976,24.57
20,41,AKSHOPTFBR,EQ,89584,57549,64.24
20,42,AKZOINDIA,EQ,7339,4396,59.90
20,43,ALBK,EQ,1492225,267982,17.96
20,44,ALCHEM,EQ,23463,16287,69.42
20,45,ALEMBICLTD,EQ,322283,136165,42.25
20,46,ALICON,EQ,2873,1898,66.06
20,47,ALKALI,EQ,14076,7701,54.71
20,48,ALKYLAMINE,EQ,2278,2264,99.39
20,49,ALLCARGO,EQ,36772,29640,80.60
20,50,ALLSEC,EQ,852,829,97.30
20,51,ALMONDZ,EQ,2050,2000,97.56
20,52,ALOKTEXT,EQ,3373164,1743532,51.69
20,53,ALPHAGEO,EQ,3074,2390,77.75
20,54,ALPSINDUS,EQ,1050,1001,95.33
20,55,ALSTOMT&D,EQ,15838,7909,49.94
20,56,AMARAJABAT,EQ,185882,70309,37.82
20,57,AMBIKCO,EQ,5897,3427,58.11
20,58,AMBUJACEM,EQ,2071964,973697,46.99
20,59,AMDIND,EQ,443,308,69.53
