Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,31122013,216671343,0001348
Trade Date <31-DEC-2013>,Settlement Type <N>,Settlement No <2013249>,Settlement Date <02-JAN-2014>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,52457,31674,60.38
20,2,3MINDIA,EQ,147,141,95.92
20,3,A2ZMES,EQ,1406429,762534,54.22
20,4,AARTIDRUGS,EQ,7949,5436,68.39
20,5,AARTIIND,EQ,6383,5098,79.87
20,6,AARVEEDEN,EQ,1591,1053,66.18
20,7,ABAN,EQ,1121930,208540,18.59
20,8,ABB,EQ,76169,49166,64.55
20,9,ABBOTINDIA,EQ,1568,834,53.19
20,10,ABCIL,EQ,15647,12181,77.85
20,11,ABGSHIP,EQ,45164,16145,35.75
20,12,ABIRLANUVO,EQ,159228,47494,29.83
20,13,ACC,EQ,152498,49723,32.61
20,14,ACCELYA,EQ,37578,11500,30.60
20,15,ACE,EQ,193920,109836,56.64
20,16,ACROPETAL,EQ,30332,27771,91.56
20,17,ADANIENT,EQ,964140,92382,9.58
20,18,ADANIPORTS,EQ,983269,444310,45.19
20,19,ADANIPOWER,EQ,3915371,785001,20.05
20,20,ADFFOODS,EQ,29225,20774,71.08
20,21,ADHUNIK,EQ,61073,43082,70.54
20,22,ADORWELD,EQ,6168,2945,47.75
20,23,ADSL,EQ,23496,17331,73.76
20,24,ADVANTA,EQ,89710,43132,48.08
20,25,AEGISCHEM,EQ,50985,29031,56.94
20,26,AFTEK,EQ,66043,47963,72.62
20,27,AGCNET,EQ,4954,4393,88.68
20,28,AHLEAST,EQ,140,140,100.00
20,29,AHLUCONT,EQ,3707,3702,99.87
20,30,AHLWEST,EQ,143,143,100.00
20,31,AHMEDFORGE,EQ,11075,8865,80.05
20,32,AIAENG,EQ,35533,24815,69.84
20,33,AIL,EQ,36332,28365,78.07
20,34,AJANTPHARM,EQ,13922,7077,50.83
20,35,AJMERA,EQ,6046,3580,59.21
20,36,AKSHOPTFBR,EQ,30760,28951,94.12
20,37,AKZOINDIA,EQ,11857,7384,62.28
20,38,ALBK,EQ,1574244,374864,23.81
20,39,ALCHEM,EQ,843,527,62.51
20,40,ALEMBICLTD,EQ,69628,44567,64.01
20,41,ALICON,EQ,2122,2102,99.06
20,42,ALKALI,EQ,1533,1389,90.61
20,43,ALKYLAMINE,EQ,10,10,100.00
20,44,ALLCARGO,EQ,1544,1368,88.60
20,45,ALLSEC,EQ,301,201,66.78
20,46,ALOKTEXT,EQ,2735794,1072547,39.20
20,47,ALPHAGEO,EQ,951,951,100.00
20,48,ALPSINDUS,EQ,46795,46795,100.00
20,49,ALSTOMT&D,EQ,356008,252562,70.94
20,50,AMARAJABAT,EQ,257447,137556,53.43
20,51,AMARJOTHI,EQ,400,400,100.00
20,52,AMBIKCO,EQ,20,20,100.00
20,53,AMBUJACEM,EQ,742334,289956,39.06
20,54,AMDIND,EQ,390,390,100.00
20,55,AMRUTANJAN,EQ,19846,11172,56.29
20,56,AMTEKAUTO,EQ,360736,153519,42.56
20,57,AMTEKINDIA,EQ,69190,32254,46.62
20,58,AMTL,EQ,2010,2000,99.50
20,59,ANANTRAJ,EQ,2950539,893229,30.27
20,60,ANDHRABANK,EQ,682929,166663,24.40
20,61,ANDHRACEMT,EQ,101,100,99.01
20,62,ANDHRSUGAR,EQ,6019,5046,83.83
20,63,ANKITMETAL,EQ,9407,7201,76.55
20,64,ANSALAPI,EQ,86410,56236,65.08
20,65,ANSALHSG,EQ,14779,13017,88.08
20,66,ANTGRAPHIC,EQ,59492,59488,99.99
20,67,APARINDS,EQ,26162,13269,50.72
20,68,APCOTEXIND,EQ,4458,3823,85.76
20,69,APLAPOLLO,EQ,7210,5606,77.75
20,70,APLLTD,EQ,46931,27322,58.22
20,71,APOLLOHOSP,EQ,720225,634775,88.14
20,72,APOLLOTYRE,EQ,42563183,6683098,15.70
20,73,APPAPER,EQ,9439,4072,43.14
