Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,12092012,222053536,0001520
Trade Date <12-SEP-2012>,Settlement Type <D>,Settlement No <2012175>,Settlement Date <14-SEP-2012>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1000E14,GC,20,0,0.00
Trade Date <12-SEP-2012>,Settlement Type <N>,Settlement No <2012175>,Settlement Date <14-SEP-2012>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,20MICRONS,EQ,145769,89314,61.27
20,3,3MINDIA,EQ,2277,2094,91.96
20,4,A2ZMES,EQ,490470,153793,31.36
20,5,AANJANEYA,EQ,14580,3760,25.79
20,6,AARTIDRUGS,EQ,109824,34008,30.97
20,7,AARTIIND,EQ,65578,33467,51.03
20,8,AARVEEDEN,EQ,1736,1571,90.50
20,9,ABAN,EQ,659735,79099,11.99
20,10,ABB,EQ,26169,9034,34.52
20,11,ABBOTINDIA,EQ,1211,583,48.14
20,12,ABCIL,EQ,3018,2378,78.79
20,13,ABGSHIP,EQ,12525,6854,54.72
20,14,ABHISHEK,EQ,1770,1770,100.00
20,15,ABIRLANUVO,EQ,36576,15798,43.19
20,16,ACC,EQ,139043,46028,33.10
20,17,ACE,EQ,1079676,204146,18.91
20,18,ACROPETAL,EQ,524505,269416,51.37
20,19,ADANIENT,EQ,2815005,253123,8.99
20,20,ADANIPORTS,EQ,1198143,766100,63.94
20,21,ADANIPOWER,EQ,1066563,316389,29.66
20,22,ADFFOODS,EQ,4870,3198,65.67
20,23,ADHUNIK,EQ,150945,61991,41.07
20,24,ADORWELD,EQ,4159,3427,82.40
20,25,ADSL,EQ,260361,79797,30.65
20,26,ADVANIHOTR,EQ,437,437,100.00
20,27,ADVANTA,EQ,266803,22438,8.41
20,28,AEGISCHEM,EQ,8211,4193,51.07
20,29,AFL,EQ,6019,2211,36.73
20,30,AFTEK,EQ,181965,125646,69.05
20,31,AGCNET,EQ,27004,10420,38.59
20,32,AGRODUTCH,EQ,15807,10461,66.18
20,33,AHLEAST,EQ,333,306,91.89
20,34,AHLUCONT,EQ,18522,9558,51.60
20,35,AHLWEST,EQ,71,27,38.03
20,36,AHMEDFORGE,EQ,4132,3022,73.14
20,37,AIAENG,EQ,1029,574,55.78
20,38,AIL,EQ,80240,28666,35.73
20,39,AJANTPHARM,EQ,43592,13558,31.10
20,40,AJMERA,EQ,18728,7016,37.46
20,41,AKSHOPTFBR,EQ,38433,27374,71.23
20,42,AKZOINDIA,EQ,2807,1872,66.69
20,43,ALBK,EQ,792247,256863,32.42
20,44,ALCHEM,EQ,14206,10564,74.36
20,45,ALEMBICLTD,EQ,83884,50930,60.71
20,46,ALICON,EQ,4262,4020,94.32
20,47,ALKALI,EQ,3030,2612,86.20
20,48,ALKYLAMINE,EQ,6577,3029,46.05
20,49,ALLCARGO,EQ,1422,1274,89.59
20,50,ALLSEC,EQ,148,126,85.14
20,51,ALMONDZ,EQ,28352,26625,93.91
20,52,ALOKTEXT,EQ,3719167,1215678,32.69
20,53,ALPA,EQ,3581,2802,78.25
20,54,ALPHAGEO,EQ,3888,3215,82.69
20,55,ALPINEHOU,EQ,877,877,100.00
20,56,ALPSINDUS,EQ,21454,19644,91.56
20,57,ALSTOMT&D,EQ,14737,12170,82.58
20,58,AMAR,EQ,26505,26504,100.00
20,59,AMARAJABAT,EQ,36211,18959,52.36
20,60,AMARJOTHI,EQ,1507,1076,71.40
20,61,AMBIKCO,EQ,2901,1630,56.19
20,62,AMBUJACEM,EQ,1985099,1136590,57.26
20,63,AMDIND,EQ,32418,21155,65.26
20,64,AMLSTEEL,EQ,3140,3000,95.54
20,65,AMRUTANJAN,EQ,134774,22225,16.49
20,66,AMTEKAUTO,EQ,101142,49659,49.10
20,67,AMTEKINDIA,EQ,204368,24160,11.82
20,68,AMTL,EQ,577,552,95.67
20,69,ANANTRAJ,EQ,144069,76892,53.37
20,70,ANDHRABANK,EQ,293275,152073,51.85
20,71,ANDHRACEMT,EQ,24404,18077,74.07
20,72,ANDHRSUGAR,EQ,65550,41009,62.56
20,73,ANGIND,EQ,12308,10912,88.66
20,74,ANIKINDS,EQ,21002,12570,59.85
20,75,ANKURDRUGS,EQ,50616,29065,57.42
20,76,ANSALAPI,EQ,28864,19296,66.85
20,77,ANSALHSG,EQ,2917,2776,95.17
20,78,ANTGRAPHIC,EQ,89895,47399,52.73
20,79,APARINDS,EQ,1524,1022,67.06
20,80,APCOTEXIND,EQ,2523,1809,71.70
20,81,APLAB,EQ,1626,1501,92.31
20,82,APLAPOLLO,EQ,555,5,0.90
