Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,31012018,586743295,0001600
Trade Date <31-JAN-2018>,Settlement Type <N>,Settlement No <2018022>,Settlement Date <02-FEB-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,75086,39452,52.54
20,2,3IINFOTECH,EQ,6446796,3689517,57.23
20,3,3MINDIA,EQ,8501,8076,95.00
20,4,5PAISA,EQ,9217,7498,81.35
20,5,63MOONS,EQ,233619,109966,47.07
20,6,8KMILES,EQ,185666,41483,22.34
20,7,A2ZINFRA,EQ,719735,338397,47.02
20,8,AARTIDRUGS,EQ,8557,5809,67.89
20,9,AARTIIND,EQ,40022,32369,80.88
20,10,AARVEEDEN,EQ,22557,17904,79.37
20,11,AARVI,SM,2000,2000,100.00
20,12,ABAN,EQ,1363558,255027,18.70
20,13,ABB,EQ,125376,79229,63.19
20,14,ABBOTINDIA,EQ,6052,4683,77.38
20,15,ABCAPITAL,EQ,1537405,923483,60.07
20,16,ABFRL,EQ,636498,487989,76.67
20,17,ACC,EQ,335683,232779,69.34
20,18,ACCELYA,EQ,1534,1002,65.32
20,19,ACE,EQ,669804,210054,31.36
20,20,ACEINTEG,SM,9000,9000,100.00
20,21,ADANIENT,EQ,7732419,524177,6.78
20,22,ADANIPORTS,EQ,2734628,1248502,45.66
20,23,ADANIPOWER,EQ,10959615,1818500,16.59
20,24,ADANITRANS,EQ,889978,327338,36.78
20,25,ADFFOODS,EQ,208211,108431,52.08
20,26,ADORWELD,EQ,30381,9666,31.82
20,27,ADVANIHOTR,EQ,37471,26613,71.02
20,28,ADVENZYMES,EQ,126011,75342,59.79
20,29,AEGISCHEM,EQ,341415,206170,60.39
20,30,AFL,EQ,4341,2835,65.31
20,31,AGLSL,EQ,4806,4311,89.70
20,32,AGRITECH,EQ,43956,19608,44.61
20,33,AGROPHOS,SM,36000,36000,100.00
20,34,AHLEAST,EQ,27661,16178,58.49
20,35,AHLUCONT,EQ,93180,81258,87.21
20,36,AIAENG,EQ,27039,20124,74.43
20,37,AIFL,EQ,78726,37832,48.06
20,38,AIRAN,SM,16000,15000,93.75
20,39,AIROLAM,SM,6000,6000,100.00
20,40,AISL,SM,73200,44400,60.66
20,41,AJANTPHARM,EQ,182964,60863,33.27
20,42,AJMERA,EQ,37042,20736,55.98
20,43,AJOONI,SM,56000,40000,71.43
20,44,AKSHARCHEM,EQ,8413,6285,74.71
20,45,AKZOINDIA,EQ,12160,11318,93.08
20,46,ALANKIT,EQ,346609,103562,29.88
20,47,ALBK,EQ,2829122,532054,18.81
20,48,ALEMBICLTD,EQ,2013286,705232,35.03
20,49,ALICON,EQ,8338,4686,56.20
20,50,ALKALI,EQ,9381,5559,59.26
20,51,ALKEM,EQ,18474,12930,69.99
20,52,ALKYLAMINE,EQ,4801,3473,72.34
20,53,ALLCARGO,EQ,251948,150196,59.61
20,54,ALLSEC,EQ,6336,4678,73.83
20,55,ALPA,EQ,37016,25356,68.50
20,56,ALPHAGEO,EQ,33483,25501,76.16
20,57,AMARAJABAT,EQ,297406,82519,27.75
20,58,AMBER,EQ,3002179,469590,15.64
20,59,AMBIKCO,EQ,4885,3509,71.83
20,60,AMBUJACEM,EQ,2708846,1776568,65.58
20,61,AMDIND,EQ,211162,17675,8.37
20,62,AMJLAND,EQ,22372,15773,70.50
20,63,AMRUTANJAN,EQ,4817,2965,61.55
20,64,ANANTRAJ,EQ,1324342,405852,30.65
20,65,ANDHRABANK,EQ,3495843,1145153,32.76
20,66,ANDHRACEMT,EQ,460078,309008,67.16
20,67,ANDHRSUGAR,EQ,26160,15524,59.34
20,68,ANIKINDS,EQ,6932,4893,70.59
20,69,ANSALAPI,EQ,116996,64743,55.34
20,70,ANSALHSG,EQ,82847,37942,45.80
20,71,APARINDS,EQ,90962,77981,85.73
20,72,APCL,EQ,5658,3985,70.43
20,73,APCOTEXIND,EQ,2005,1565,78.05
20,74,APEX,EQ,404104,118659,29.36
20,75,APLAPOLLO,EQ,89186,69401,77.82
20,76,APLLTD,EQ,488735,144774,29.62
20,77,APOLLOHOSP,EQ,495268,249944,50.47
20,78,APOLLOTYRE,EQ,3531429,1399757,39.64
20,79,APOLSINHOT,EQ,339,291,85.84
20,80,APTECHT,EQ,590573,197576,33.45
20,81,ARCHIDPLY,EQ,71537,37800,52.84
20,82,ARCHIES,EQ,793845,224965,28.34
20,83,ARCOTECH,EQ,171869,103475,60.21
20,84,ARIHANTSUP,EQ,58982,19087,32.36
20,85,AROGRANITE,EQ,48190,33747,70.03
20,86,ARROWGREEN,EQ,9164,5878,64.14
20,87,ARROWTEX,EQ,27328,10885,39.83
20,88,ARSHIYA,EQ,66978,40941,61.13
20,89,ARTNIRMAN,SM,6000,6000,100.00
20,90,ARVIND,EQ,3019180,391623,12.97
20,91,ARVSMART,EQ,37524,25990,69.26
20,92,ASAHIINDIA,EQ,30471,18125,59.48
20,93,ASAHISONG,EQ,8066,6189,76.73
20,94,ASAL,EQ,15465,11358,73.44
20,95,ASHAPURMIN,EQ,189378,84996,44.88
20,96,ASHIANA,EQ,531187,309446,58.26
20,97,ASHIMASYN,EQ,187817,105803,56.33
20,98,ASHOKA,EQ,244219,111549,45.68
20,99,ASHOKLEY,EQ,10040333,4798167,47.79
20,100,ASIANHOTNR,EQ,18944,10419,55.00
20,101,ASIANPAINT,EQ,961596,687805,71.53
20,102,ASIANTILES,EQ,98644,65905,66.81
20,103,ASPINWALL,EQ,3542,2378,67.14
20,104,ASTEC,EQ,26879,16820,62.58
20,105,ASTRAL,EQ,19686,11745,59.66
20,106,ASTRAMICRO,EQ,363561,186254,51.23
20,107,ASTRAZEN,EQ,2398,1763,73.52
20,108,ASTRON,EQ,305865,127800,41.78
20,109,ATFL,EQ,9190,4971,54.09
20,110,ATLANTA,EQ,150026,61747,41.16
20,111,ATUL,EQ,13807,7898,57.20
20,112,ATULAUTO,EQ,33456,25720,76.88
20,113,AUBANK,EQ,370497,226137,61.04
20,114,AURDIS,SM,4000,4000,100.00
20,115,AURIONPRO,EQ,38563,22596,58.60
20,116,AUROPHARMA,EQ,1877445,639295,34.05
20,117,AUSOMENT,EQ,10202,3899,38.22
20,118,AUTOAXLES,EQ,62038,21974,35.42
20,119,AUTOLITIND,EQ,9853,5761,58.47
20,120,AVADHSUGAR,EQ,18499,11598,62.70
20,121,AVANTIFEED,EQ,93603,49360,52.73
20,122,AVTNPL,EQ,122468,65332,53.35
20,123,AXISBANK,EQ,7108060,4785849,67.33
20,124,AXISCADES,EQ,84403,38919,46.11
20,125,AXISGOLD,EQ,469,416,88.70
20,126,AXISNIFTY,EQ,184,184,100.00
20,127,AYMSYNTEX,EQ,36777,27396,74.49
20,128,BAFNAPHARM,EQ,4889,3705,75.78
20,129,BAJAJ-AUTO,EQ,275934,132990,48.20
20,130,BAJAJCORP,EQ,24013,14176,59.03
20,131,BAJAJELEC,EQ,211283,57010,26.98
20,132,BAJAJFINSV,EQ,220161,113513,51.56
20,133,BAJAJHIND,EQ,4833991,2103833,43.52
20,134,BAJAJHLDNG,EQ,33221,30537,91.92
20,135,BAJFINANCE,EQ,1332225,762284,57.22
20,136,BALAJITELE,EQ,81872,37905,46.30
20,137,BALAMINES,EQ,57021,24544,43.04
20,138,BALKRISIND,EQ,805923,185379,23.00
