Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,04092013,201593479,0001346
Trade Date <04-SEP-2013>,Settlement Type <N>,Settlement No <2013170>,Settlement Date <06-SEP-2013>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,153232,73726,48.11
20,2,3IINFOTECH,EQ,277497,179463,64.67
20,3,3MINDIA,EQ,35,24,68.57
20,4,A2ZMES,EQ,60612,39531,65.22
20,5,AARTIDRUGS,EQ,2642,1349,51.06
20,6,AARTIIND,EQ,29926,25764,86.09
20,7,AARVEEDEN,EQ,1998,1802,90.19
20,8,ABAN,EQ,127113,32310,25.42
20,9,ABB,EQ,41861,16052,38.35
20,10,ABBOTINDIA,EQ,2045,1483,72.52
20,11,ABGSHIP,EQ,4978,1852,37.20
20,12,ABIRLANUVO,EQ,122002,33654,27.58
20,13,ACC,EQ,353115,167593,47.46
20,14,ACCELYA,EQ,6873,4056,59.01
20,15,ACE,EQ,76448,49037,64.14
20,16,ADANIENT,EQ,2147409,311054,14.49
20,17,ADANIPORTS,EQ,1005021,580552,57.77
20,18,ADANIPOWER,EQ,1828632,562498,30.76
20,19,ADFFOODS,EQ,3224,2057,63.80
20,20,ADHUNIK,EQ,67054,30702,45.79
20,21,ADORWELD,EQ,2191,1832,83.61
20,22,ADSL,EQ,8364,8364,100.00
20,23,ADVANTA,EQ,6044,4277,70.76
20,24,AEGISCHEM,EQ,50122,22795,45.48
20,25,AFL,EQ,4691,4302,91.71
20,26,AGCNET,EQ,1585,1214,76.59
20,27,AGRODUTCH,EQ,150,150,100.00
20,28,AHLUCONT,EQ,537,479,89.20
20,29,AHMEDFORGE,EQ,3589,1104,30.76
20,30,AIAENG,EQ,288,268,93.06
20,31,AIL,EQ,4970,2715,54.63
20,32,AJANTPHARM,EQ,68235,9111,13.35
20,33,AJMERA,EQ,812,733,90.27
20,34,AKSHOPTFBR,EQ,21197,16178,76.32
20,35,AKZOINDIA,EQ,12538,11652,92.93
20,36,ALBK,EQ,1953834,440919,22.57
20,37,ALCHEM,EQ,2644,1363,51.55
20,38,ALEMBICLTD,EQ,25343,13970,55.12
20,39,ALKALI,EQ,2252,1040,46.18
20,40,ALKYLAMINE,EQ,910,910,100.00
20,41,ALLCARGO,EQ,727,524,72.08
20,42,ALOKTEXT,EQ,1259323,716696,56.91
20,43,ALPHAGEO,EQ,205,101,49.27
20,44,ALSTOMT&D,EQ,6033,3679,60.98
20,45,AMARAJABAT,EQ,248866,154197,61.96
20,46,AMBIKCO,EQ,127,120,94.49
20,47,AMBUJACEM,EQ,3463831,2701570,77.99
20,48,AMDIND,EQ,1,1,100.00
20,49,AMRUTANJAN,EQ,18523,14993,80.94
20,50,AMTEKAUTO,EQ,38731,24964,64.45
20,51,AMTEKINDIA,EQ,42065,32258,76.69
20,52,ANANTRAJ,EQ,224318,59629,26.58
20,53,ANDHRABANK,EQ,2050844,797572,38.89
20,54,ANDHRACEMT,EQ,5000,5000,100.00
