Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,29072016,480088076,0001640
Trade Date <29-JUL-2016>,Settlement Type <N>,Settlement No <2016143>,Settlement Date <02-AUG-2016>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,31393,22945,73.09
20,2,3IINFOTECH,EQ,1146699,620072,54.07
20,3,3MINDIA,EQ,1013,828,81.74
20,4,8KMILES,EQ,9999,4980,49.80
20,5,A2ZINFRA,EQ,753115,344836,45.79
20,6,AARTIDRUGS,EQ,6573,4822,73.36
20,7,AARTIIND,EQ,62722,52666,83.97
20,8,AARVEEDEN,EQ,8703,7016,80.62
20,9,ABAN,EQ,528803,139641,26.41
20,10,ABB,EQ,49430,17438,35.28
20,11,ABBOTINDIA,EQ,834,546,65.47
20,12,ABFRL,EQ,414709,264543,63.79
20,13,ABGSHIP,EQ,160354,75611,47.15
20,14,ABIRLANUVO,EQ,267016,62197,23.29
20,15,ACC,EQ,290569,112053,38.56
20,16,ACCELYA,EQ,5409,4962,91.74
20,17,ACE,EQ,179365,116484,64.94
20,18,ADANIENT,EQ,3927060,867798,22.10
20,19,ADANIPORTS,EQ,4990407,2779299,55.69
20,20,ADANIPOWER,EQ,3357510,1329922,39.61
20,21,ADANITRANS,EQ,1417424,899574,63.47
20,22,ADFFOODS,EQ,1438659,434475,30.20
20,23,ADHUNIK,EQ,269308,202550,75.21
20,24,ADHUNIKIND,EQ,41741,201,0.48
20,25,ADI,EQ,8220,5487,66.75
20,26,ADLABS,EQ,545595,240065,44.00
20,27,ADORWELD,EQ,44668,16680,37.34
20,28,ADSL,EQ,109480,60832,55.56
20,29,ADVANIHOTR,EQ,34361,21304,62.00
20,30,ADVANTA,EQ,390845,340500,87.12
20,31,AEGISCHEM,EQ,850285,492446,57.92
20,32,AFL,EQ,28147,21242,75.47
20,33,AGARIND,EQ,4616,4082,88.43
20,34,AGCNET,EQ,6550,4333,66.15
20,35,AGRITECH,EQ,763,763,100.00
20,36,AGRODUTCH,EQ,22838,13990,61.26
20,37,AHLEAST,EQ,141,116,82.27
20,38,AHLUCONT,EQ,307437,305894,99.50
20,39,AHLWEST,EQ,2037,996,48.90
20,40,AIAENG,EQ,7111,4321,60.77
20,41,AIFL,EQ,51736,8197,15.84
20,42,AIL,EQ,7131,3617,50.72
20,43,AJANTPHARM,EQ,322233,85586,26.56
20,44,AJMERA,EQ,76887,47554,61.85
20,45,AKSHOPTFBR,EQ,731796,432874,59.15
20,46,AKZOINDIA,EQ,50578,29847,59.01
20,47,ALANKIT,EQ,96413,44005,45.64
20,48,ALBERTDAVD,EQ,1035,883,85.31
20,49,ALBK,EQ,3758917,978351,26.03
20,50,ALCHEM,EQ,6092,3686,60.51
20,51,ALEMBICLTD,EQ,363802,165938,45.61
20,52,ALICON,EQ,1249,839,67.17
20,53,ALKALI,EQ,12720,12012,94.43
20,54,ALKEM,EQ,30912,20207,65.37
20,55,ALKYLAMINE,EQ,52293,24210,46.30
20,56,ALLCARGO,EQ,1365689,437437,32.03
20,57,ALLSEC,EQ,128042,61523,48.05
20,58,ALMONDZ,EQ,7006,6001,85.66
20,59,ALOKTEXT,EQ,4454035,2165418,48.62
20,60,ALPHAGEO,EQ,27290,16559,60.68
20,61,ALPSINDUS,EQ,67526,51087,75.66
20,62,ALSTOMT&D,EQ,58643,43834,74.75
20,63,AMARAJABAT,EQ,712038,304086,42.71
20,64,AMBIKCO,EQ,2886,2334,80.87
20,65,AMBUJACEM,EQ,1313996,612226,46.59
20,66,AMDIND,EQ,5807,4617,79.51
20,67,AMRUTANJAN,EQ,12528,7961,63.55
20,68,AMTEKAUTO,EQ,4209062,1574229,37.40
20,69,AMTL,EQ,168110,74050,44.05
20,70,ANANTRAJ,EQ,1384898,717084,51.78
20,71,ANDHRABANK,EQ,3822155,1399428,36.61
20,72,ANDHRACEMT,EQ,385498,250916,65.09
20,73,ANDHRSUGAR,EQ,1287241,242654,18.85
20,74,ANGIND,EQ,96659,51829,53.62
20,75,ANKITMETAL,EQ,50663,31180,61.54
20,76,ANSALAPI,EQ,76918,66172,86.03
20,77,ANSALHSG,EQ,8858,5783,65.29
20,78,APARINDS,EQ,89783,59257,66.00
20,79,APCOTEXIND,EQ,21217,13004,61.29
20,80,APLAPOLLO,EQ,87190,82928,95.11
