Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,31032014,356521815,0001445
Trade Date <31-MAR-2014>,Settlement Type <N>,Settlement No <2014062>,Settlement Date <03-APR-2014>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,150009,69003,46.00
20,2,3IINFOTECH,EQ,2755342,1221162,44.32
20,3,3MINDIA,EQ,649,516,79.51
20,4,8KMILES,EQ,21593,1185,5.49
20,5,A2ZMES,EQ,847833,677281,79.88
20,6,AARTIDRUGS,EQ,2594,1388,53.51
20,7,AARTIIND,EQ,40717,21818,53.58
20,8,AARVEEDEN,EQ,706,589,83.43
20,9,ABAN,EQ,4631436,796331,17.19
20,10,ABB,EQ,371966,122301,32.88
20,11,ABBOTINDIA,EQ,2652,1640,61.84
20,12,ABCIL,EQ,76842,28857,37.55
20,13,ABGSHIP,EQ,639924,266107,41.58
20,14,ABIRLANUVO,EQ,278343,171502,61.62
20,15,ACC,EQ,320327,139170,43.45
20,16,ACCELYA,EQ,17610,12128,68.87
20,17,ACE,EQ,290590,234464,80.69
20,18,ACROPETAL,EQ,147915,134113,90.67
20,19,ADANIENT,EQ,3510261,392881,11.19
20,20,ADANIPORTS,EQ,3889451,2461235,63.28
20,21,ADANIPOWER,EQ,18577253,5632336,30.32
20,22,ADFFOODS,EQ,11084,7245,65.36
20,23,ADHUNIK,EQ,54552,42374,77.68
20,24,ADORWELD,EQ,15371,9063,58.96
20,25,ADSL,EQ,22639,19187,84.75
20,26,ADVANIHOTR,EQ,20,20,100.00
20,27,ADVANTA,EQ,71181,35310,49.61
20,28,AEGISCHEM,EQ,56599,28770,50.83
20,29,AFL,EQ,921,800,86.86
20,30,AFTEK,EQ,88378,62449,70.66
20,31,AGCNET,EQ,2586,1832,70.84
20,32,AGRODUTCH,EQ,10802,9050,83.78
20,33,AHLEAST,EQ,5555,5551,99.93
20,34,AHLUCONT,EQ,17831,13940,78.18
20,35,AHLWEST,EQ,1350,1140,84.44
20,36,AHMEDFORGE,EQ,46841,30409,64.92
20,37,AIAENG,EQ,53726,32072,59.70
20,38,AIL,EQ,86900,63008,72.51
20,39,AJANTPHARM,EQ,38525,33107,85.94
20,40,AJMERA,EQ,35416,29038,81.99
20,41,AKZOINDIA,EQ,19702,12362,62.74
20,42,ALBK,EQ,3255049,1001904,30.78
20,43,ALCHEM,EQ,4149,2625,63.27
20,44,ALEMBICLTD,EQ,2414108,1477430,61.20
20,45,ALICON,EQ,1142,945,82.75
20,46,ALKALI,EQ,5857,4914,83.90
20,47,ALKYLAMINE,EQ,80,80,100.00
20,48,ALLCARGO,EQ,14933,7877,52.75
20,49,ALLSEC,EQ,1606,1601,99.69
20,50,ALMONDZ,EQ,8276,8276,100.00
20,51,ALOKTEXT,EQ,2503426,1455899,58.16
20,52,ALPSINDUS,EQ,6941,5291,76.23
20,53,ALSTOMT&D,EQ,290014,217500,75.00
20,54,AMARAJABAT,EQ,91198,60432,66.26
20,55,AMARJOTHI,EQ,443,443,100.00
20,56,AMBIKCO,EQ,621,475,76.49
20,57,AMBUJACEM,EQ,1527313,553489,36.24
20,58,AMDIND,EQ,1585,1556,98.17
